key,start,end,epoch,tankl1,tankl2,deltal1,deltal2,hrs1,hrs2,deltahrs1,deltahrs2,GB1_kwh,GB2_kwh
CALABAR_DG1_And_DG2_1700006400_GEN-00980B76_GRID-00980A9C,2023-11-15 00:00:00,2023-11-15 00:15:00,1700006400,56,43.57,0.0,0.74,14891.73,13752.29,-14891.73,-13752.29,0.087,0.0
CALABAR_DG1_And_DG2_1700007300_GEN-00980B76_GRID-00980A9C,2023-11-15 00:15:00,2023-11-15 00:30:00,1700007300,56,42.92,0.0,0.65,14891.73,13752.54,-14891.73,-13752.54,0.087,0.0
CALABAR_DG1_And_DG2_1700008200_GEN-00980B76_GRID-00980A9C,2023-11-15 00:30:00,2023-11-15 00:45:00,1700008200,56,42.27,0.0,0.55,14891.73,13752.79,-14891.73,-13752.79,0.087,0.0
CALABAR_DG1_And_DG2_1700009100_GEN-00980B76_GRID-00980A9C,2023-11-15 00:45:00,2023-11-15 01:00:00,1700009100,56,41.89,0.0,0.37,14891.73,13753.04,-14891.73,-13753.04,0.087,0.0
CALABAR_DG1_And_DG2_1700010000_GEN-00980B76_GRID-00980A9C,2023-11-15 01:00:00,2023-11-15 01:15:00,1700010000,56,41.33,0.0,0.65,14891.73,13753.29,-14891.73,-13753.29,0.087,0.0
CALABAR_DG1_And_DG2_1700010900_GEN-00980B76_GRID-00980A9C,2023-11-15 01:15:00,2023-11-15 01:30:00,1700010900,56,40.77,0.0,0.55,14891.73,13753.54,-14891.73,-13753.54,0.087,0.0
CALABAR_DG1_And_DG2_1700011800_GEN-00980B76_GRID-00980A9C,2023-11-15 01:30:00,2023-11-15 01:45:00,1700011800,56,40.21,0.0,0.55,14891.73,13753.79,-14891.73,-13753.79,0.087,0.0
CALABAR_DG1_And_DG2_1700012700_GEN-00980B76_GRID-00980A9C,2023-11-15 01:45:00,2023-11-15 02:00:00,1700012700,56,39.47,0.0,0.64,14891.73,13754.04,-14891.73,-13754.04,0.087,0.0
CALABAR_DG1_And_DG2_1700013600_GEN-00980B76_GRID-00980A9C,2023-11-15 02:00:00,2023-11-15 02:15:00,1700013600,56,38.91,0.0,0.64,14891.73,13754.29,-14891.73,-13754.29,0.087,0.0
CALABAR_DG1_And_DG2_1700014500_GEN-00980B76_GRID-00980A9C,2023-11-15 02:15:00,2023-11-15 02:30:00,1700014500,56,38.35,0.0,0.55,14891.73,13754.54,-14891.73,-13754.54,0.085,0.0
CALABAR_DG1_And_DG2_1700015400_GEN-00980B76_GRID-00980A9C,2023-11-15 02:30:00,2023-11-15 02:45:00,1700015400,56,37.88,0.0,0.37,14891.73,13754.79,-14891.73,-13754.79,0.082,0.0
CALABAR_DG1_And_DG2_1700016300_GEN-00980B76_GRID-00980A9C,2023-11-15 02:45:00,2023-11-15 03:00:00,1700016300,56,37.32,0.0,0.55,14891.73,13755.04,-14891.73,-13755.04,0.088,0.0
CALABAR_DG1_And_DG2_1700017200_GEN-00980B76_GRID-00980A9C,2023-11-15 03:00:00,2023-11-15 03:15:00,1700017200,56,37.23,0.0,0.19,14891.73,13755.11,-14891.73,-13755.11,0.024,0.312
