key,start,end,epoch,tankl1,tankl2,deltal1,deltal2,hrs1,hrs2,deltahrs1,deltahrs2,GB1_kwh,GB2_kwh
CALABAR_BASE_TANK_1694653200,2023-09-14 00:00:00,2023-09-14 00:15:00,1694649600,26.58,73.41,0,0,55.81,105.67,-0.5500000000000043,0.0,0.076,0.0
CALABAR_BASE_TANK_1694654100,2023-09-14 00:15:00,2023-09-14 00:30:00,1694650500,26.15,73.41,0,0,56.06,105.67,-0.8000000000000043,0.0,0.065,0.0
CALABAR_BASE_TANK_1694655000,2023-09-14 00:30:00,2023-09-14 00:45:00,1694651400,25.72,73.41,0,0,56.31,105.67,-1.0500000000000043,0.0,0.078,0.0
CALABAR_BASE_TANK_1694655900,2023-09-14 00:45:00,2023-09-14 01:00:00,1694652300,25.12,73.41,0,0,56.56,105.67,-1.3000000000000043,0.0,0.072,0.002
CALABAR_BASE_TANK_1694656800,2023-09-14 01:00:00,2023-09-14 01:15:00,1694653200,24.52,73.41,0,0,56.81,105.67,-1.5500000000000043,0.0,0.077,0.001
CALABAR_BASE_TANK_1694657700,2023-09-14 01:15:00,2023-09-14 01:30:00,1694654100,24.09,73.41,0,0,57.06,105.67,-1.8000000000000043,0.0,0.079,0.0
CALABAR_BASE_TANK_1694658600,2023-09-14 01:30:00,2023-09-14 01:45:00,1694655000,23.41,73.41,0,0,57.31,105.67,-2.0500000000000043,0.0,0.079,0.0
CALABAR_BASE_TANK_1694659500,2023-09-14 01:45:00,2023-09-14 02:00:00,1694655900,23.07,73.41,0,0,57.56,105.67,-2.3000000000000043,0.0,0.072,0.0
CALABAR_BASE_TANK_1694660400,2023-09-14 02:00:00,2023-09-14 02:15:00,1694656800,22.47,73.41,0,0,57.81,105.67,-2.5500000000000043,0.0,0.079,0.0
CALABAR_BASE_TANK_1694661300,2023-09-14 02:15:00,2023-09-14 02:30:00,1694657700,22.04,73.41,0,0,58.06,105.67,-2.8000000000000043,0.0,0.079,0.0
CALABAR_BASE_TANK_1694662200,2023-09-14 02:30:00,2023-09-14 02:45:00,1694658600,21.35,73.41,0,0,58.31,105.67,-3.0500000000000043,0.0,0.079,0.0
CALABAR_BASE_TANK_1694663100,2023-09-14 02:45:00,2023-09-14 03:00:00,1694659500,21.01,73.41,0,0,58.56,105.67,-3.3000000000000043,0.0,0.07,0.0
CALABAR_BASE_TANK_1694664000,2023-09-14 03:00:00,2023-09-14 03:15:00,1694660400,20.32,73.41,0,0,58.81,105.67,-3.5500000000000043,0.0,0.072,0.0
CALABAR_BASE_TANK_1694664900,2023-09-14 03:15:00,2023-09-14 03:30:00,1694661300,19.89,73.41,0,0,59.06,105.67,-3.8000000000000043,0.0,0.078,0.0
CALABAR_BASE_TANK_1694665800,2023-09-14 03:30:00,2023-09-14 03:45:00,1694662200,19.64,73.23,0,0,59.16,105.81,-3.8999999999999986,-0.14000000000000057,0.064,0.0
CALABAR_BASE_TANK_1694666700,2023-09-14 03:45:00,2023-09-14 04:00:00,1694663100,19.64,72.48,0,0,59.16,106.06,-3.8999999999999986,-0.39000000000000057,0.074,0.0
CALABAR_BASE_TANK_1694667600,2023-09-14 04:00:00,2023-09-14 04:15:00,1694664000,19.64,71.64,0,0,59.16,106.31,-3.8999999999999986,-0.6400000000000006,0.074,0.0
CALABAR_BASE_TANK_1694668500,2023-09-14 04:15:00,2023-09-14 04:30:00,1694664900,19.64,70.8,0,0,59.16,106.56,-3.8999999999999986,-0.8900000000000006,0.064,0.0
CALABAR_BASE_TANK_1694669400,2023-09-14 04:30:00,2023-09-14 04:45:00,1694665800,19.64,70.62,0.0,0.27,59.16,106.81,-3.8999999999999986,-1.1400000000000006,0.222,0.0
CALABAR_BASE_TANK_1694670300,2023-09-14 04:45:00,2023-09-14 05:00:00,1694666700,19.64,69.96,0.0,0.66,59.16,107.06,-3.8999999999999986,-1.3900000000000006,0.106,0.0
CALABAR_BASE_TANK_1694671200,2023-09-14 05:00:00,2023-09-14 05:15:00,1694667600,19.64,69.59,0,0,59.16,107.22,-3.8999999999999986,-1.5499999999999972,0.034,0.037
CALABAR_BASE_TANK_1694672100,2023-09-14 05:15:00,2023-09-14 05:30:00,1694668500,19.64,69.59,0,0,59.16,107.22,-3.8999999999999986,-1.5499999999999972,0.0,0.087
CALABAR_BASE_TANK_1694673000,2023-09-14 05:30:00,2023-09-14 05:45:00,1694669400,19.64,69.59,0.0,0.0,59.16,107.22,-3.8999999999999986,-1.5499999999999972,0.0,0.141
CALABAR_BASE_TANK_1694673900,2023-09-14 05:45:00,2023-09-14 06:00:00,1694670300,19.64,69.59,0.0,0.0,59.16,107.22,-3.8999999999999986,-1.5499999999999972,0.0,0.17
CALABAR_BASE_TANK_1694674800,2023-09-14 06:00:00,2023-09-14 06:15:00,1694671200,19.64,69.59,0,0,59.16,107.22,-3.8999999999999986,-1.5499999999999972,0.0,0.0
