key,start,end,epoch,tankl1,tankl2,deltal1,deltal2,hrs1,hrs2,deltahrs1,deltahrs2,GB1_kwh,GB2_kwh
CALABAR_BASE_TANK_1696640400,2023-10-07 00:00:00,2023-10-07 00:15:00,1696636800,56.0,51.4,0.0,0.64,14576.08,13510.54,0.0,-1.2300000000013824,0.075,0.0
CALABAR_BASE_TANK_1696641300,2023-10-07 00:15:00,2023-10-07 00:30:00,1696637700,56.0,51.03,0.0,0.47,14576.08,13510.79,0.0,-1.4800000000013824,0.065,0.0
CALABAR_BASE_TANK_1696642200,2023-10-07 00:30:00,2023-10-07 00:45:00,1696638600,56.0,50.29,0.0,0.73,14576.08,13511.04,0.0,-1.7300000000013824,0.076,0.0
CALABAR_BASE_TANK_1696643100,2023-10-07 00:45:00,2023-10-07 01:00:00,1696639500,56.0,49.73,0.0,0.55,14576.08,13511.29,0.0,-1.9800000000013824,0.076,0.0
CALABAR_BASE_TANK_1696644000,2023-10-07 01:00:00,2023-10-07 01:15:00,1696640400,56.0,49.17,0.0,0.55,14576.08,13511.54,0.0,-2.2300000000013824,0.073,0.0
CALABAR_BASE_TANK_1696644900,2023-10-07 01:15:00,2023-10-07 01:30:00,1696641300,56.0,48.7,0.0,0.47,14576.08,13511.79,0.0,-2.4800000000013824,0.065,0.0
CALABAR_BASE_TANK_1696645800,2023-10-07 01:30:00,2023-10-07 01:45:00,1696642200,56.0,48.05,0.0,0.64,14576.08,13512.04,0.0,-2.7300000000013824,0.076,0.0
CALABAR_BASE_TANK_1696646700,2023-10-07 01:45:00,2023-10-07 02:00:00,1696643100,56.0,47.49,0.0,0.47,14576.08,13512.29,0.0,-2.9800000000013824,0.076,0.0
CALABAR_BASE_TANK_1696647600,2023-10-07 02:00:00,2023-10-07 02:15:00,1696644000,56.0,46.93,0.0,0.64,14576.08,13512.54,0.0,-3.2300000000013824,0.064,0.0
CALABAR_BASE_TANK_1696648500,2023-10-07 02:15:00,2023-10-07 02:30:00,1696644900,56.0,46.37,0.0,0.47,14576.08,13512.79,0.0,-3.4800000000013824,0.074,0.0
CALABAR_BASE_TANK_1696649400,2023-10-07 02:30:00,2023-10-07 02:45:00,1696645800,56.0,45.81,0.0,0.64,14576.08,13513.04,0.0,-3.7300000000013824,0.076,0.0
CALABAR_BASE_TANK_1696650300,2023-10-07 02:45:00,2023-10-07 03:00:00,1696646700,56.0,45.44,0.0,0.37,14576.08,13513.12,0.0,-3.8100000000013097,0.022,0.089
CALABAR_BASE_TANK_1696651200,2023-10-07 03:00:00,2023-10-07 03:15:00,1696647600,56.0,45.44,0.0,0.0,14576.08,13513.12,0.0,-3.8100000000013097,0.0,0.156
CALABAR_BASE_TANK_1696652100,2023-10-07 03:15:00,2023-10-07 03:30:00,1696648500,56.0,45.44,0.0,0.0,14576.08,13513.12,0.0,-3.8100000000013097,0.0,0.123
CALABAR_BASE_TANK_1696653000,2023-10-07 03:30:00,2023-10-07 03:45:00,1696649400,56.0,45.44,0.0,0.0,14576.08,13513.12,0.0,-3.8100000000013097,0.0,0.142
CALABAR_BASE_TANK_1696653900,2023-10-07 03:45:00,2023-10-07 04:00:00,1696650300,56.0,45.44,0.0,0.0,14576.08,13513.12,0.0,-3.8100000000013097,0.0,0.154
CALABAR_BASE_TANK_1696654800,2023-10-07 04:00:00,2023-10-07 04:15:00,1696651200,56.0,45.44,0.0,0.0,14576.08,13513.22,0.0,-3.9099999999998545,0.021,0.096
CALABAR_BASE_TANK_1696655700,2023-10-07 04:15:00,2023-10-07 04:30:00,1696652100,56.0,44.69,0.0,0.74,14576.08,13513.47,0.0,-4.1599999999998545,0.074,0.0
CALABAR_BASE_TANK_1696656600,2023-10-07 04:30:00,2023-10-07 04:45:00,1696653000,56.0,44.32,0.0,0.37,14576.08,13513.72,0.0,-4.4099999999998545,0.074,0.0
CALABAR_BASE_TANK_1696657500,2023-10-07 04:45:00,2023-10-07 05:00:00,1696653900,56.0,43.57,0.0,0.74,14576.08,13513.97,0.0,-4.6599999999998545,0.066,0.0
CALABAR_BASE_TANK_1696658400,2023-10-07 05:00:00,2023-10-07 05:15:00,1696654800,56.0,43.11,0.0,0.45,14576.08,13514.22,0.0,-4.9099999999998545,0.081,0.0
CALABAR_BASE_TANK_1696659300,2023-10-07 05:15:00,2023-10-07 05:30:00,1696655700,56.0,42.55,0.0,0.55,14576.08,13514.47,0.0,-5.1599999999998545,0.053,0.0
CALABAR_BASE_TANK_1696660200,2023-10-07 05:30:00,2023-10-07 05:45:00,1696656600,56.0,42.08,0.0,0.47,14576.08,13514.72,0.0,-5.4099999999998545,0.045,0.0
CALABAR_BASE_TANK_1696661100,2023-10-07 05:45:00,2023-10-07 06:00:00,1696657500,56.0,41.33,0.0,0.64,14576.08,13514.97,0.0,-5.6599999999998545,0.151,0.0
CALABAR_BASE_TANK_1696662000,2023-10-07 06:00:00,2023-10-07 06:15:00,1696658400,56.0,40.96,0.0,0.47,14576.08,13515.22,0.0,-5.9099999999998545,0.054,0.0
CALABAR_BASE_TANK_1696662900,2023-10-07 06:15:00,2023-10-07 06:30:00,1696659300,56.0,40.49,0.0,0.37,14576.08,13515.47,0.0,-6.1599999999998545,0.055,0.0
CALABAR_BASE_TANK_1696663800,2023-10-07 06:30:00,2023-10-07 06:45:00,1696660200,56.0,39.84,0.0,0.74,14576.08,13515.72,0.0,-6.4099999999998545,0.15,0.0
CALABAR_BASE_TANK_1696664700,2023-10-07 06:45:00,2023-10-07 07:00:00,1696661100,56.0,39.1,0.0,0.73,14576.11,13515.94,-0.030000000000654836,-6.630000000001019,0.313,0.0
CALABAR_BASE_TANK_1696665600,2023-10-07 07:00:00,2023-10-07 07:15:00,1696662000,56.0,39.1,0.0,0.0,14576.36,13515.94,-0.28000000000065484,-6.630000000001019,0.315,0.0
CALABAR_BASE_TANK_1696666500,2023-10-07 07:15:00,2023-10-07 07:30:00,1696662900,56.0,39.1,0.0,0.0,14576.61,13515.94,-0.5300000000006548,-6.630000000001019,0.347,0.0
CALABAR_BASE_TANK_1696667400,2023-10-07 07:30:00,2023-10-07 07:45:00,1696663800,56.0,39.1,0.0,0.0,14576.86,13515.94,-0.7800000000006548,-6.630000000001019,0.456,0.0
CALABAR_BASE_TANK_1696668300,2023-10-07 07:45:00,2023-10-07 08:00:00,1696664700,56.0,39.1,0.0,0.0,14577.11,13515.94,-1.0300000000006548,-6.630000000001019,0.483,0.0
CALABAR_BASE_TANK_1696669200,2023-10-07 08:00:00,2023-10-07 08:15:00,1696665600,56.0,39.1,0.0,0.0,14577.36,13515.94,-1.2800000000006548,-6.630000000001019,0.23,0.0
CALABAR_BASE_TANK_1696670100,2023-10-07 08:15:00,2023-10-07 08:30:00,1696666500,56.0,39.1,0.0,0.0,14577.61,13515.94,-1.5300000000006548,-6.630000000001019,0.07,0.0
CALABAR_BASE_TANK_1696671000,2023-10-07 08:30:00,2023-10-07 08:45:00,1696667400,56.0,39.1,0.0,0.0,14577.82,13515.94,-1.7399999999997817,-6.630000000001019,0.057,0.016
CALABAR_BASE_TANK_1696671900,2023-10-07 08:45:00,2023-10-07 09:00:00,1696668300,56.0,39.1,0.0,0.0,14577.82,13515.94,-1.7399999999997817,-6.630000000001019,0.0,0.523
CALABAR_BASE_TANK_1696672800,2023-10-07 09:00:00,2023-10-07 09:15:00,1696669200,56.0,39.1,0.0,0.0,14577.82,13515.94,-1.7399999999997817,-6.630000000001019,0.0,0.6
CALABAR_BASE_TANK_1696673700,2023-10-07 09:15:00,2023-10-07 09:30:00,1696670100,56.0,39.1,0.0,0.0,14577.82,13515.94,-1.7399999999997817,-6.630000000001019,0.0,0.613
CALABAR_BASE_TANK_1696674600,2023-10-07 09:30:00,2023-10-07 09:45:00,1696671000,56.0,39.1,0.0,0.0,14577.82,13515.94,-1.7399999999997817,-6.630000000001019,0.0,0.686
CALABAR_BASE_TANK_1696675500,2023-10-07 09:45:00,2023-10-07 10:00:00,1696671900,56.0,39.1,0.0,0.0,14577.82,13515.94,-1.7399999999997817,-6.630000000001019,0.0,0.873
CALABAR_BASE_TANK_1696676400,2023-10-07 10:00:00,2023-10-07 10:15:00,1696672800,56.0,39.1,0.0,0.0,14577.82,13515.94,-1.7399999999997817,-6.630000000001019,0.0,0.949
CALABAR_BASE_TANK_1696677300,2023-10-07 10:15:00,2023-10-07 10:30:00,1696673700,56.0,39.1,0.0,0.0,14577.82,13515.94,-1.7399999999997817,-6.630000000001019,0.0,0.549
CALABAR_BASE_TANK_1696678200,2023-10-07 10:30:00,2023-10-07 10:45:00,1696674600,56.0,39.1,0.0,0.0,14577.82,13515.94,-1.7399999999997817,-6.630000000001019,0.0,0.223
CALABAR_BASE_TANK_1696679100,2023-10-07 10:45:00,2023-10-07 11:00:00,1696675500,56.0,39.1,0.0,0.0,14577.82,13515.94,-1.7399999999997817,-6.630000000001019,0.0,0.355
CALABAR_BASE_TANK_1696680000,2023-10-07 11:00:00,2023-10-07 11:15:00,1696676400,56.0,39.1,0.0,0.0,14577.82,13515.94,-1.7399999999997817,-6.630000000001019,0.0,0.453
CALABAR_BASE_TANK_1696680900,2023-10-07 11:15:00,2023-10-07 11:30:00,1696677300,56.0,39.1,0.0,0.0,14577.82,13515.94,-1.7399999999997817,-6.630000000001019,0.0,0.453
CALABAR_BASE_TANK_1696681800,2023-10-07 11:30:00,2023-10-07 11:45:00,1696678200,56.0,39.1,0.0,0.0,14577.82,13515.94,-1.7399999999997817,-6.630000000001019,0.0,0.453
CALABAR_BASE_TANK_1696682700,2023-10-07 11:45:00,2023-10-07 12:00:00,1696679100,56.0,39.1,0.0,0.0,14577.82,13515.94,-1.7399999999997817,-6.630000000001019,0.0,0.453
CALABAR_BASE_TANK_1696683600,2023-10-07 12:00:00,2023-10-07 12:15:00,1696680000,56.0,39.1,0.0,0.0,14577.82,13515.94,-1.7399999999997817,-6.630000000001019,0.0,0.453
CALABAR_BASE_TANK_1696684500,2023-10-07 12:15:00,2023-10-07 12:30:00,1696680900,56.0,39.1,0.0,0.0,14577.82,13515.94,-1.7399999999997817,-6.630000000001019,0.0,0.423
CALABAR_BASE_TANK_1696685400,2023-10-07 12:30:00,2023-10-07 12:45:00,1696681800,56.0,39.1,0.0,0.0,14577.82,13515.94,-1.7399999999997817,-6.630000000001019,0.0,0.452
CALABAR_BASE_TANK_1696686300,2023-10-07 12:45:00,2023-10-07 13:00:00,1696682700,56.0,39.1,0.0,0.0,14577.82,13515.94,-1.7399999999997817,-6.630000000001019,0.0,0.452
CALABAR_BASE_TANK_1696687200,2023-10-07 13:00:00,2023-10-07 13:15:00,1696683600,56.0,39.1,0.0,0.0,14577.82,13515.94,-1.7399999999997817,-6.630000000001019,0.0,0.429
CALABAR_BASE_TANK_1696688100,2023-10-07 13:15:00,2023-10-07 13:30:00,1696684500,56.0,39.1,0.0,0.0,14577.82,13515.94,-1.7399999999997817,-6.630000000001019,0.0,0.445
CALABAR_BASE_TANK_1696689000,2023-10-07 13:30:00,2023-10-07 13:45:00,1696685400,56.0,39.1,0.0,0.0,14577.85,13515.94,-1.7700000000004366,-6.630000000001019,0.009,0.417
CALABAR_BASE_TANK_1696689900,2023-10-07 13:45:00,2023-10-07 14:00:00,1696686300,56.0,39.1,0.0,0.0,14578.09,13515.94,-2.0100000000002183,-6.630000000001019,0.5,0.0
CALABAR_BASE_TANK_1696690800,2023-10-07 14:00:00,2023-10-07 14:15:00,1696687200,56.0,39.1,0.0,0.0,14578.34,13515.94,-2.2600000000002183,-6.630000000001019,0.508,0.0
CALABAR_BASE_TANK_1696691700,2023-10-07 14:15:00,2023-10-07 14:30:00,1696688100,56.0,39.1,0.0,0.0,14578.4,13515.94,-2.319999999999709,-6.630000000001019,0.126,0.552
CALABAR_BASE_TANK_1696692600,2023-10-07 14:30:00,2023-10-07 14:45:00,1696689000,56.0,39.1,0.0,0.0,14578.4,13515.94,-2.319999999999709,-6.630000000001019,0.0,1.006
CALABAR_BASE_TANK_1696693500,2023-10-07 14:45:00,2023-10-07 15:00:00,1696689900,56.0,39.1,0.0,0.0,14578.4,13515.94,-2.319999999999709,-6.630000000001019,0.0,1.076
CALABAR_BASE_TANK_1696694400,2023-10-07 15:00:00,2023-10-07 15:15:00,1696690800,56.0,39.1,0.0,0.0,14578.57,13515.94,-2.4899999999997817,-6.630000000001019,0.077,0.119
CALABAR_BASE_TANK_1696695300,2023-10-07 15:15:00,2023-10-07 15:30:00,1696691700,56.0,39.1,0.0,0.0,14578.83,13515.94,-2.75,-6.630000000001019,0.152,0.0
