key,start,end,epoch,tankl1,tankl2,deltal1,deltal2,hrs1,hrs2,deltahrs1,deltahrs2,GB1_kwh,GB2_kwh
CALABAR_1699315200_GEN-00980B76_GRID-00980A9C,2023-11-07 00:00:00,2023-11-07 00:15:00,1699315200,56,38.72,0.0,0.47,14818.61,13696.68,-14818.61,-13696.68,0.318,0.0
CALABAR_1699316100_GEN-00980B76_GRID-00980A9C,2023-11-07 00:15:00,2023-11-07 00:30:00,1699316100,56,37.98,0.0,0.73,14818.61,13696.94,-14818.61,-13696.94,0.318,0.0
CALABAR_1699317000_GEN-00980B76_GRID-00980A9C,2023-11-07 00:30:00,2023-11-07 00:45:00,1699317000,56,37.23,0.0,0.74,14818.61,13697.18,-14818.61,-13697.18,0.325,0.0
CALABAR_1699317900_GEN-00980B76_GRID-00980A9C,2023-11-07 00:45:00,2023-11-07 01:00:00,1699317900,56,36.86,0.0,0.37,14818.61,13697.34,-14818.61,-13697.34,0.2,0.136
CALABAR_1699318800_GEN-00980B76_GRID-00980A9C,2023-11-07 01:00:00,2023-11-07 01:15:00,1699318800,56,36.86,0.0,0.0,14818.61,13697.34,-14818.61,-13697.34,0.004,0.631
CALABAR_1699319700_GEN-00980B76_GRID-00980A9C,2023-11-07 01:15:00,2023-11-07 01:30:00,1699319700,56,36.86,0.0,0.0,14818.61,13697.34,-14818.61,-13697.34,0.004,0.644
CALABAR_1699320600_GEN-00980B76_GRID-00980A9C,2023-11-07 01:30:00,2023-11-07 01:45:00,1699320600,56,36.86,0.0,0.0,14818.61,13697.34,-14818.61,-13697.34,0.0,0.623
CALABAR_1699321500_GEN-00980B76_GRID-00980A9C,2023-11-07 01:45:00,2023-11-07 02:00:00,1699321500,56,36.86,0.0,0.0,14818.61,13697.34,-14818.61,-13697.34,0.0,0.637
CALABAR_1699322400_GEN-00980B76_GRID-00980A9C,2023-11-07 02:00:00,2023-11-07 02:15:00,1699322400,56,36.86,0.0,0.0,14818.61,13697.34,-14818.61,-13697.34,0.003,0.637
CALABAR_1699323300_GEN-00980B76_GRID-00980A9C,2023-11-07 02:15:00,2023-11-07 02:30:00,1699323300,56,36.86,0.0,0.0,14818.61,13697.34,-14818.61,-13697.34,0.003,0.613
CALABAR_1699324200_GEN-00980B76_GRID-00980A9C,2023-11-07 02:30:00,2023-11-07 02:45:00,1699324200,56,36.86,0.0,0.0,14818.61,13697.34,-14818.61,-13697.34,0.004,0.653
CALABAR_1699325100_GEN-00980B76_GRID-00980A9C,2023-11-07 02:45:00,2023-11-07 03:00:00,1699325100,56,36.86,0.0,0.0,14818.61,13697.34,-14818.61,-13697.34,0.005,0.623
CALABAR_1699326000_GEN-00980B76_GRID-00980A9C,2023-11-07 03:00:00,2023-11-07 03:15:00,1699326000,56,36.86,0.0,0.0,14818.61,13697.34,-14818.61,-13697.34,0.005,0.632
CALABAR_1699326900_GEN-00980B76_GRID-00980A9C,2023-11-07 03:15:00,2023-11-07 03:30:00,1699326900,56,36.86,0.0,0.0,14818.61,13697.34,-14818.61,-13697.34,0.005,0.741
CALABAR_1699327800_GEN-00980B76_GRID-00980A9C,2023-11-07 03:30:00,2023-11-07 03:45:00,1699327800,56,36.86,0.0,0.0,14818.61,13697.34,-14818.61,-13697.34,0.005,0.793
CALABAR_1699328700_GEN-00980B76_GRID-00980A9C,2023-11-07 03:45:00,2023-11-07 04:00:00,1699328700,56,36.86,0.0,0.0,14818.61,13697.34,-14818.61,-13697.34,0.006,0.924
CALABAR_1699329600_GEN-00980B76_GRID-00980A9C,2023-11-07 04:00:00,2023-11-07 04:15:00,1699329600,56,36.58,0.0,0.19,14818.61,13697.44,-14818.61,-13697.44,0.112,0.518
CALABAR_1699330500_GEN-00980B76_GRID-00980A9C,2023-11-07 04:15:00,2023-11-07 04:30:00,1699330500,56,35.83,0.0,0.74,14818.61,13697.69,-14818.61,-13697.69,0.428,0.0
CALABAR_1699331400_GEN-00980B76_GRID-00980A9C,2023-11-07 04:30:00,2023-11-07 04:45:00,1699331400,56,35.27,0.0,0.54,14818.61,13697.94,-14818.61,-13697.94,0.314,0.0
CALABAR_1699332300_GEN-00980B76_GRID-00980A9C,2023-11-07 04:45:00,2023-11-07 05:00:00,1699332300,56,34.62,0.0,0.74,14818.61,13698.19,-14818.61,-13698.19,0.343,0.0
CALABAR_1699333200_GEN-00980B76_GRID-00980A9C,2023-11-07 05:00:00,2023-11-07 05:15:00,1699333200,56,33.87,0.0,0.74,14818.61,13698.44,-14818.61,-13698.44,0.445,0.0
CALABAR_1699334100_GEN-00980B76_GRID-00980A9C,2023-11-07 05:15:00,2023-11-07 05:30:00,1699334100,56,32.94,0.0,0.83,14818.61,13698.69,-14818.61,-13698.69,0.626,0.0
CALABAR_1699335000_GEN-00980B76_GRID-00980A9C,2023-11-07 05:30:00,2023-11-07 05:45:00,1699335000,56,32.1,0.0,0.83,14818.61,13698.94,-14818.61,-13698.94,0.673,0.0
CALABAR_1699335900_GEN-00980B76_GRID-00980A9C,2023-11-07 05:45:00,2023-11-07 06:00:00,1699335900,56,31.26,0.0,0.82,14818.61,13699.19,-14818.61,-13699.19,0.579,0.0
CALABAR_1699336800_GEN-00980B76_GRID-00980A9C,2023-11-07 06:00:00,2023-11-07 06:15:00,1699336800,56,30.61,0.0,0.65,14818.61,13699.44,-14818.61,-13699.44,0.366,0.0
CALABAR_1699337700_GEN-00980B76_GRID-00980A9C,2023-11-07 06:15:00,2023-11-07 06:30:00,1699337700,56,30.14,0.0,0.56,14818.73,13699.57,-14818.73,-13699.57,0.334,0.0
CALABAR_1699338600_GEN-00980B76_GRID-00980A9C,2023-11-07 06:30:00,2023-11-07 06:45:00,1699338600,55.49,30.14,0.43,0.0,14818.98,13699.57,-14818.98,-13699.57,0.422,0.0
CALABAR_1699339500_GEN-00980B76_GRID-00980A9C,2023-11-07 06:45:00,2023-11-07 07:00:00,1699339500,54.97,30.14,0.6,0.0,14819.23,13699.57,-14819.23,-13699.57,0.723,0.0
CALABAR_1699340400_GEN-00980B76_GRID-00980A9C,2023-11-07 07:00:00,2023-11-07 07:15:00,1699340400,53.94,30.14,0.93,0.0,14819.48,13699.57,-14819.48,-13699.57,1.177,0.0
CALABAR_1699341300_GEN-00980B76_GRID-00980A9C,2023-11-07 07:15:00,2023-11-07 07:30:00,1699341300,52.91,30.14,1.02,0.0,14819.73,13699.57,-14819.73,-13699.57,1.358,0.0
CALABAR_1699342200_GEN-00980B76_GRID-00980A9C,2023-11-07 07:30:00,2023-11-07 07:45:00,1699342200,52.14,30.14,0.86,0.0,14819.97,13699.57,-14819.97,-13699.57,1.254,0.0
CALABAR_1699343100_GEN-00980B76_GRID-00980A9C,2023-11-07 07:45:00,2023-11-07 08:00:00,1699343100,50.94,30.14,1.11,0.0,14820.22,13699.57,-14820.22,-13699.57,1.733,0.0
CALABAR_1699344000_GEN-00980B76_GRID-00980A9C,2023-11-07 08:00:00,2023-11-07 08:15:00,1699344000,49.91,30.14,1.12,0.0,14820.47,13699.57,-14820.47,-13699.57,1.659,0.0
CALABAR_1699344900_GEN-00980B76_GRID-00980A9C,2023-11-07 08:15:00,2023-11-07 08:30:00,1699344900,48.8,30.14,1.11,0.0,14820.72,13699.57,-14820.72,-13699.57,1.825,0.0
CALABAR_1699345800_GEN-00980B76_GRID-00980A9C,2023-11-07 08:30:00,2023-11-07 08:45:00,1699345800,47.77,30.14,1.02,0.0,14820.98,13699.57,-14820.98,-13699.57,1.621,0.0
CALABAR_1699346700_GEN-00980B76_GRID-00980A9C,2023-11-07 08:45:00,2023-11-07 09:00:00,1699346700,46.74,30.14,0.94,0.0,14821.19,13699.57,-14821.19,-13699.57,1.498,0.0
CALABAR_1699347600_GEN-00980B76_GRID-00980A9C,2023-11-07 09:00:00,2023-11-07 09:15:00,1699347600,45.62,30.14,1.2,0.0,14821.45,13699.57,-14821.45,-13699.57,1.494,0.0
CALABAR_1699348500_GEN-00980B76_GRID-00980A9C,2023-11-07 09:15:00,2023-11-07 09:30:00,1699348500,44.68,30.14,0.93,0.0,14821.68,13699.57,-14821.68,-13699.57,1.401,0.0
CALABAR_1699349400_GEN-00980B76_GRID-00980A9C,2023-11-07 09:30:00,2023-11-07 09:45:00,1699349400,43.65,30.14,1.03,0.0,14821.93,13699.57,-14821.93,-13699.57,1.447,0.0
CALABAR_1699350300_GEN-00980B76_GRID-00980A9C,2023-11-07 09:45:00,2023-11-07 10:00:00,1699350300,42.71,30.14,0.85,0.0,14822.18,13699.57,-14822.18,-13699.57,1.415,0.0
CALABAR_1699351200_GEN-00980B76_GRID-00980A9C,2023-11-07 10:00:00,2023-11-07 10:15:00,1699351200,41.51,30.14,1.20,0.0,14822.43,13699.57,-14822.43,-13699.57,1.665,0.0
CALABAR_1699352100_GEN-00980B76_GRID-00980A9C,2023-11-07 10:15:00,2023-11-07 10:30:00,1699352100,40.48,30.14,1.02,0.0,14822.68,13699.57,-14822.68,-13699.57,1.377,0.0
CALABAR_1699353000_GEN-00980B76_GRID-00980A9C,2023-11-07 10:30:00,2023-11-07 10:45:00,1699353000,39.53,30.14,0.93,0.0,14822.93,13699.57,-14822.93,-13699.57,1.502,0.0
CALABAR_1699353900_GEN-00980B76_GRID-00980A9C,2023-11-07 10:45:00,2023-11-07 11:00:00,1699353900,38.5,30.14,1.11,0.0,14823.18,13699.57,-14823.18,-13699.57,1.451,0.0
CALABAR_1699354800_GEN-00980B76_GRID-00980A9C,2023-11-07 11:00:00,2023-11-07 11:15:00,1699354800,37.47,30.14,1.02,0.0,14823.43,13699.57,-14823.43,-13699.57,1.423,0.0
CALABAR_1699355700_GEN-00980B76_GRID-00980A9C,2023-11-07 11:15:00,2023-11-07 11:30:00,1699355700,36.36,30.14,0.93,0.0,14823.68,13699.57,-14823.68,-13699.57,1.447,0.0
CALABAR_1699356600_GEN-00980B76_GRID-00980A9C,2023-11-07 11:30:00,2023-11-07 11:45:00,1699356600,35.42,30.14,0.93,0.0,14823.93,13699.57,-14823.93,-13699.57,1.659,0.0
CALABAR_1699357500_GEN-00980B76_GRID-00980A9C,2023-11-07 11:45:00,2023-11-07 12:00:00,1699357500,34.39,30.14,1.2,0.0,14824.18,13699.57,-14824.18,-13699.57,1.484,0.0
CALABAR_1699358400_GEN-00980B76_GRID-00980A9C,2023-11-07 12:00:00,2023-11-07 12:15:00,1699358400,33.44,30.14,0.85,0.0,14824.42,13699.57,-14824.42,-13699.57,1.399,0.0
CALABAR_1699359300_GEN-00980B76_GRID-00980A9C,2023-11-07 12:15:00,2023-11-07 12:30:00,1699359300,32.33,30.14,1.11,0.0,14824.67,13699.57,-14824.67,-13699.57,1.553,0.0
CALABAR_1699360200_GEN-00980B76_GRID-00980A9C,2023-11-07 12:30:00,2023-11-07 12:45:00,1699360200,31.3,30.14,1.01,0.0,14824.92,13699.57,-14824.92,-13699.57,1.451,0.0
CALABAR_1699361100_GEN-00980B76_GRID-00980A9C,2023-11-07 12:45:00,2023-11-07 13:00:00,1699361100,30.27,30.14,1.12,0.0,14825.17,13699.57,-14825.17,-13699.57,1.529,0.0
CALABAR_1699362000_GEN-00980B76_GRID-00980A9C,2023-11-07 13:00:00,2023-11-07 13:15:00,1699362000,29.24,30.14,0.93,0.0,14825.42,13699.57,-14825.42,-13699.57,1.65,0.0
CALABAR_1699362900_GEN-00980B76_GRID-00980A9C,2023-11-07 13:15:00,2023-11-07 13:30:00,1699362900,28.21,30.14,1.11,0.0,14825.67,13699.57,-14825.67,-13699.57,1.701,0.0
