key,start,end,epoch,tankl1,tankl2,deltal1,deltal2,hrs1,hrs2,deltahrs1,deltahrs2,kwh
UNHCR_OGOJA_OFFICE_DG1_and_DG2_1693789200,2023-09-04 00:00:00,2023-09-04 00:15:00,1693785600,105.86,188.92,0,0,19156.11,8454.7,0.0,0.0,1.518
UNHCR_OGOJA_OFFICE_DG1_and_DG2_1693790100,2023-09-04 00:15:00,2023-09-04 00:30:00,1693786500,103.69,188.92,1.80,0.0,19156.11,8454.7,0.0,0.0,1.506
UNHCR_OGOJA_OFFICE_DG1_and_DG2_1693791000,2023-09-04 00:30:00,2023-09-04 00:45:00,1693787400,102.96,188.92,0.73,0.0,19156.11,8454.7,0.0,0.0,1.516
UNHCR_OGOJA_OFFICE_DG1_and_DG2_1693791900,2023-09-04 00:45:00,2023-09-04 01:00:00,1693788300,101.51,188.92,1.80,0.0,19156.11,8454.7,0.0,0.0,1.53
UNHCR_OGOJA_OFFICE_DG1_and_DG2_1693792800,2023-09-04 01:00:00,2023-09-04 01:15:00,1693789200,100.06,188.92,1.44,0.0,19156.11,8454.7,0.0,0.0,1.495
UNHCR_OGOJA_OFFICE_DG1_and_DG2_1693793700,2023-09-04 01:15:00,2023-09-04 01:30:00,1693790100,98.97,188.92,1.08,0.0,19156.11,8454.7,0.0,0.0,1.428
UNHCR_OGOJA_OFFICE_DG1_and_DG2_1693794600,2023-09-04 01:30:00,2023-09-04 01:45:00,1693791000,97.52,188.92,1.44,0.0,19156.11,8454.7,0.0,0.0,1.513
UNHCR_OGOJA_OFFICE_DG1_and_DG2_1693795500,2023-09-04 01:45:00,2023-09-04 02:00:00,1693791900,96.06,188.92,1.46,0.0,19156.11,8454.7,0.0,0.0,1.484
UNHCR_OGOJA_OFFICE_DG1_and_DG2_1693796400,2023-09-04 02:00:00,2023-09-04 02:15:00,1693792800,94.61,188.92,1.45,0.0,19156.11,8454.7,0.0,0.0,1.457
UNHCR_OGOJA_OFFICE_DG1_and_DG2_1693797300,2023-09-04 02:15:00,2023-09-04 02:30:00,1693793700,93.16,188.92,1.44,0.0,19156.11,8454.7,0.0,0.0,1.449
UNHCR_OGOJA_OFFICE_DG1_and_DG2_1693798200,2023-09-04 02:30:00,2023-09-04 02:45:00,1693794600,92.44,188.92,0.72,0.0,19156.11,8454.7,0.0,0.0,1.442
UNHCR_OGOJA_OFFICE_DG1_and_DG2_1693799100,2023-09-04 02:45:00,2023-09-04 03:00:00,1693795500,90.98,188.92,1.46,0.0,19156.11,8454.7,0.0,0.0,1.476
UNHCR_OGOJA_OFFICE_DG1_and_DG2_1693800000,2023-09-04 03:00:00,2023-09-04 03:15:00,1693796400,89.9,188.92,1.08,0.0,19156.11,8454.7,0.0,0.0,1.424
UNHCR_OGOJA_OFFICE_DG1_and_DG2_1693800900,2023-09-04 03:15:00,2023-09-04 03:30:00,1693797300,88.81,188.92,1.08,0.0,19156.11,8454.7,0.0,0.0,1.452
UNHCR_OGOJA_OFFICE_DG1_and_DG2_1693801800,2023-09-04 03:30:00,2023-09-04 03:45:00,1693798200,87.35,188.92,1.46,0.0,19156.11,8454.7,0.0,0.0,1.346
UNHCR_OGOJA_OFFICE_DG1_and_DG2_1693802700,2023-09-04 03:45:00,2023-09-04 04:00:00,1693799100,85.9,188.92,1.45,0.0,19156.11,8454.7,0.0,0.0,1.456
UNHCR_OGOJA_OFFICE_DG1_and_DG2_1693803600,2023-09-04 04:00:00,2023-09-04 04:15:00,1693800000,84.81,188.92,1.08,0.0,19156.11,8454.7,0.0,0.0,1.453
UNHCR_OGOJA_OFFICE_DG1_and_DG2_1693804500,2023-09-04 04:15:00,2023-09-04 04:30:00,1693800900,83.0,188.92,1.45,0.0,19156.11,8454.7,0.0,0.0,1.401
UNHCR_OGOJA_OFFICE_DG1_and_DG2_1693805400,2023-09-04 04:30:00,2023-09-04 04:45:00,1693801800,81.91,188.92,1.08,0.0,19156.11,8454.7,0.0,0.0,1.428
UNHCR_OGOJA_OFFICE_DG1_and_DG2_1693806300,2023-09-04 04:45:00,2023-09-04 05:00:00,1693802700,81.19,188.92,1.08,0.0,19156.11,8454.7,0.0,0.0,1.396
UNHCR_OGOJA_OFFICE_DG1_and_DG2_1693807200,2023-09-04 05:00:00,2023-09-04 05:15:00,1693803600,80.1,188.92,1.08,0.0,19156.11,8454.7,0.0,0.0,1.37
UNHCR_OGOJA_OFFICE_DG1_and_DG2_1693808100,2023-09-04 05:15:00,2023-09-04 05:30:00,1693804500,78.65,188.92,1.44,0.0,19156.11,8454.7,0.0,0.0,1.846
UNHCR_OGOJA_OFFICE_DG1_and_DG2_1693809000,2023-09-04 05:30:00,2023-09-04 05:45:00,1693805400,77.19,188.92,1.46,0.0,19156.11,8454.7,0.0,0.0,2.078
UNHCR_OGOJA_OFFICE_DG1_and_DG2_1693809900,2023-09-04 05:45:00,2023-09-04 06:00:00,1693806300,189.33,188.92,0.72,0.0,19156.11,8454.7,0.0,0.0,2.638
UNHCR_OGOJA_OFFICE_DG1_and_DG2_1693810800,2023-09-04 06:00:00,2023-09-04 06:15:00,1693807200,194.77,186.85,1.46,2.07,19156.11,8454.7,0.0,0.0,2.86
UNHCR_OGOJA_OFFICE_DG1_and_DG2_1693811700,2023-09-04 06:15:00,2023-09-04 06:30:00,1693808100,194.77,184.77,0.0,1.73,19156.11,8454.7,0.0,0.0,3.524
UNHCR_OGOJA_OFFICE_DG1_and_DG2_1693812600,2023-09-04 06:30:00,2023-09-04 06:45:00,1693809000,194.77,182.69,0.0,2.08,19156.11,8454.7,0.0,0.0,3.848
UNHCR_OGOJA_OFFICE_DG1_and_DG2_1693813500,2023-09-04 06:45:00,2023-09-04 07:00:00,1693809900,194.77,180.96,0.0,2.08,19156.11,8454.7,0.0,0.0,4.732
UNHCR_OGOJA_OFFICE_DG1_and_DG2_1693814400,2023-09-04 07:00:00,2023-09-04 07:15:00,1693810800,194.77,177.85,0.0,3.11,19156.11,8454.92,0.0,-0.21999999999934516,5.01
UNHCR_OGOJA_OFFICE_DG1_and_DG2_1693815300,2023-09-04 07:15:00,2023-09-04 07:30:00,1693811700,194.77,175.77,0.0,2.08,19156.11,8455.17,0.0,-0.46999999999934516,5.069
UNHCR_OGOJA_OFFICE_DG1_and_DG2_1693816200,2023-09-04 07:30:00,2023-09-04 07:45:00,1693812600,194.77,173.0,0.0,2.42,19156.11,8455.42,0.0,-0.7199999999993452,5.769
UNHCR_OGOJA_OFFICE_DG1_and_DG2_1693817100,2023-09-04 07:45:00,2023-09-04 08:00:00,1693813500,194.77,171.96,0.0,1.39,19156.11,8455.67,0.0,-0.9699999999993452,6.765
UNHCR_OGOJA_OFFICE_DG1_and_DG2_1693818000,2023-09-04 08:00:00,2023-09-04 08:15:00,1693814400,194.77,168.15,0.0,3.46,19156.11,8455.92,0.0,-1.2199999999993452,6.937
UNHCR_OGOJA_OFFICE_DG1_and_DG2_1693818900,2023-09-04 08:15:00,2023-09-04 08:30:00,1693815300,194.77,165.73,0.0,2.42,19156.11,8456.17,0.0,-1.4699999999993452,6.899
UNHCR_OGOJA_OFFICE_DG1_and_DG2_1693819800,2023-09-04 08:30:00,2023-09-04 08:45:00,1693816200,194.77,162.27,0.0,3.46,19156.11,8456.42,0.0,-1.7199999999993452,6.549
UNHCR_OGOJA_OFFICE_DG1_and_DG2_1693820700,2023-09-04 08:45:00,2023-09-04 09:00:00,1693817100,194.77,159.5,0.0,2.77,19156.11,8456.67,0.0,-1.9699999999993452,6.386
UNHCR_OGOJA_OFFICE_DG1_and_DG2_1693821600,2023-09-04 09:00:00,2023-09-04 09:15:00,1693818000,194.77,157.42,0.0,2.43,19156.11,8456.92,0.0,-2.219999999999345,4.452
UNHCR_OGOJA_OFFICE_DG1_and_DG2_1693822500,2023-09-04 09:15:00,2023-09-04 09:30:00,1693818900,194.77,154.65,0.0,2.77,19156.11,8457.17,0.0,-2.469999999999345,0.0
UNHCR_OGOJA_OFFICE_DG1_and_DG2_1693823400,2023-09-04 09:30:00,2023-09-04 09:45:00,1693819800,194.77,152.23,0.0,2.07,19156.11,8457.42,0.0,-2.719999999999345,0.0
UNHCR_OGOJA_OFFICE_DG1_and_DG2_1693824300,2023-09-04 09:45:00,2023-09-04 10:00:00,1693820700,194.77,149.46,0.0,2.77,19156.11,8457.67,0.0,-2.969999999999345,0.0
UNHCR_OGOJA_OFFICE_DG1_and_DG2_1693825200,2023-09-04 10:00:00,2023-09-04 10:15:00,1693821600,194.77,147.38,0.0,2.43,19156.11,8457.92,0.0,-3.219999999999345,0.0
UNHCR_OGOJA_OFFICE_DG1_and_DG2_1693826100,2023-09-04 10:15:00,2023-09-04 10:30:00,1693822500,194.77,145.31,0.0,1.73,19156.11,8458.17,0.0,-3.469999999999345,0.0
