key,start,end,epoch,tankl1,tankl2,deltal1,deltal2,hrs1,hrs2,deltahrs1,deltahrs2,kwh
ABUJA_OFFICE_DG1_and_DG2_1693789200,2023-09-04 00:00:00,2023-09-04 00:15:00,1693785600,126.63,173.06,0,0,8457.0,8427.0,0.0,0.0,2.42
ABUJA_OFFICE_DG1_and_DG2_1693790100,2023-09-04 00:15:00,2023-09-04 00:30:00,1693786500,126.63,171.54,0.0,1.52,8457.0,8427.0,0.0,0.0,2.453
ABUJA_OFFICE_DG1_and_DG2_1693791000,2023-09-04 00:30:00,2023-09-04 00:45:00,1693787400,126.63,169.95,0.0,1.55,8457.0,8427.0,0.0,0.0,2.453
ABUJA_OFFICE_DG1_and_DG2_1693791900,2023-09-04 00:45:00,2023-09-04 01:00:00,1693788300,126.63,168.63,0.0,1.31,8457.0,8427.0,0.0,0.0,2.436
ABUJA_OFFICE_DG1_and_DG2_1693792800,2023-09-04 01:00:00,2023-09-04 01:15:00,1693789200,126.63,167.0,0.0,1.67,8457.0,8427.0,0.0,0.0,2.595
ABUJA_OFFICE_DG1_and_DG2_1693793700,2023-09-04 01:15:00,2023-09-04 01:30:00,1693790100,126.63,165.57,0.0,1.12,8457.0,8427.0,0.0,0.0,2.514
ABUJA_OFFICE_DG1_and_DG2_1693794600,2023-09-04 01:30:00,2023-09-04 01:45:00,1693791000,126.63,163.89,0.0,1.95,8457.0,8427.0,0.0,0.0,2.53
ABUJA_OFFICE_DG1_and_DG2_1693795500,2023-09-04 01:45:00,2023-09-04 02:00:00,1693791900,126.63,162.78,0.0,0.87,8457.0,8427.0,0.0,0.0,2.549
ABUJA_OFFICE_DG1_and_DG2_1693796400,2023-09-04 02:00:00,2023-09-04 02:15:00,1693792800,126.63,161.34,0.0,1.68,8457.0,8427.0,0.0,0.0,2.788
ABUJA_OFFICE_DG1_and_DG2_1693797300,2023-09-04 02:15:00,2023-09-04 02:30:00,1693793700,126.63,159.87,0.0,1.51,8457.0,8427.0,0.0,0.0,2.465
ABUJA_OFFICE_DG1_and_DG2_1693798200,2023-09-04 02:30:00,2023-09-04 02:45:00,1693794600,126.63,158.12,0.0,1.59,8457.0,8427.0,0.0,0.0,2.501
ABUJA_OFFICE_DG1_and_DG2_1693799100,2023-09-04 02:45:00,2023-09-04 03:00:00,1693795500,126.63,156.72,0.0,1.03,8457.0,8427.0,0.0,0.0,2.461
ABUJA_OFFICE_DG1_and_DG2_1693800000,2023-09-04 03:00:00,2023-09-04 03:15:00,1693796400,126.63,155.45,0.0,1.60,8457.0,8427.0,0.0,0.0,2.535
ABUJA_OFFICE_DG1_and_DG2_1693800900,2023-09-04 03:15:00,2023-09-04 03:30:00,1693797300,126.63,153.77,0.0,1.79,8457.0,8427.0,0.0,0.0,2.5
ABUJA_OFFICE_DG1_and_DG2_1693801800,2023-09-04 03:30:00,2023-09-04 03:45:00,1693798200,126.63,152.66,0.0,1.19,8457.0,8427.0,0.0,0.0,2.529
ABUJA_OFFICE_DG1_and_DG2_1693802700,2023-09-04 03:45:00,2023-09-04 04:00:00,1693799100,126.63,151.26,0.0,1.24,8457.0,8427.0,0.0,0.0,2.48
ABUJA_OFFICE_DG1_and_DG2_1693803600,2023-09-04 04:00:00,2023-09-04 04:15:00,1693800000,126.63,149.95,0.0,1.31,8457.0,8427.0,0.0,0.0,2.48
ABUJA_OFFICE_DG1_and_DG2_1693804500,2023-09-04 04:15:00,2023-09-04 04:30:00,1693800900,126.63,148.47,0.0,1.48,8457.0,8427.0,0.0,0.0,2.664
ABUJA_OFFICE_DG1_and_DG2_1693805400,2023-09-04 04:30:00,2023-09-04 04:45:00,1693801800,126.63,146.52,0.0,1.86,8457.0,8427.0,0.0,0.0,2.488
