key,start,end,epoch,tankl1,tankl2,deltal1,deltal2,hrs1,hrs2,deltahrs1,deltahrs2,GB1_kwh,GB2_kwh
CALABAR_BASE_TANK_1694566800,2023-09-13 00:00:00,2023-09-13 00:15:00,1694563200,38.85,80.87,0.0,0.0,50.38,103.38,-1.3100000000000023,0.0,0.0,0.118
CALABAR_BASE_TANK_1694567700,2023-09-13 00:15:00,2023-09-13 00:30:00,1694564100,38.85,80.87,0.0,0.0,50.38,103.38,-1.3100000000000023,0.0,0.0,0.156
CALABAR_BASE_TANK_1694568600,2023-09-13 00:30:00,2023-09-13 00:45:00,1694565000,38.85,80.87,0.0,0.0,50.38,103.38,-1.3100000000000023,0.0,0.0,0.116
CALABAR_BASE_TANK_1694569500,2023-09-13 00:45:00,2023-09-13 01:00:00,1694565900,38.85,80.87,0.0,0.0,50.38,103.38,-1.3100000000000023,0.0,0.0,0.125
CALABAR_BASE_TANK_1694570400,2023-09-13 01:00:00,2023-09-13 01:15:00,1694566800,38.85,80.87,0.0,0.0,50.38,103.38,-1.3100000000000023,0.0,0.0,0.125
CALABAR_BASE_TANK_1694571300,2023-09-13 01:15:00,2023-09-13 01:30:00,1694567700,38.85,80.87,0.0,0.0,50.38,103.38,-1.3100000000000023,0.0,0.0,0.123
CALABAR_BASE_TANK_1694572200,2023-09-13 01:30:00,2023-09-13 01:45:00,1694568600,38.85,80.87,0,0,50.38,103.38,-1.3100000000000023,0.0,0.0,0.096
CALABAR_BASE_TANK_1694573100,2023-09-13 01:45:00,2023-09-13 02:00:00,1694569500,38.85,80.87,0.0,0.0,50.38,103.38,-1.3100000000000023,0.0,0.0,0.119
CALABAR_BASE_TANK_1694574000,2023-09-13 02:00:00,2023-09-13 02:15:00,1694570400,38.85,80.87,0.0,0.0,50.38,103.38,-1.3100000000000023,0.0,0.0,0.115
CALABAR_BASE_TANK_1694574900,2023-09-13 02:15:00,2023-09-13 02:30:00,1694571300,38.85,80.87,0,0,50.38,103.38,-1.3100000000000023,0.0,0.0,0.096
CALABAR_BASE_TANK_1694575800,2023-09-13 02:30:00,2023-09-13 02:45:00,1694572200,38.85,80.87,0.0,0.0,50.38,103.38,-1.3100000000000023,0.0,0.0,0.143
CALABAR_BASE_TANK_1694576700,2023-09-13 02:45:00,2023-09-13 03:00:00,1694573100,38.85,80.87,0.0,0.0,50.38,103.38,-1.3100000000000023,0.0,0.0,0.123
CALABAR_BASE_TANK_1694577600,2023-09-13 03:00:00,2023-09-13 03:15:00,1694574000,38.85,80.87,0.0,0.0,50.38,103.38,-1.3100000000000023,0.0,0.0,0.102
CALABAR_BASE_TANK_1694578500,2023-09-13 03:15:00,2023-09-13 03:30:00,1694574900,38.85,80.87,0.0,0.0,50.38,103.38,-1.3100000000000023,0.0,0.0,0.146
CALABAR_BASE_TANK_1694579400,2023-09-13 03:30:00,2023-09-13 03:45:00,1694575800,38.85,80.87,0.0,0.0,50.38,103.38,-1.3100000000000023,0.0,0.0,0.115
CALABAR_BASE_TANK_1694580300,2023-09-13 03:45:00,2023-09-13 04:00:00,1694576700,38.85,80.87,0.0,0.0,50.38,103.38,-1.3100000000000023,0.0,0.0,0.11
CALABAR_BASE_TANK_1694581200,2023-09-13 04:00:00,2023-09-13 04:15:00,1694577600,38.85,80.87,0.0,0.0,50.38,103.38,-1.3100000000000023,0.0,0.0,0.145
CALABAR_BASE_TANK_1694582100,2023-09-13 04:15:00,2023-09-13 04:30:00,1694578500,38.85,80.87,0.0,0.0,50.38,103.38,-1.3100000000000023,0.0,0.0,0.108
CALABAR_BASE_TANK_1694583000,2023-09-13 04:30:00,2023-09-13 04:45:00,1694579400,38.85,80.87,0.0,0.0,50.38,103.38,-1.3100000000000023,0.0,0.0,0.107
CALABAR_BASE_TANK_1694583900,2023-09-13 04:45:00,2023-09-13 05:00:00,1694580300,38.85,80.87,0.0,0.0,50.38,103.38,-1.3100000000000023,0.0,0.0,0.368
CALABAR_BASE_TANK_1694584800,2023-09-13 05:00:00,2023-09-13 05:15:00,1694581200,38.85,80.87,0.0,0.0,50.38,103.38,-1.3100000000000023,0.0,0.0,0.495
CALABAR_BASE_TANK_1694585700,2023-09-13 05:15:00,2023-09-13 05:30:00,1694582100,38.42,80.87,0.35,0.0,50.6,103.38,-1.5300000000000011,0.0,0.073,0.091
CALABAR_BASE_TANK_1694586600,2023-09-13 05:30:00,2023-09-13 05:45:00,1694583000,37.82,80.87,0,0,50.85,103.38,-1.7800000000000011,0.0,0.083,0.0
