key,start,end,epoch,tankl1,tankl2,deltal1,deltal2,hrs1,hrs2,deltahrs1,deltahrs2,kwh
TARABA_DG1_And_DG2_1693702800,2023-09-03 00:00:00,2023-09-03 00:15:00,1693699200,77.25,128.97,0,0,6926.25,6525.1,0.0,0.0,0.0
TARABA_DG1_And_DG2_1693703700,2023-09-03 00:15:00,2023-09-03 00:30:00,1693700100,77.25,127.09,0.0,1.88,6926.5,6525.1,-0.25,0.0,0.0
TARABA_DG1_And_DG2_1693704600,2023-09-03 00:30:00,2023-09-03 00:45:00,1693701000,77.25,125.58,0.0,1.50,6926.75,6525.1,-0.5,0.0,0.0
TARABA_DG1_And_DG2_1693705500,2023-09-03 00:45:00,2023-09-03 01:00:00,1693701900,77.25,123.7,0.0,1.88,6927.0,6525.1,-0.75,0.0,0.0
TARABA_DG1_And_DG2_1693706400,2023-09-03 01:00:00,2023-09-03 01:15:00,1693702800,77.25,123.33,0.0,0.37,6927.25,6525.1,-1.0,0.0,0.0
TARABA_DG1_And_DG2_1693707300,2023-09-03 01:15:00,2023-09-03 01:30:00,1693703700,77.25,121.07,0.0,2.26,6927.5,6525.1,-1.25,0.0,0.0
TARABA_DG1_And_DG2_1693708200,2023-09-03 01:30:00,2023-09-03 01:45:00,1693704600,77.25,118.82,0.0,2.25,6927.75,6525.1,-1.5,0.0,0.0
TARABA_DG1_And_DG2_1693709100,2023-09-03 01:45:00,2023-09-03 02:00:00,1693705500,77.25,117.69,0.0,0.76,6928.0,6525.1,-1.75,0.0,0.0
TARABA_DG1_And_DG2_1693710000,2023-09-03 02:00:00,2023-09-03 02:15:00,1693706400,77.25,115.81,0.0,2.25,6928.25,6525.1,-2.0,0.0,0.0
TARABA_DG1_And_DG2_1693710900,2023-09-03 02:15:00,2023-09-03 02:30:00,1693707300,77.25,114.31,0.0,1.5,6928.5,6525.1,-2.25,0.0,0.0
TARABA_DG1_And_DG2_1693711800,2023-09-03 02:30:00,2023-09-03 02:45:00,1693708200,77.25,112.43,0.0,1.88,6928.76,6525.1,-2.5100000000002183,0.0,0.0
TARABA_DG1_And_DG2_1693712700,2023-09-03 02:45:00,2023-09-03 03:00:00,1693709100,77.25,110.92,0.0,1.51,6929.01,6525.1,-2.7600000000002183,0.0,0.0
TARABA_DG1_And_DG2_1693713600,2023-09-03 03:00:00,2023-09-03 03:15:00,1693710000,77.25,109.04,0.0,1.13,6929.26,6525.1,-3.0100000000002183,0.0,0.0
TARABA_DG1_And_DG2_1693714500,2023-09-03 03:15:00,2023-09-03 03:30:00,1693710900,77.25,107.54,0.0,2.25,6929.51,6525.1,-3.2600000000002183,0.0,0.0
TARABA_DG1_And_DG2_1693715400,2023-09-03 03:30:00,2023-09-03 03:45:00,1693711800,77.25,106.04,0.0,1.13,6929.76,6525.1,-3.5100000000002183,0.0,0.0
TARABA_DG1_And_DG2_1693716300,2023-09-03 03:45:00,2023-09-03 04:00:00,1693712700,77.25,103.03,0.0,2.63,6930.01,6525.1,-3.7600000000002183,0.0,0.0
TARABA_DG1_And_DG2_1693717200,2023-09-03 04:00:00,2023-09-03 04:15:00,1693713600,77.25,102.28,0.0,1.5,6930.26,6525.1,-4.010000000000218,0.0,0.0
TARABA_DG1_And_DG2_1693718100,2023-09-03 04:15:00,2023-09-03 04:30:00,1693714500,77.25,100.4,0.0,1.88,6930.51,6525.1,-4.260000000000218,0.0,0.0
TARABA_DG1_And_DG2_1693719000,2023-09-03 04:30:00,2023-09-03 04:45:00,1693715400,77.25,99.27,0.0,1.13,6930.75,6525.1,-4.5,0.0,0.0
TARABA_DG1_And_DG2_1693719900,2023-09-03 04:45:00,2023-09-03 05:00:00,1693716300,77.25,97.76,0.0,1.88,6931.0,6525.1,-4.75,0.0,0.0
TARABA_DG1_And_DG2_1693720800,2023-09-03 05:00:00,2023-09-03 05:15:00,1693717200,77.25,96.26,0.0,1.5,6931.25,6525.1,-5.0,0.0,0.0
TARABA_DG1_And_DG2_1693721700,2023-09-03 05:15:00,2023-09-03 05:30:00,1693718100,77.25,94.38,0.0,1.88,6931.5,6525.1,-5.25,0.0,0.0
TARABA_DG1_And_DG2_1693722600,2023-09-03 05:30:00,2023-09-03 05:45:00,1693719000,77.25,93.63,0.0,0.75,6931.53,6525.1,-5.279999999999745,0.0,0.0
TARABA_DG1_And_DG2_1693723500,2023-09-03 05:45:00,2023-09-03 06:00:00,1693719900,77.25,93.63,0.0,0.0,6931.53,6525.1,-5.279999999999745,0.0,0.0
TARABA_DG1_And_DG2_1693724400,2023-09-03 06:00:00,2023-09-03 06:15:00,1693720800,77.25,93.63,0.0,0.0,6931.53,6525.1,-5.279999999999745,0.0,0.0
TARABA_DG1_And_DG2_1693725300,2023-09-03 06:15:00,2023-09-03 06:30:00,1693721700,77.25,93.63,0.0,0.0,6931.53,6525.1,-5.279999999999745,0.0,0.0
TARABA_DG1_And_DG2_1693726200,2023-09-03 06:30:00,2023-09-03 06:45:00,1693722600,77.25,93.63,0.0,0.0,6931.53,6525.1,-5.279999999999745,0.0,0.0
TARABA_DG1_And_DG2_1693727100,2023-09-03 06:45:00,2023-09-03 07:00:00,1693723500,77.25,93.63,0.0,0.0,6931.53,6525.1,-5.279999999999745,0.0,0.0
TARABA_DG1_And_DG2_1693728000,2023-09-03 07:00:00,2023-09-03 07:15:00,1693724400,77.25,93.63,0.0,0.0,6931.53,6525.1,-5.279999999999745,0.0,0.0
TARABA_DG1_And_DG2_1693728900,2023-09-03 07:15:00,2023-09-03 07:30:00,1693725300,77.25,93.63,0.0,0.0,6931.53,6525.1,-5.279999999999745,0.0,0.0
TARABA_DG1_And_DG2_1693729800,2023-09-03 07:30:00,2023-09-03 07:45:00,1693726200,77.25,93.63,0.0,0.0,6931.53,6525.1,-5.279999999999745,0.0,0.0
TARABA_DG1_And_DG2_1693730700,2023-09-03 07:45:00,2023-09-03 08:00:00,1693727100,77.25,93.63,0.0,0.0,6931.53,6525.1,-5.279999999999745,0.0,0.0
TARABA_DG1_And_DG2_1693731600,2023-09-03 08:00:00,2023-09-03 08:15:00,1693728000,77.25,93.63,0.0,0.0,6931.53,6525.1,-5.279999999999745,0.0,0.0
TARABA_DG1_And_DG2_1693732500,2023-09-03 08:15:00,2023-09-03 08:30:00,1693728900,77.25,93.63,0.0,3.76,6931.75,6525.1,-5.5,0.0,0.0
TARABA_DG1_And_DG2_1693733400,2023-09-03 08:30:00,2023-09-03 08:45:00,1693729800,77.25,91.37,0.0,2.26,6932.0,6525.1,-5.75,0.0,0.0
TARABA_DG1_And_DG2_1693734300,2023-09-03 08:45:00,2023-09-03 09:00:00,1693730700,77.25,89.87,0.0,1.5,6932.25,6525.1,-6.0,0.0,0.0
TARABA_DG1_And_DG2_1693735200,2023-09-03 09:00:00,2023-09-03 09:15:00,1693731600,77.25,87.99,0.0,1.88,6932.48,6525.1,-6.229999999999563,0.0,0.0
TARABA_DG1_And_DG2_1693736100,2023-09-03 09:15:00,2023-09-03 09:30:00,1693732500,77.25,87.61,0.0,0.38,6932.48,6525.1,-6.229999999999563,0.0,0.0
TARABA_DG1_And_DG2_1693737000,2023-09-03 09:30:00,2023-09-03 09:45:00,1693733400,77.25,87.61,0.0,0.0,6932.48,6525.1,-6.229999999999563,0.0,0.0
TARABA_DG1_And_DG2_1693737900,2023-09-03 09:45:00,2023-09-03 10:00:00,1693734300,77.25,86.49,0.0,1.12,6932.73,6525.1,-6.479999999999563,0.0,0.0
TARABA_DG1_And_DG2_1693738800,2023-09-03 10:00:00,2023-09-03 10:15:00,1693735200,77.25,84.61,0.0,1.88,6932.98,6525.1,-6.729999999999563,0.0,0.0
TARABA_DG1_And_DG2_1693739700,2023-09-03 10:15:00,2023-09-03 10:30:00,1693736100,77.25,81.98,0.0,2.63,6933.23,6525.1,-6.979999999999563,0.0,0.0
TARABA_DG1_And_DG2_1693740600,2023-09-03 10:30:00,2023-09-03 10:45:00,1693737000,77.25,81.6,0.0,0.38,6933.38,6525.1,-7.130000000000109,0.0,0.0
TARABA_DG1_And_DG2_1693741500,2023-09-03 10:45:00,2023-09-03 11:00:00,1693737900,77.25,81.6,0.0,0.0,6933.38,6525.1,-7.130000000000109,0.0,0.0
TARABA_DG1_And_DG2_1693742400,2023-09-03 11:00:00,2023-09-03 11:15:00,1693738800,77.25,81.6,0.0,0.0,6933.38,6525.1,-7.130000000000109,0.0,0.0
TARABA_DG1_And_DG2_1693743300,2023-09-03 11:15:00,2023-09-03 11:30:00,1693739700,77.25,81.6,0.0,0.0,6933.38,6525.1,-7.130000000000109,0.0,0.0
TARABA_DG1_And_DG2_1693744200,2023-09-03 11:30:00,2023-09-03 11:45:00,1693740600,77.25,81.6,0.0,0.0,6933.38,6525.1,-7.130000000000109,0.0,0.0
TARABA_DG1_And_DG2_1693745100,2023-09-03 11:45:00,2023-09-03 12:00:00,1693741500,77.25,81.6,0.0,0.0,6933.38,6525.1,-7.130000000000109,0.0,0.0
TARABA_DG1_And_DG2_1693746000,2023-09-03 12:00:00,2023-09-03 12:15:00,1693742400,77.25,81.6,0.0,0.0,6933.38,6525.1,-7.130000000000109,0.0,0.0
TARABA_DG1_And_DG2_1693746900,2023-09-03 12:15:00,2023-09-03 12:30:00,1693743300,77.25,81.6,0.0,0.0,6933.38,6525.1,-7.130000000000109,0.0,0.0
TARABA_DG1_And_DG2_1693747800,2023-09-03 12:30:00,2023-09-03 12:45:00,1693744200,77.25,81.6,0.0,0.0,6933.38,6525.1,-7.130000000000109,0.0,0.0
TARABA_DG1_And_DG2_1693748700,2023-09-03 12:45:00,2023-09-03 13:00:00,1693745100,77.25,81.6,0.0,0.0,6933.38,6525.1,-7.130000000000109,0.0,0.0
TARABA_DG1_And_DG2_1693749600,2023-09-03 13:00:00,2023-09-03 13:15:00,1693746000,149.02,80.85,0.0,0.75,6933.53,6525.1,-7.279999999999745,0.0,0.0
TARABA_DG1_And_DG2_1693750500,2023-09-03 13:15:00,2023-09-03 13:30:00,1693746900,239.65,78.97,0.0,1.88,6933.78,6525.1,-7.529999999999745,0.0,0.0
TARABA_DG1_And_DG2_1693751400,2023-09-03 13:30:00,2023-09-03 13:45:00,1693747800,243.64,129.72,0.36,0.0,6934.03,6525.1,-7.779999999999745,0.0,0.0
TARABA_DG1_And_DG2_1693752300,2023-09-03 13:45:00,2023-09-03 14:00:00,1693748700,242.55,139.49,1.08,0.75,6934.28,6525.1,-8.029999999999745,0.0,0.0
TARABA_DG1_And_DG2_1693753200,2023-09-03 14:00:00,2023-09-03 14:15:00,1693749600,242.55,136.86,0.0,2.63,6934.53,6525.1,-8.279999999999745,0.0,0.0
TARABA_DG1_And_DG2_1693754100,2023-09-03 14:15:00,2023-09-03 14:30:00,1693750500,242.55,134.98,0.0,1.5,6934.78,6525.1,-8.529999999999745,0.0,0.0
TARABA_DG1_And_DG2_1693755000,2023-09-03 14:30:00,2023-09-03 14:45:00,1693751400,242.55,132.73,0.0,2.63,6935.03,6525.1,-8.779999999999745,0.0,0.0
TARABA_DG1_And_DG2_1693755900,2023-09-03 14:45:00,2023-09-03 15:00:00,1693752300,242.55,131.22,0.0,1.13,6935.28,6525.1,-9.029999999999745,0.0,0.0
