ts,wh,
1652292900,773,2022-05-11 18:15
1652293800,702,2022-05-11 18:30
1652294700,878,2022-05-11 18:45
1652295600,748,2022-05-11 19:00
1652296500,682,2022-05-11 19:15
1652297400,830,2022-05-11 19:30
1652298300,1043,2022-05-11 19:45
1652299200,949,2022-05-11 20:00
1652300100,864,2022-05-11 20:15
1652301000,936,2022-05-11 20:30
1652301900,889,2022-05-11 20:45
1652302800,772,2022-05-11 21:00
1652303700,987,2022-05-11 21:15
1652304600,1025,2022-05-11 21:30
1652305500,1112,2022-05-11 21:45
1652306400,969,2022-05-11 22:00
1652307300,905,2022-05-11 22:15
1652308200,1024,2022-05-11 22:30
1652309100,917,2022-05-11 22:45
1652310000,1044,2022-05-11 23:00
1652310900,1072,2022-05-11 23:15
1652311800,1239,2022-05-11 23:30
1652312700,1874,2022-05-11 23:45
1652313600,1736,2022-05-12 00:00
1652314500,1688,2022-05-12 00:15
1652315400,1386,2022-05-12 00:30
1652316300,1223,2022-05-12 00:45
1652317200,1191,2022-05-12 01:00
1652318100,1048,2022-05-12 01:15
1652319000,1053,2022-05-12 01:30
1652319900,889,2022-05-12 01:45
1652320800,924,2022-05-12 02:00
1652321700,932,2022-05-12 02:15
1652322600,1227,2022-05-12 02:30
1652323500,1661,2022-05-12 02:45
1652324400,1567,2022-05-12 03:00
1652325300,1392,2022-05-12 03:15
1652326200,1063,2022-05-12 03:30
1652327100,1381,2022-05-12 03:45
1652328000,1438,2022-05-12 04:00
1652328900,1973,2022-05-12 04:15
1652329800,1333,2022-05-12 04:30
1652330700,1023,2022-05-12 04:45
1652331600,1245,2022-05-12 05:00
1652332500,1039,2022-05-12 05:15
1652333400,916,2022-05-12 05:30
1652334300,815,2022-05-12 05:45
1652335200,883,2022-05-12 06:00
1652336100,697,2022-05-12 06:15
1652337000,848,2022-05-12 06:30
1652337900,1298,2022-05-12 06:45
1652338800,1130,2022-05-12 07:00
1652339700,983,2022-05-12 07:15
1652340600,1026,2022-05-12 07:30
1652341500,1183,2022-05-12 07:45
1652342400,1145,2022-05-12 08:00
1652343300,814,2022-05-12 08:15
1652344200,1606,2022-05-12 08:30
1652345100,1470,2022-05-12 08:45
1652346000,1550,2022-05-12 09:00
1652346900,1214,2022-05-12 09:15
1652347800,1249,2022-05-12 09:30
1652348700,1291,2022-05-12 09:45
1652349600,1399,2022-05-12 10:00
1652350500,1420,2022-05-12 10:15
1652351400,1609,2022-05-12 10:30
1652352300,1596,2022-05-12 10:45
1652353200,867,2022-05-12 11:00
1652354100,685,2022-05-12 11:15
1652355000,790,2022-05-12 11:30
1652355900,1038,2022-05-12 11:45
1652356800,1062,2022-05-12 12:00
1652357700,790,2022-05-12 12:15
1652358600,748,2022-05-12 12:30
1652359500,652,2022-05-12 12:45
1652360400,654,2022-05-12 13:00
1652361300,921,2022-05-12 13:15
1652362200,1026,2022-05-12 13:30
1652363100,918,2022-05-12 13:45
1652364000,968,2022-05-12 14:00
1652364900,947,2022-05-12 14:15
1652365800,783,2022-05-12 14:30
1652366700,855,2022-05-12 14:45
1652367600,998,2022-05-12 15:00
1652368500,1227,2022-05-12 15:15
1652369400,1145,2022-05-12 15:30
1652370300,1021,2022-05-12 15:45
1652371200,817,2022-05-12 16:00
1652372100,806,2022-05-12 16:15
1652373000,815,2022-05-12 16:30
1652373900,738,2022-05-12 16:45
1652374800,703,2022-05-12 17:00
1652375700,846,2022-05-12 17:15
1652376600,1121,2022-05-12 17:30
1652377500,1278,2022-05-12 17:45
1652378400,926,2022-05-12 18:00
1652379300,921,2022-05-12 18:15
1652380200,1357,2022-05-12 18:30
1652381100,971,2022-05-12 18:45
1652382000,1254,2022-05-12 19:00
1652382900,1307,2022-05-12 19:15
1652383800,1406,2022-05-12 19:30
1652384700,1301,2022-05-12 19:45
1652385600,1150,2022-05-12 20:00
1652386500,864,2022-05-12 20:15
1652387400,913,2022-05-12 20:30
1652388300,777,2022-05-12 20:45
1652389200,814,2022-05-12 21:00
1652390100,1000,2022-05-12 21:15
1652391000,946,2022-05-12 21:30
1652391900,955,2022-05-12 21:45
1652392800,1143,2022-05-12 22:00
1652393700,1004,2022-05-12 22:15
1652394600,1099,2022-05-12 22:30
1652395500,1021,2022-05-12 22:45
1652396400,1317,2022-05-12 23:00
1652397300,1380,2022-05-12 23:15
1652398200,1336,2022-05-12 23:30
1652399100,1719,2022-05-12 23:45
1652400000,1562,2022-05-13 00:00
1652400900,1390,2022-05-13 00:15
1652401800,1393,2022-05-13 00:30
1652402700,1382,2022-05-13 00:45
1652403600,1825,2022-05-13 01:00
1652404500,1899,2022-05-13 01:15
1652405400,2080,2022-05-13 01:30
1652406300,2129,2022-05-13 01:45
1652407200,1971,2022-05-13 02:00
1652408100,1411,2022-05-13 02:15
1652409000,1054,2022-05-13 02:30
1652409900,900,2022-05-13 02:45
1652410800,655,2022-05-13 03:00
1652411700,898,2022-05-13 03:15
1652412600,736,2022-05-13 03:30
1652413500,687,2022-05-13 03:45
1652414400,910,2022-05-13 04:00
1652415300,964,2022-05-13 04:15
1652416200,1187,2022-05-13 04:30
1652417100,1046,2022-05-13 04:45
1652418000,824,2022-05-13 05:00
1652418900,646,2022-05-13 05:15
1652419800,211,2022-05-13 05:30
1652420700,0,2022-05-13 05:45
1652421600,0,2022-05-13 06:00
1652422500,0,2022-05-13 06:15
1652423400,1135,2022-05-13 06:30
1652424300,1225,2022-05-13 06:45
1652425200,1047,2022-05-13 07:00
1652426100,1088,2022-05-13 07:15
1652427000,582,2022-05-13 07:30
1652427900,0,2022-05-13 07:45
1652428800,0,2022-05-13 08:00
1652429700,0,2022-05-13 08:15
1652430600,1446,2022-05-13 08:30
1652431500,1688,2022-05-13 08:45
1652432400,1382,2022-05-13 09:00
1652433300,1107,2022-05-13 09:15
1652434200,742,2022-05-13 09:30
1652435100,684,2022-05-13 09:45
1652436000,667,2022-05-13 10:00
1652436900,581,2022-05-13 10:15
1652437800,795,2022-05-13 10:30
1652438700,721,2022-05-13 10:45
1652439600,571,2022-05-13 11:00
1652440500,898,2022-05-13 11:15
1652441400,650,2022-05-13 11:30
1652442300,598,2022-05-13 11:45
1652443200,276,2022-05-13 12:00
1652444100,0,2022-05-13 12:15
1652445000,0,2022-05-13 12:30
1652445900,0,2022-05-13 12:45
1652446800,1454,2022-05-13 13:00
1652447700,1099,2022-05-13 13:15
1652448600,858,2022-05-13 13:30
1652449500,1093,2022-05-13 13:45
1652450400,737,2022-05-13 14:00
1652451300,584,2022-05-13 14:15
1652452200,716,2022-05-13 14:30
1652453100,860,2022-05-13 14:45
1652454000,1423,2022-05-13 15:00
1652454900,1173,2022-05-13 15:15
1652455800,1494,2022-05-13 15:30
1652456700,1260,2022-05-13 15:45
1652457600,1146,2022-05-13 16:00
1652458500,877,2022-05-13 16:15
1652459400,1053,2022-05-13 16:30
1652460300,979,2022-05-13 16:45
1652461200,848,2022-05-13 17:00
1652462100,1048,2022-05-13 17:15
1652463000,990,2022-05-13 17:30
1652463900,857,2022-05-13 17:45
1652464800,925,2022-05-13 18:00
1652465700,1136,2022-05-13 18:15
1652466600,1511,2022-05-13 18:30
1652467500,1178,2022-05-13 18:45
1652468400,1168,2022-05-13 19:00
1652469300,1441,2022-05-13 19:15
1652470200,1066,2022-05-13 19:30
1652471100,1302,2022-05-13 19:45
1652472000,1040,2022-05-13 20:00
1652472900,1290,2022-05-13 20:15
1652473800,1319,2022-05-13 20:30
1652474700,1120,2022-05-13 20:45
1652475600,910,2022-05-13 21:00
1652476500,940,2022-05-13 21:15
1652477400,988,2022-05-13 21:30
1652478300,946,2022-05-13 21:45
1652479200,992,2022-05-13 22:00
1652480100,1348,2022-05-13 22:15
1652481000,1465,2022-05-13 22:30
1652481900,1501,2022-05-13 22:45
1652482800,1727,2022-05-13 23:00
1652483700,1117,2022-05-13 23:15
1652484600,1221,2022-05-13 23:30
1652485500,1347,2022-05-13 23:45
1652486400,1200,2022-05-14 00:00
1652487300,974,2022-05-14 00:15
1652488200,1176,2022-05-14 00:30
1652489100,1116,2022-05-14 00:45
1652490000,1194,2022-05-14 01:00
1652490900,1103,2022-05-14 01:15
1652491800,858,2022-05-14 01:30
1652492700,1129,2022-05-14 01:45
1652493600,1460,2022-05-14 02:00
1652494500,1213,2022-05-14 02:15
1652495400,1134,2022-05-14 02:30
1652496300,790,2022-05-14 02:45
1652497200,754,2022-05-14 03:00
1652498100,996,2022-05-14 03:15
1652499000,1050,2022-05-14 03:30
1652499900,1022,2022-05-14 03:45
1652500800,894,2022-05-14 04:00
1652501700,838,2022-05-14 04:15
1652502600,900,2022-05-14 04:30
1652503500,1020,2022-05-14 04:45
1652504400,774,2022-05-14 05:00
1652505300,1312,2022-05-14 05:15
1652506200,740,2022-05-14 05:30
1652507100,0,2022-05-14 05:45
1652508000,0,2022-05-14 06:00
1652508900,0,2022-05-14 06:15
1652509800,1599,2022-05-14 06:30
1652510700,1224,2022-05-14 06:45
1652511600,1166,2022-05-14 07:00
1652512500,997,2022-05-14 07:15
1652513400,949,2022-05-14 07:30
1652514300,0,2022-05-14 07:45
1652515200,0,2022-05-14 08:00
1652516100,0,2022-05-14 08:15
1652517000,1335,2022-05-14 08:30
1652517900,1625,2022-05-14 08:45
1652518800,1537,2022-05-14 09:00
1652519700,994,2022-05-14 09:15
1652520600,905,2022-05-14 09:30
1652521500,813,2022-05-14 09:45
1652522400,997,2022-05-14 10:00
1652523300,885,2022-05-14 10:15
1652524200,1020,2022-05-14 10:30
1652525100,716,2022-05-14 10:45
1652526000,677,2022-05-14 11:00
1652526900,799,2022-05-14 11:15
1652527800,798,2022-05-14 11:30
1652528700,953,2022-05-14 11:45
1652529600,75,2022-05-14 12:00
1652530500,0,2022-05-14 12:15
1652531400,0,2022-05-14 12:30
1652532300,0,2022-05-14 12:45
1652533200,1231,2022-05-14 13:00
1652534100,1511,2022-05-14 13:15
1652535000,1788,2022-05-14 13:30
1652535900,1470,2022-05-14 13:45
1652536800,747,2022-05-14 14:00
1652537700,818,2022-05-14 14:15
1652538600,1069,2022-05-14 14:30
1652539500,1102,2022-05-14 14:45
1652540400,1593,2022-05-14 15:00
1652541300,1380,2022-05-14 15:15
1652542200,1261,2022-05-14 15:30
1652543100,871,2022-05-14 15:45
1652544000,714,2022-05-14 16:00
1652544900,815,2022-05-14 16:15
1652545800,687,2022-05-14 16:30
1652546700,1054,2022-05-14 16:45
1652547600,911,2022-05-14 17:00
1652548500,728,2022-05-14 17:15
1652549400,859,2022-05-14 17:30
1652550300,1142,2022-05-14 17:45
1652551200,1183,2022-05-14 18:00
1652552100,1162,2022-05-14 18:15
1652553000,1127,2022-05-14 18:30
1652553900,1145,2022-05-14 18:45
1652554800,1230,2022-05-14 19:00
1652555700,1484,2022-05-14 19:15
1652556600,1012,2022-05-14 19:30
1652557500,1063,2022-05-14 19:45
1652558400,1322,2022-05-14 20:00
1652559300,1138,2022-05-14 20:15
1652560200,1058,2022-05-14 20:30
1652561100,1165,2022-05-14 20:45
1652562000,1292,2022-05-14 21:00
1652562900,1184,2022-05-14 21:15
1652563800,1195,2022-05-14 21:30
1652564700,1393,2022-05-14 21:45
1652565600,1662,2022-05-14 22:00
1652566500,1785,2022-05-14 22:15
1652567400,1380,2022-05-14 22:30
1652568300,1251,2022-05-14 22:45
1652569200,1283,2022-05-14 23:00
1652570100,1177,2022-05-14 23:15
1652571000,1226,2022-05-14 23:30
1652571900,1650,2022-05-14 23:45
1652572800,1520,2022-05-15 00:00
1652573700,1463,2022-05-15 00:15
1652574600,1094,2022-05-15 00:30
1652575500,1237,2022-05-15 00:45
1652576400,1383,2022-05-15 01:00
1652577300,1148,2022-05-15 01:15
1652578200,1094,2022-05-15 01:30
1652579100,1175,2022-05-15 01:45
1652580000,1278,2022-05-15 02:00
1652580900,1110,2022-05-15 02:15
1652581800,1780,2022-05-15 02:30
1652582700,1779,2022-05-15 02:45
1652583600,1603,2022-05-15 03:00
1652584500,1610,2022-05-15 03:15
1652585400,1280,2022-05-15 03:30
1652586300,1252,2022-05-15 03:45
1652587200,1724,2022-05-15 04:00
1652588100,1801,2022-05-15 04:15
1652589000,1713,2022-05-15 04:30
1652589900,1181,2022-05-15 04:45
1652590800,1170,2022-05-15 05:00
1652591700,1166,2022-05-15 05:15
1652592600,1495,2022-05-15 05:30
1652593500,1395,2022-05-15 05:45
1652594400,1401,2022-05-15 06:00
1652595300,1309,2022-05-15 06:15
1652596200,1616,2022-05-15 06:30
1652597100,1207,2022-05-15 06:45
1652598000,1612,2022-05-15 07:00
1652598900,1541,2022-05-15 07:15
1652599800,1491,2022-05-15 07:30
1652600700,1011,2022-05-15 07:45
1652601600,987,2022-05-15 08:00
1652602500,1270,2022-05-15 08:15
1652603400,1373,2022-05-15 08:30
1652604300,1290,2022-05-15 08:45
1652605200,1075,2022-05-15 09:00
1652606100,1282,2022-05-15 09:15
1652607000,1489,2022-05-15 09:30
1652607900,1269,2022-05-15 09:45
1652608800,1114,2022-05-15 10:00
1652609700,1156,2022-05-15 10:15
1652610600,1130,2022-05-15 10:30
1652611500,1446,2022-05-15 10:45
1652612400,940,2022-05-15 11:00
1652613300,771,2022-05-15 11:15
1652614200,1168,2022-05-15 11:30
1652615100,1264,2022-05-15 11:45
1652616000,286,2022-05-15 12:00
1652616900,0,2022-05-15 12:15
1652617800,0,2022-05-15 12:30
1652618700,0,2022-05-15 12:45
1652619600,1600,2022-05-15 13:00
1652620500,1867,2022-05-15 13:15
1652621400,1583,2022-05-15 13:30
1652622300,895,2022-05-15 13:45
1652623200,788,2022-05-15 14:00
1652624100,670,2022-05-15 14:15
1652625000,751,2022-05-15 14:30
1652625900,1173,2022-05-15 14:45
1652626800,1484,2022-05-15 15:00
1652627700,1435,2022-05-15 15:15
1652628600,1321,2022-05-15 15:30
1652629500,1117,2022-05-15 15:45
1652630400,1225,2022-05-15 16:00
1652631300,782,2022-05-15 16:15
1652632200,929,2022-05-15 16:30
1652633100,919,2022-05-15 16:45
1652634000,1216,2022-05-15 17:00
1652634900,1123,2022-05-15 17:15
1652635800,1115,2022-05-15 17:30
1652636700,1286,2022-05-15 17:45
1652637600,1211,2022-05-15 18:00
1652638500,1100,2022-05-15 18:15
1652639400,1153,2022-05-15 18:30
1652640300,1303,2022-05-15 18:45
1652641200,1441,2022-05-15 19:00
1652642100,1282,2022-05-15 19:15
1652643000,1114,2022-05-15 19:30
1652643900,1355,2022-05-15 19:45
1652644800,1372,2022-05-15 20:00
1652645700,1485,2022-05-15 20:15
1652646600,1114,2022-05-15 20:30
1652647500,1142,2022-05-15 20:45
1652648400,1193,2022-05-15 21:00
1652649300,1214,2022-05-15 21:15
1652650200,1264,2022-05-15 21:30
1652651100,1246,2022-05-15 21:45
1652652000,1547,2022-05-15 22:00
1652652900,1215,2022-05-15 22:15
1652653800,1606,2022-05-15 22:30
1652654700,1685,2022-05-15 22:45
1652655600,1679,2022-05-15 23:00
1652656500,1637,2022-05-15 23:15
1652657400,1595,2022-05-15 23:30
1652658300,1495,2022-05-15 23:45
1652659200,1372,2022-05-16 00:00
1652660100,1392,2022-05-16 00:15
1652661000,1702,2022-05-16 00:30
1652661900,1351,2022-05-16 00:45
1652662800,973,2022-05-16 01:00
1652663700,1071,2022-05-16 01:15
1652664600,1001,2022-05-16 01:30
1652665500,1390,2022-05-16 01:45
1652666400,907,2022-05-16 02:00
1652667300,880,2022-05-16 02:15
1652668200,875,2022-05-16 02:30
1652669100,1751,2022-05-16 02:45
1652670000,1649,2022-05-16 03:00
1652670900,2033,2022-05-16 03:15
1652671800,1714,2022-05-16 03:30
1652672700,1754,2022-05-16 03:45
1652673600,1210,2022-05-16 04:00
1652674500,1330,2022-05-16 04:15
1652675400,1638,2022-05-16 04:30
1652676300,1326,2022-05-16 04:45
1652677200,1230,2022-05-16 05:00
1652678100,1043,2022-05-16 05:15
1652679000,1200,2022-05-16 05:30
1652679900,1384,2022-05-16 05:45
1652680800,1402,2022-05-16 06:00
1652681700,1018,2022-05-16 06:15
1652682600,1157,2022-05-16 06:30
1652683500,972,2022-05-16 06:45
1652684400,973,2022-05-16 07:00
1652685300,841,2022-05-16 07:15
1652686200,0,2022-05-16 07:30
1652687100,0,2022-05-16 07:45
1652688000,0,2022-05-16 08:00
1652688900,0,2022-05-16 08:15
1652689800,1592,2022-05-16 08:30
1652690700,1759,2022-05-16 08:45
1652691600,1978,2022-05-16 09:00
1652692500,1502,2022-05-16 09:15
1652693400,1405,2022-05-16 09:30
1652694300,1624,2022-05-16 09:45
1652695200,1748,2022-05-16 10:00
1652696100,1791,2022-05-16 10:15
1652697000,1251,2022-05-16 10:30
1652697900,807,2022-05-16 10:45
1652698800,1067,2022-05-16 11:00
1652699700,1046,2022-05-16 11:15
1652700600,1277,2022-05-16 11:30
1652701500,1299,2022-05-16 11:45
1652702400,0,2022-05-16 12:00
1652703300,0,2022-05-16 12:15
1652704200,0,2022-05-16 12:30
1652705100,132,2022-05-16 12:45
1652706000,2644,2022-05-16 13:00
1652706900,1956,2022-05-16 13:15
1652707800,1811,2022-05-16 13:30
1652708700,1295,2022-05-16 13:45
1652709600,1148,2022-05-16 14:00
1652710500,1205,2022-05-16 14:15
1652711400,1340,2022-05-16 14:30
1652712300,1396,2022-05-16 14:45
1652713200,1514,2022-05-16 15:00
1652714100,1533,2022-05-16 15:15
1652715000,968,2022-05-16 15:30
1652715900,1087,2022-05-16 15:45
1652716800,842,2022-05-16 16:00
1652717700,1408,2022-05-16 16:15
1652718600,1176,2022-05-16 16:30
1652719500,1208,2022-05-16 16:45
1652720400,1391,2022-05-16 17:00
1652721300,1213,2022-05-16 17:15
1652722200,1094,2022-05-16 17:30
1652723100,1209,2022-05-16 17:45
1652724000,1076,2022-05-16 18:00
1652724900,1173,2022-05-16 18:15
1652725800,1406,2022-05-16 18:30
1652726700,1149,2022-05-16 18:45
1652727600,1104,2022-05-16 19:00
1652728500,1258,2022-05-16 19:15
1652729400,1262,2022-05-16 19:30
1652730300,1429,2022-05-16 19:45
1652731200,1478,2022-05-16 20:00
1652732100,1478,2022-05-16 20:15
1652733000,1429,2022-05-16 20:30
1652733900,1392,2022-05-16 20:45
1652734800,1407,2022-05-16 21:00
1652735700,1360,2022-05-16 21:15
1652736600,1809,2022-05-16 21:30
1652737500,2312,2022-05-16 21:45
1652738400,2161,2022-05-16 22:00
1652739300,1984,2022-05-16 22:15
1652740200,1897,2022-05-16 22:30
1652741100,1905,2022-05-16 22:45
1652742000,2142,2022-05-16 23:00
1652742900,2216,2022-05-16 23:15
1652743800,1602,2022-05-16 23:30
1652744700,1832,2022-05-16 23:45
1652745600,1898,2022-05-17 00:00
1652746500,1622,2022-05-17 00:15
1652747400,1553,2022-05-17 00:30
1652748300,1396,2022-05-17 00:45
1652749200,1219,2022-05-17 01:00
1652750100,1132,2022-05-17 01:15
1652751000,1151,2022-05-17 01:30
1652751900,1310,2022-05-17 01:45
1652752800,1129,2022-05-17 02:00
1652753700,1213,2022-05-17 02:15
1652754600,1436,2022-05-17 02:30
1652755500,2412,2022-05-17 02:45
1652756400,2002,2022-05-17 03:00
1652757300,1524,2022-05-17 03:15
1652758200,1188,2022-05-17 03:30
1652759100,1351,2022-05-17 03:45
1652760000,1372,2022-05-17 04:00
1652760900,1213,2022-05-17 04:15
1652761800,1092,2022-05-17 04:30
1652762700,1183,2022-05-17 04:45
1652763600,1097,2022-05-17 05:00
1652764500,1245,2022-05-17 05:15
1652765400,1602,2022-05-17 05:30
1652766300,1519,2022-05-17 05:45
1652767200,1542,2022-05-17 06:00
1652768100,1133,2022-05-17 06:15
1652769000,1073,2022-05-17 06:30
1652769900,1355,2022-05-17 06:45
1652770800,1049,2022-05-17 07:00
1652771700,1184,2022-05-17 07:15
1652772600,547,2022-05-17 07:30
1652773500,0,2022-05-17 07:45
1652774400,0,2022-05-17 08:00
1652775300,282,2022-05-17 08:15
1652776200,2519,2022-05-17 08:30
1652777100,2331,2022-05-17 08:45
1652778000,2045,2022-05-17 09:00
1652778900,1521,2022-05-17 09:15
1652779800,1410,2022-05-17 09:30
1652780700,1533,2022-05-17 09:45
1652781600,1483,2022-05-17 10:00
1652782500,1188,2022-05-17 10:15
1652783400,1123,2022-05-17 10:30
1652784300,1546,2022-05-17 10:45
1652785200,1700,2022-05-17 11:00
1652786100,1284,2022-05-17 11:15
1652787000,1112,2022-05-17 11:30
1652787900,1154,2022-05-17 11:45
1652788800,386,2022-05-17 12:00
1652789700,0,2022-05-17 12:15
1652790600,0,2022-05-17 12:30
1652791500,0,2022-05-17 12:45
1652792400,0,2022-05-17 13:00
1652793300,960,2022-05-17 13:15
1652794200,1200,2022-05-17 13:30
1652795100,1143,2022-05-17 13:45
1652796000,818,2022-05-17 14:00
1652796900,749,2022-05-17 14:15
1652797800,1084,2022-05-17 14:30
1652798700,974,2022-05-17 14:45
1652799600,1119,2022-05-17 15:00
1652800500,1428,2022-05-17 15:15
1652801400,1431,2022-05-17 15:30
1652802300,1489,2022-05-17 15:45
1652803200,1197,2022-05-17 16:00
1652804100,1052,2022-05-17 16:15
1652805000,1075,2022-05-17 16:30
1652805900,1072,2022-05-17 16:45
1652806800,923,2022-05-17 17:00
1652807700,1478,2022-05-17 17:15
1652808600,1529,2022-05-17 17:30
1652809500,1111,2022-05-17 17:45
1652810400,1122,2022-05-17 18:00
1652811300,1169,2022-05-17 18:15
1652812200,1357,2022-05-17 18:30
1652813100,1463,2022-05-17 18:45
1652814000,1786,2022-05-17 19:00
1652814900,2237,2022-05-17 19:15
1652815800,2193,2022-05-17 19:30
1652816700,1993,2022-05-17 19:45
1652817600,1894,2022-05-17 20:00
1652818500,1861,2022-05-17 20:15
1652819400,1783,2022-05-17 20:30
1652820300,1985,2022-05-17 20:45
1652821200,1887,2022-05-17 21:00
1652822100,1469,2022-05-17 21:15
1652823000,1691,2022-05-17 21:30
1652823900,1891,2022-05-17 21:45
1652824800,1873,2022-05-17 22:00
1652825700,1564,2022-05-17 22:15
1652826600,1615,2022-05-17 22:30
1652827500,1559,2022-05-17 22:45
1652828400,1596,2022-05-17 23:00
1652829300,1782,2022-05-17 23:15
1652830200,1960,2022-05-17 23:30
1652831100,2249,2022-05-17 23:45
1652832000,1322,2022-05-18 00:00
1652832900,1722,2022-05-18 00:15
1652833800,1714,2022-05-18 00:30
1652834700,1344,2022-05-18 00:45
1652835600,1009,2022-05-18 01:00
1652836500,997,2022-05-18 01:15
1652837400,1038,2022-05-18 01:30
1652838300,1146,2022-05-18 01:45
1652839200,1260,2022-05-18 02:00
1652840100,977,2022-05-18 02:15
1652841000,1304,2022-05-18 02:30
1652841900,1522,2022-05-18 02:45
1652842800,1782,2022-05-18 03:00
1652843700,1379,2022-05-18 03:15
1652844600,1226,2022-05-18 03:30
1652845500,1168,2022-05-18 03:45
1652846400,1311,2022-05-18 04:00
1652847300,1684,2022-05-18 04:15
1652848200,1348,2022-05-18 04:30
1652849100,1283,2022-05-18 04:45
1652850000,1428,2022-05-18 05:00
1652850900,1043,2022-05-18 05:15
1652851800,1062,2022-05-18 05:30
1652852700,1528,2022-05-18 05:45
1652853600,1020,2022-05-18 06:00
1652854500,915,2022-05-18 06:15
1652855400,1453,2022-05-18 06:30
1652856300,1176,2022-05-18 06:45
1652857200,987,2022-05-18 07:00
1652858100,1178,2022-05-18 07:15
1652859000,54,2022-05-18 07:30
1652859900,0,2022-05-18 07:45
1652860800,0,2022-05-18 08:00
1652861700,41,2022-05-18 08:15
