key,start,end,epoch,tankl1,tankl2,deltal1,deltal2,hrs1,hrs2,deltahrs1,deltahrs2,GB1_kwh,GB2_kwh
CALABAR_DG1_And_DG2_1705536000_GEN-00980B76_GRID-00980A9C,2024-01-17 23:00:00,2024-01-17 23:15:00,1705536000,56.00,30.80,0.0,0.37,15,427.90,0,-169.61,0.089,0.0
CALABAR_DG1_And_DG2_1705536900_GEN-00980B76_GRID-00980A9C,2024-01-17 23:15:00,2024-01-17 23:30:00,1705536900,56.00,30.14,0.0,0.74,15,427.90,0,-169.61,0.089,0.0
CALABAR_DG1_And_DG2_1705537800_GEN-00980B76_GRID-00980A9C,2024-01-17 23:30:00,2024-01-17 23:45:00,1705537800,56.00,29.77,0.0,0.37,15,427.90,0,-169.61,0.095,0.0
CALABAR_DG1_And_DG2_1705538700_GEN-00980B76_GRID-00980A9C,2024-01-17 23:45:00,2024-01-18 00:00:00,1705538700,56.00,29.02,0.0,0.64,15,427.90,0,-169.61,0.091,0.0
CALABAR_DG1_And_DG2_1705539600_GEN-00980B76_GRID-00980A9C,2024-01-18 00:00:00,2024-01-18 00:15:00,1705539600,56.00,28.65,0.0,0.47,15,427.90,0,-169.61,0.087,0.0
CALABAR_DG1_And_DG2_1705540500_GEN-00980B76_GRID-00980A9C,2024-01-18 00:15:00,2024-01-18 00:30:00,1705540500,56.00,28.18,0.0,0.37,15,427.90,0,-169.61,0.095,0.0
CALABAR_DG1_And_DG2_1705541400_GEN-00980B76_GRID-00980A9C,2024-01-18 00:30:00,2024-01-18 00:45:00,1705541400,56.00,27.53,0.0,0.64,15,427.90,0,-169.61,0.092,0.0
CALABAR_DG1_And_DG2_1705542300_GEN-00980B76_GRID-00980A9C,2024-01-18 00:45:00,2024-01-18 01:00:00,1705542300,56.00,27.16,0.0,0.47,15,427.90,0,-169.61,0.088,0.0
CALABAR_DG1_And_DG2_1705543200_GEN-00980B76_GRID-00980A9C,2024-01-18 01:00:00,2024-01-18 01:15:00,1705543200,56.00,26.51,0.0,0.55,15,427.90,0,-169.61,0.096,0.0
CALABAR_DG1_And_DG2_1705544100_GEN-00980B76_GRID-00980A9C,2024-01-18 01:15:00,2024-01-18 01:30:00,1705544100,56.00,26.04,0.0,0.47,15,427.90,0,-169.61,0.092,0.0
CALABAR_DG1_And_DG2_1705545000_GEN-00980B76_GRID-00980A9C,2024-01-18 01:30:00,2024-01-18 01:45:00,1705545000,56.00,25.67,0.0,0.45,15,427.90,0,-169.61,0.085,0.0
CALABAR_DG1_And_DG2_1705545900_GEN-00980B76_GRID-00980A9C,2024-01-18 01:45:00,2024-01-18 02:00:00,1705545900,56.00,25.11,0.0,0.47,15,427.90,0,-169.61,0.094,0.0
CALABAR_DG1_And_DG2_1705546800_GEN-00980B76_GRID-00980A9C,2024-01-18 02:00:00,2024-01-18 02:15:00,1705546800,56.00,24.55,0.0,0.64,15,427.90,0,-169.61,0.09,0.0
CALABAR_DG1_And_DG2_1705547700_GEN-00980B76_GRID-00980A9C,2024-01-18 02:15:00,2024-01-18 02:30:00,1705547700,56.00,24.17,0.0,0.38,15,427.90,0,-169.61,0.086,0.0
