key,start,end,epoch,tankl1,tankl2,deltal1,deltal2,hrs1,hrs2,deltahrs1,deltahrs2,GB1_kwh,GB2_kwh,GB3_kwh
TARABA_DG1_And_DG2_1714435200_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-29 23:00:00,2024-04-29 23:15:00,1714435200,41,154.91,0.0,0.75,8781.33,7975.41,-938.69,-639.81,1.924,2.51,0.163
TARABA_DG1_And_DG2_1714436100_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-29 23:15:00,2024-04-29 23:30:00,1714436100,41,151.15,0.0,3.38,8781.58,7975.41,-938.94,-639.81,1.924,2.544,0.163
TARABA_DG1_And_DG2_1714437000_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-29 23:30:00,2024-04-29 23:45:00,1714437000,41,150.02,0.0,1.5,8781.83,7975.41,-939.19,-639.81,1.925,2.562,0.163
TARABA_DG1_And_DG2_1714437900_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-29 23:45:00,2024-04-30 00:00:00,1714437900,41,148.14,0.0,1.88,8782.08,7975.41,-939.44,-639.81,1.925,2.438,0.163
TARABA_DG1_And_DG2_1714438800_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-30 00:00:00,2024-04-30 00:15:00,1714438800,41,147.76,0.0,0.0,8782.33,7975.41,-939.69,-639.81,1.925,2.434,0.163
TARABA_DG1_And_DG2_1714439700_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-30 00:15:00,2024-04-30 00:30:00,1714439700,41,146.26,0.0,1.88,8782.58,7975.41,-939.94,-639.81,1.829,2.504,0.163
TARABA_DG1_And_DG2_1714440600_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-30 00:30:00,2024-04-30 00:45:00,1714440600,41,145.13,0.0,1.13,8782.83,7975.41,-940.19,-639.81,1.923,2.444,0.163
TARABA_DG1_And_DG2_1714441500_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-30 00:45:00,2024-04-30 01:00:00,1714441500,41,143.25,0.0,1.88,8783.08,7975.41,-940.44,-639.81,1.925,2.51,0.163
TARABA_DG1_And_DG2_1714442400_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-30 01:00:00,2024-04-30 01:15:00,1714442400,41,142.12,0.0,1.13,8783.33,7975.41,-940.69,-639.81,1.921,2.453,0.163
TARABA_DG1_And_DG2_1714443300_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-30 01:15:00,2024-04-30 01:30:00,1714443300,41,140.24,0.0,1.12,8783.58,7975.41,-940.94,-639.81,1.918,2.441,0.163
