key,start,end,epoch,tankl1,tankl2,deltal1,deltal2,hrs1,hrs2,deltahrs1,deltahrs2,GB1_kwh,GB2_kwh,GB3_kwh
TARABA_DG1_And_DG2_1715299200_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-09 23:00:00,2024-05-09 23:15:00,1715299200,41,120.7,0.0,0.0,8966.32,7975.41,-1123.68,-639.81,2.312,0.0,0.062
TARABA_DG1_And_DG2_1715300100_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-09 23:15:00,2024-05-09 23:30:00,1715300100,41,120.7,0.0,0.0,8966.32,7975.41,-1123.68,-639.81,2.026,0.0,0.047
TARABA_DG1_And_DG2_1715301000_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-09 23:30:00,2024-05-09 23:45:00,1715301000,41,120.7,0.0,0.0,8966.32,7975.41,-1123.68,-639.81,2.019,0.0,0.047
TARABA_DG1_And_DG2_1715301900_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-09 23:45:00,2024-05-10 00:00:00,1715301900,41,120.7,0.0,0.0,8966.32,7975.41,-1123.68,-639.81,2.023,0.0,0.047
TARABA_DG1_And_DG2_1715302800_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-10 00:00:00,2024-05-10 00:15:00,1715302800,41,120.7,0.0,0.0,8966.32,7975.41,-1123.68,-639.81,2.04,0.0,0.047
TARABA_DG1_And_DG2_1715303700_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-10 00:15:00,2024-05-10 00:30:00,1715303700,41,120.7,0.0,0.0,8966.32,7975.41,-1123.68,-639.81,1.967,0.0,0.046
TARABA_DG1_And_DG2_1715304600_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-10 00:30:00,2024-05-10 00:45:00,1715304600,41,120.7,0.0,0.0,8966.32,7975.41,-1123.68,-639.81,2.018,0.0,0.048
TARABA_DG1_And_DG2_1715305500_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-10 00:45:00,2024-05-10 01:00:00,1715305500,41,120.7,0.0,0.0,8966.32,7975.41,-1123.68,-639.81,2.23,0.0,0.045
TARABA_DG1_And_DG2_1715306400_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-10 01:00:00,2024-05-10 01:15:00,1715306400,41,120.7,0.0,0.0,8966.32,7975.41,-1123.68,-639.81,2.57,0.0,0.048
TARABA_DG1_And_DG2_1715307300_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-10 01:15:00,2024-05-10 01:30:00,1715307300,41,120.7,0.0,0.0,8966.32,7975.41,-1123.68,-639.81,3.053,0.0,0.078
TARABA_DG1_And_DG2_1715308200_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-10 01:30:00,2024-05-10 01:45:00,1715308200,41,120.7,0.0,0.0,8966.32,7975.41,-1123.68,-639.81,2.578,0.0,0.051
TARABA_DG1_And_DG2_1715309100_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-10 01:45:00,2024-05-10 02:00:00,1715309100,41,120.7,0.0,0.0,8966.32,7975.41,-1123.68,-639.81,2.468,0.0,0.045
TARABA_DG1_And_DG2_1715310000_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-10 02:00:00,2024-05-10 02:15:00,1715310000,41,120.7,0.0,0.0,8966.32,7975.41,-1123.68,-639.81,2.433,0.0,0.044
TARABA_DG1_And_DG2_1715310900_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-10 02:15:00,2024-05-10 02:30:00,1715310900,41,119.94,0.0,0.0,8966.55,7975.41,-1123.91,-639.81,1.091,1.828,0.031
TARABA_DG1_And_DG2_1715311800_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-10 02:30:00,2024-05-10 02:45:00,1715311800,41,119.19,0.0,1.50,8966.8,7975.41,-1124.16,-639.81,1.196,2.085,0.031
TARABA_DG1_And_DG2_1715312700_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-10 02:45:00,2024-05-10 03:00:00,1715312700,41,117.31,0.0,1.88,8967.05,7975.41,-1124.41,-639.81,1.204,1.976,0.033
TARABA_DG1_And_DG2_1715313600_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-10 03:00:00,2024-05-10 03:15:00,1715313600,41,116.19,0.0,0.75,8967.29,7975.41,-1124.65,-639.81,1.204,1.906,0.035
TARABA_DG1_And_DG2_1715314500_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-10 03:15:00,2024-05-10 03:30:00,1715314500,41,114.68,0.0,1.88,8967.54,7975.41,-1124.90,-639.81,1.202,1.942,0.035
TARABA_DG1_And_DG2_1715315400_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-10 03:30:00,2024-05-10 03:45:00,1715315400,41,112.43,0.0,1.88,8967.79,7975.41,-1125.15,-639.81,1.161,2.001,0.032
TARABA_DG1_And_DG2_1715316300_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-10 03:45:00,2024-05-10 04:00:00,1715316300,41,110.92,0.0,1.88,8968.04,7975.41,-1125.40,-639.81,1.196,2.041,0.039
TARABA_DG1_And_DG2_1715317200_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-10 04:00:00,2024-05-10 04:15:00,1715317200,41,109.04,0.0,1.5,8968.25,7975.41,-1125.61,-639.81,1.235,1.946,0.074
TARABA_DG1_And_DG2_1715318100_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-10 04:15:00,2024-05-10 04:30:00,1715318100,41,108.67,0.0,0.75,8968.28,7975.41,-1125.64,-639.81,1.38,0.171,1.829
TARABA_DG1_And_DG2_1715319000_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-10 04:30:00,2024-05-10 04:45:00,1715319000,41,108.67,0.0,0.0,8968.28,7975.41,-1125.64,-639.81,1.415,0.0,2.316
TARABA_DG1_And_DG2_1715319900_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-10 04:45:00,2024-05-10 05:00:00,1715319900,41,108.67,0.0,0.0,8968.28,7975.41,-1125.64,-639.81,1.42,0.0,2.436
TARABA_DG1_And_DG2_1715320800_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-10 05:00:00,2024-05-10 05:15:00,1715320800,41,114.68,0.0,0.0,8968.28,7975.41,-1125.64,-639.81,1.428,0.0,2.841
TARABA_DG1_And_DG2_1715321700_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-10 05:15:00,2024-05-10 05:30:00,1715321700,41,129.72,0.0,0.0,8968.28,7975.41,-1125.64,-639.81,1.395,0.0,2.823
TARABA_DG1_And_DG2_1715322600_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-10 05:30:00,2024-05-10 05:45:00,1715322600,41,129.72,0.0,0.0,8968.28,7975.41,-1125.64,-639.81,1.348,0.0,2.78
