key,start,end,epoch,tankl1,tankl2,deltal1,deltal2,hrs1,hrs2,deltahrs1,deltahrs2,GB1_kwh,GB2_kwh,GB3_kwh
TARABA_DG1_And_DG2_1715212800_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-08 23:00:00,2024-05-08 23:15:00,1715212800,41,120.7,0.0,0.0,8966.32,7975.41,-1123.68,-639.81,2.603,0.0,0.0
TARABA_DG1_And_DG2_1715213700_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-08 23:15:00,2024-05-08 23:30:00,1715213700,41,120.7,0.0,0.0,8966.32,7975.41,-1123.68,-639.81,2.346,0.0,0.0
TARABA_DG1_And_DG2_1715214600_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-08 23:30:00,2024-05-08 23:45:00,1715214600,41,120.7,0.0,0.0,8966.32,7975.41,-1123.68,-639.81,2.369,0.0,0.0
TARABA_DG1_And_DG2_1715215500_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-08 23:45:00,2024-05-09 00:00:00,1715215500,41,120.7,0.0,0.0,8966.32,7975.41,-1123.68,-639.81,2.337,0.0,0.0
TARABA_DG1_And_DG2_1715216400_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-09 00:00:00,2024-05-09 00:15:00,1715216400,41,120.7,0.0,0.0,8966.32,7975.41,-1123.68,-639.81,2.267,0.0,0.0
TARABA_DG1_And_DG2_1715217300_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-09 00:15:00,2024-05-09 00:30:00,1715217300,41,120.7,0.0,0.0,8966.32,7975.41,-1123.68,-639.81,2.389,0.0,0.0
TARABA_DG1_And_DG2_1715218200_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-09 00:30:00,2024-05-09 00:45:00,1715218200,41,120.7,0.0,0.0,8966.32,7975.41,-1123.68,-639.81,2.761,0.0,0.0
TARABA_DG1_And_DG2_1715219100_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-09 00:45:00,2024-05-09 01:00:00,1715219100,41,120.7,0.0,0.0,8966.32,7975.41,-1123.68,-639.81,2.951,0.0,0.0
TARABA_DG1_And_DG2_1715220000_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-09 01:00:00,2024-05-09 01:15:00,1715220000,41,120.7,0.0,0.0,8966.32,7975.41,-1123.68,-639.81,2.776,0.0,0.0
TARABA_DG1_And_DG2_1715220900_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-09 01:15:00,2024-05-09 01:30:00,1715220900,41,120.7,0.0,0.0,8966.32,7975.41,-1123.68,-639.81,2.676,0.0,0.0
TARABA_DG1_And_DG2_1715221800_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-09 01:30:00,2024-05-09 01:45:00,1715221800,41,120.7,0.0,0.0,8966.32,7975.41,-1123.68,-639.81,2.61,0.0,0.0
TARABA_DG1_And_DG2_1715222700_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-09 01:45:00,2024-05-09 02:00:00,1715222700,41,120.7,0.0,0.0,8966.32,7975.41,-1123.68,-639.81,2.577,0.0,0.0
