key,start,end,epoch,tankl1,tankl2,deltal1,deltal2,hrs1,hrs2,deltahrs1,deltahrs2,GB1_kwh,GB2_kwh,GB3_kwh
TARABA_DG1_And_DG2_1711411200_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-25 23:00:00,2024-03-25 23:15:00,1711411200,86.68,48.52,0.0,0.0,8459.32,7811.73,-616.68,-476.13,0.17,0.099,2.418
TARABA_DG1_And_DG2_1711412100_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-25 23:15:00,2024-03-25 23:30:00,1711412100,86.68,48.52,0.0,0.0,8459.32,7811.73,-616.68,-476.13,0.17,0.052,2.467
TARABA_DG1_And_DG2_1711413000_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-25 23:30:00,2024-03-25 23:45:00,1711413000,86.68,48.52,0.0,0.0,8459.32,7811.73,-616.68,-476.13,0.17,0.096,2.473
TARABA_DG1_And_DG2_1711413900_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-25 23:45:00,2024-03-26 00:00:00,1711413900,86.68,48.52,0.0,0.0,8459.32,7811.73,-616.68,-476.13,0.17,0.075,2.137
TARABA_DG1_And_DG2_1711414800_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-26 00:00:00,2024-03-26 00:15:00,1711414800,86.68,48.52,0.0,0.0,8459.32,7811.73,-616.68,-476.13,0.17,0.099,1.791
TARABA_DG1_And_DG2_1711415700_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-26 00:15:00,2024-03-26 00:30:00,1711415700,86.68,48.52,0.0,0.0,8459.32,7811.73,-616.68,-476.13,0.156,0.079,2.047
TARABA_DG1_And_DG2_1711416600_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-26 00:30:00,2024-03-26 00:45:00,1711416600,86.68,48.52,0.0,0.0,8459.32,7811.73,-616.68,-476.13,0.138,0.099,2.373
TARABA_DG1_And_DG2_1711417500_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-26 00:45:00,2024-03-26 01:00:00,1711417500,86.68,48.52,0.0,0.0,8459.32,7811.73,-616.68,-476.13,0.17,0.092,2.438
TARABA_DG1_And_DG2_1711418400_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-26 01:00:00,2024-03-26 01:15:00,1711418400,86.68,48.52,0.0,0.0,8459.32,7811.73,-616.68,-476.13,0.17,0.099,2.384
TARABA_DG1_And_DG2_1711419300_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-26 01:15:00,2024-03-26 01:30:00,1711419300,86.68,48.52,0.0,0.0,8459.32,7811.73,-616.68,-476.13,0.17,0.099,2.393
TARABA_DG1_And_DG2_1711420200_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-26 01:30:00,2024-03-26 01:45:00,1711420200,86.68,48.52,0.0,0.0,8459.32,7811.73,-616.68,-476.13,0.17,0.099,0.474
TARABA_DG1_And_DG2_1711421100_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-26 01:45:00,2024-03-26 02:00:00,1711421100,86.68,48.52,0.0,0.0,8459.32,7811.73,-616.68,-476.13,0.17,0.099,0.0
TARABA_DG1_And_DG2_1711422000_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-26 02:00:00,2024-03-26 02:15:00,1711422000,86.68,48.52,0.0,0.0,8459.32,7811.73,-616.68,-476.13,0.17,0.099,0.0
TARABA_DG1_And_DG2_1711422900_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-26 02:15:00,2024-03-26 02:30:00,1711422900,86.68,48.52,0.0,0.0,8459.32,7811.73,-616.68,-476.13,0.17,0.094,0.0
TARABA_DG1_And_DG2_1711423800_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-26 02:30:00,2024-03-26 02:45:00,1711423800,86.68,48.52,0.0,0.0,8459.32,7811.73,-616.68,-476.13,0.17,0.078,0.0
TARABA_DG1_And_DG2_1711424700_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-26 02:45:00,2024-03-26 03:00:00,1711424700,86.68,48.52,0.0,0.0,8459.32,7811.73,-616.68,-476.13,0.15,0.07,0.0
TARABA_DG1_And_DG2_1711425600_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-26 03:00:00,2024-03-26 03:15:00,1711425600,86.68,48.52,0.0,0.0,8459.32,7811.73,-616.68,-476.13,0.162,0.081,0.0
TARABA_DG1_And_DG2_1711426500_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-26 03:15:00,2024-03-26 03:30:00,1711426500,86.68,48.52,0.0,0.0,8459.32,7811.73,-616.68,-476.13,0.165,0.092,0.0
