key,start,end,epoch,tankl1,tankl2,deltal1,deltal2,hrs1,hrs2,deltahrs1,deltahrs2,GB1_kwh,GB2_kwh,GB3_kwh
TARABA_DG1_And_DG2_1712275200_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-04 23:00:00,2024-04-04 23:15:00,1712275200,176.58,69.57,1.08,0.0,8564.44,7864.15,-721.80,-528.55,1.433,0.0,0.0
TARABA_DG1_And_DG2_1712276100_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-04 23:15:00,2024-04-04 23:30:00,1712276100,175.49,69.57,1.08,0.0,8564.44,7864.4,-721.80,-528.8,1.401,0.0,0.0
TARABA_DG1_And_DG2_1712277000_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-04 23:30:00,2024-04-04 23:45:00,1712277000,172.95,69.57,1.80,0.0,8564.44,7864.65,-721.80,-529.05,1.365,0.0,0.0
TARABA_DG1_And_DG2_1712277900_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-04 23:45:00,2024-04-05 00:00:00,1712277900,172.59,69.57,0.73,0.0,8564.44,7864.9,-721.80,-529.3,1.412,0.0,0.0
TARABA_DG1_And_DG2_1712278800_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-05 00:00:00,2024-04-05 00:15:00,1712278800,171.86,69.57,1.08,0.0,8564.44,7865.15,-721.80,-529.55,1.439,0.0,0.0
TARABA_DG1_And_DG2_1712279700_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-05 00:15:00,2024-04-05 00:30:00,1712279700,170.05,69.57,1.81,0.0,8564.44,7865.4,-721.80,-529.8,1.424,0.0,0.0
TARABA_DG1_And_DG2_1712280600_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-05 00:30:00,2024-04-05 00:45:00,1712280600,169.32,69.57,0.73,0.0,8564.44,7865.65,-721.80,-530.05,1.369,0.0,0.0
TARABA_DG1_And_DG2_1712281500_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-05 00:45:00,2024-04-05 01:00:00,1712281500,167.15,69.57,2.17,0.0,8564.44,7865.9,-721.80,-530.3,1.401,0.0,0.0
TARABA_DG1_And_DG2_1712282400_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-05 01:00:00,2024-04-05 01:15:00,1712282400,167.15,69.57,0.0,0.0,8564.44,7866.15,-721.80,-530.55,1.423,0.0,0.0
TARABA_DG1_And_DG2_1712283300_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-05 01:15:00,2024-04-05 01:30:00,1712283300,164.61,69.57,2.54,0.0,8564.44,7866.4,-721.80,-530.8,1.369,0.0,0.0
