key,start,end,epoch,tankl1,tankl2,deltal1,deltal2,hrs1,hrs2,deltahrs1,deltahrs2,GB1_kwh,GB2_kwh,GB3_kwh
TARABA_DG1_And_DG2_1712620800_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-08 23:00:00,2024-04-08 23:15:00,1712620800,49.34,139.12,0.0,1.5,8611.05,7904.92,-768.41,-569.32,0.074,2.279,0.048
TARABA_DG1_And_DG2_1712621700_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-08 23:15:00,2024-04-08 23:30:00,1712621700,49.34,137.99,0.0,1.13,8611.3,7904.92,-768.66,-569.32,0.075,2.254,0.051
TARABA_DG1_And_DG2_1712622600_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-08 23:30:00,2024-04-08 23:45:00,1712622600,49.34,136.86,0.0,0.75,8611.55,7904.92,-768.91,-569.32,0.073,2.385,0.047
TARABA_DG1_And_DG2_1712623500_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-08 23:45:00,2024-04-09 00:00:00,1712623500,49.34,134.61,0.0,2.63,8611.8,7904.92,-769.16,-569.32,0.076,2.283,0.055
TARABA_DG1_And_DG2_1712624400_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-09 00:00:00,2024-04-09 00:15:00,1712624400,49.34,133.85,0.0,0.76,8612.05,7904.92,-769.41,-569.32,0.075,2.279,0.056
TARABA_DG1_And_DG2_1712625300_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-09 00:15:00,2024-04-09 00:30:00,1712625300,49.34,131.97,0.0,1.88,8612.3,7904.92,-769.66,-569.32,0.075,2.243,0.057
TARABA_DG1_And_DG2_1712626200_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-09 00:30:00,2024-04-09 00:45:00,1712626200,49.34,130.09,0.0,1.5,8612.55,7904.92,-769.91,-569.32,0.078,2.386,0.065
TARABA_DG1_And_DG2_1712627100_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-09 00:45:00,2024-04-09 01:00:00,1712627100,49.34,127.46,0.0,2.63,8612.8,7904.92,-770.16,-569.32,0.077,2.402,0.066
TARABA_DG1_And_DG2_1712628000_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-09 01:00:00,2024-04-09 01:15:00,1712628000,49.34,127.46,0.0,0.38,8613.05,7904.92,-770.41,-569.32,0.017,2.404,0.022
TARABA_DG1_And_DG2_1712628900_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-09 01:15:00,2024-04-09 01:30:00,1712628900,49.34,125.96,0.0,1.5,8613.3,7904.92,-770.66,-569.32,0.0,2.605,0.0
TARABA_DG1_And_DG2_1712629800_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-09 01:30:00,2024-04-09 01:45:00,1712629800,49.34,123.33,0.0,2.63,8613.55,7904.92,-770.91,-569.32,0.0,2.406,0.0
TARABA_DG1_And_DG2_1712630700_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-09 01:45:00,2024-04-09 02:00:00,1712630700,49.34,122.58,0.0,0.75,8613.8,7904.92,-771.16,-569.32,0.0,2.326,0.0
TARABA_DG1_And_DG2_1712631600_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-09 02:00:00,2024-04-09 02:15:00,1712631600,49.34,120.7,0.0,1.50,8614.05,7904.92,-771.41,-569.32,0.0,2.457,0.0
TARABA_DG1_And_DG2_1712632500_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-09 02:15:00,2024-04-09 02:30:00,1712632500,49.34,118.44,0.0,2.25,8614.3,7904.92,-771.66,-569.32,0.0,2.488,0.0
TARABA_DG1_And_DG2_1712633400_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-09 02:30:00,2024-04-09 02:45:00,1712633400,49.34,117.69,0.0,0.76,8614.55,7904.92,-771.91,-569.32,0.0,2.337,0.0
TARABA_DG1_And_DG2_1712634300_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-09 02:45:00,2024-04-09 03:00:00,1712634300,49.34,116.19,0.0,1.87,8614.8,7904.92,-772.16,-569.32,0.0,2.328,0.0
TARABA_DG1_And_DG2_1712635200_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-09 03:00:00,2024-04-09 03:15:00,1712635200,49.34,115.06,0.0,1.13,8615.05,7904.92,-772.41,-569.32,0.0,2.339,0.0
TARABA_DG1_And_DG2_1712636100_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-09 03:15:00,2024-04-09 03:30:00,1712636100,49.34,113.93,0.0,1.13,8615.28,7904.92,-772.64,-569.32,0.0,2.527,0.0
TARABA_DG1_And_DG2_1712637000_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-09 03:30:00,2024-04-09 03:45:00,1712637000,49.34,111.67,0.0,2.26,8615.53,7904.92,-772.89,-569.32,0.0,2.413,0.0
TARABA_DG1_And_DG2_1712637900_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-09 03:45:00,2024-04-09 04:00:00,1712637900,49.34,110.55,0.0,1.12,8615.78,7904.92,-773.14,-569.32,0.0,2.367,0.0
TARABA_DG1_And_DG2_1712638800_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-09 04:00:00,2024-04-09 04:15:00,1712638800,49.34,109.04,0.0,1.50,8616.03,7904.92,-773.39,-569.32,0.0,2.311,0.0
TARABA_DG1_And_DG2_1712639700_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-09 04:15:00,2024-04-09 04:30:00,1712639700,49.34,107.91,0.0,1.13,8616.28,7904.92,-773.64,-569.32,0.0,1.931,0.0
TARABA_DG1_And_DG2_1712640600_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-09 04:30:00,2024-04-09 04:45:00,1712640600,49.34,106.79,0.0,1.12,8616.53,7904.92,-773.89,-569.32,0.0,1.986,0.0
TARABA_DG1_And_DG2_1712641500_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-09 04:45:00,2024-04-09 05:00:00,1712641500,85.95,127.46,0.0,1.13,8616.78,7904.92,-774.14,-569.32,0.0,1.966,0.0
TARABA_DG1_And_DG2_1712642400_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-09 05:00:00,2024-04-09 05:15:00,1712642400,162.8,127.84,0.0,1.88,8617.03,7904.92,-774.39,-569.32,0.0,1.935,0.0
TARABA_DG1_And_DG2_1712643300_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-09 05:15:00,2024-04-09 05:30:00,1712643300,191.8,126.34,0.0,1.13,8617.28,7904.92,-774.64,-569.32,0.0,1.997,0.0
TARABA_DG1_And_DG2_1712644200_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-09 05:30:00,2024-04-09 05:45:00,1712644200,191.8,124.08,0.0,2.63,8617.53,7904.92,-774.89,-569.32,0.0,2.093,0.0
TARABA_DG1_And_DG2_1712645100_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-09 05:45:00,2024-04-09 06:00:00,1712645100,191.8,122.2,0.0,1.88,8617.8,7904.92,-775.16,-569.32,0.0,1.924,0.0
TARABA_DG1_And_DG2_1712646000_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-09 06:00:00,2024-04-09 06:15:00,1712646000,191.8,121.82,0.0,0.38,8618.04,7904.92,-775.40,-569.32,0.001,2.068,0.0
TARABA_DG1_And_DG2_1712646900_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-09 06:15:00,2024-04-09 06:30:00,1712646900,191.8,119.19,0.0,2.63,8618.3,7904.92,-775.66,-569.32,0.001,2.337,0.001
TARABA_DG1_And_DG2_1712647800_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-09 06:30:00,2024-04-09 06:45:00,1712647800,191.8,118.82,0.0,0.37,8618.54,7904.92,-775.90,-569.32,0.001,2.431,0.001
TARABA_DG1_And_DG2_1712648700_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-09 06:45:00,2024-04-09 07:00:00,1712648700,191.8,116.94,0.0,1.50,8618.8,7904.92,-776.16,-569.32,0.001,2.43,0.001
TARABA_DG1_And_DG2_1712649600_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-09 07:00:00,2024-04-09 07:15:00,1712649600,191.8,115.06,0.0,2.25,8619.05,7904.92,-776.41,-569.32,0.0,2.57,0.0
TARABA_DG1_And_DG2_1712650500_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-09 07:15:00,2024-04-09 07:30:00,1712650500,191.8,113.55,0.0,1.50,8619.3,7904.92,-776.66,-569.32,0.0,2.588,0.0
TARABA_DG1_And_DG2_1712651400_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-09 07:30:00,2024-04-09 07:45:00,1712651400,191.8,112.43,0.0,1.12,8619.55,7904.92,-776.91,-569.32,0.0,2.702,0.0
TARABA_DG1_And_DG2_1712652300_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-09 07:45:00,2024-04-09 08:00:00,1712652300,191.8,110.17,0.0,1.88,8619.8,7904.92,-777.16,-569.32,0.0,2.667,0.0
TARABA_DG1_And_DG2_1712653200_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-09 08:00:00,2024-04-09 08:15:00,1712653200,191.8,109.42,0.0,1.13,8620.05,7904.92,-777.41,-569.32,0.0,2.726,0.0
TARABA_DG1_And_DG2_1712654100_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-09 08:15:00,2024-04-09 08:30:00,1712654100,191.8,107.54,0.0,1.88,8620.3,7904.92,-777.66,-569.32,0.0,2.636,0.0
TARABA_DG1_And_DG2_1712655000_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-09 08:30:00,2024-04-09 08:45:00,1712655000,191.8,105.66,0.0,1.88,8620.55,7904.92,-777.91,-569.32,0.0,2.71,0.0
TARABA_DG1_And_DG2_1712655900_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-09 08:45:00,2024-04-09 09:00:00,1712655900,191.8,103.4,0.0,2.26,8620.8,7904.92,-778.16,-569.32,0.0,3.05,0.0
TARABA_DG1_And_DG2_1712656800_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-09 09:00:00,2024-04-09 09:15:00,1712656800,191.8,101.15,0.0,1.88,8621.05,7904.92,-778.41,-569.32,0.0,3.16,0.0
TARABA_DG1_And_DG2_1712657700_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-09 09:15:00,2024-04-09 09:30:00,1712657700,191.8,99.64,0.0,1.88,8621.3,7904.92,-778.66,-569.32,0.0,3.228,0.0
TARABA_DG1_And_DG2_1712658600_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-09 09:30:00,2024-04-09 09:45:00,1712658600,191.8,97.76,0.0,1.5,8621.55,7904.92,-778.91,-569.32,0.0,3.372,0.0
TARABA_DG1_And_DG2_1712659500_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-09 09:45:00,2024-04-09 10:00:00,1712659500,191.8,95.51,0.0,2.63,8621.8,7904.92,-779.16,-569.32,0.0,3.371,0.0
