key,start,end,epoch,tankl1,tankl2,deltal1,deltal2,hrs1,hrs2,deltahrs1,deltahrs2,GB1_kwh,GB2_kwh,GB3_kwh
TARABA_DG1_And_DG2_1713312000_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-16 23:00:00,2024-04-16 23:15:00,1713312000,126.55,227.46,0.0,0.0,8681.28,7919.51,-838.64,-583.91,0.0,0.0,0.0
TARABA_DG1_And_DG2_1713312900_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-16 23:15:00,2024-04-16 23:30:00,1713312900,126.55,227.46,0.0,0.0,8681.28,7919.51,-838.64,-583.91,0.0,0.0,0.0
TARABA_DG1_And_DG2_1713313800_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-16 23:30:00,2024-04-16 23:45:00,1713313800,126.55,227.46,0.0,0.0,8681.28,7919.51,-838.64,-583.91,0.0,0.0,0.0
TARABA_DG1_And_DG2_1713314700_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-16 23:45:00,2024-04-17 00:00:00,1713314700,126.55,227.46,0.0,0.0,8681.28,7919.51,-838.64,-583.91,0.0,0.0,0.0
TARABA_DG1_And_DG2_1713315600_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-17 00:00:00,2024-04-17 00:15:00,1713315600,126.55,227.46,0.0,0.0,8681.28,7919.51,-838.64,-583.91,0.0,0.0,0.0
TARABA_DG1_And_DG2_1713316500_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-17 00:15:00,2024-04-17 00:30:00,1713316500,126.55,227.46,0.0,0.0,8681.28,7919.51,-838.64,-583.91,0.0,0.0,0.0
TARABA_DG1_And_DG2_1713317400_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-17 00:30:00,2024-04-17 00:45:00,1713317400,126.55,227.46,0.0,0.0,8681.28,7919.51,-838.64,-583.91,0.0,0.0,0.0
TARABA_DG1_And_DG2_1713318300_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-17 00:45:00,2024-04-17 01:00:00,1713318300,126.55,227.46,0.0,0.0,8681.28,7919.51,-838.64,-583.91,0.0,0.0,0.0
TARABA_DG1_And_DG2_1713319200_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-17 01:00:00,2024-04-17 01:15:00,1713319200,126.55,227.46,0.0,0.0,8681.28,7919.51,-838.64,-583.91,0.0,0.0,0.0
TARABA_DG1_And_DG2_1713320100_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-17 01:15:00,2024-04-17 01:30:00,1713320100,126.55,227.46,0.0,0.0,8681.28,7919.51,-838.64,-583.91,0.0,0.0,0.0
TARABA_DG1_And_DG2_1713321000_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-17 01:30:00,2024-04-17 01:45:00,1713321000,126.55,227.46,0.0,0.0,8681.28,7919.51,-838.64,-583.91,0.0,0.0,0.0
TARABA_DG1_And_DG2_1713321900_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-17 01:45:00,2024-04-17 02:00:00,1713321900,126.55,227.46,0.0,0.0,8681.28,7919.51,-838.64,-583.91,0.035,0.025,0.884
TARABA_DG1_And_DG2_1713322800_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-17 02:00:00,2024-04-17 02:15:00,1713322800,126.55,227.46,0.0,0.0,8681.28,7919.51,-838.64,-583.91,0.002,0.0,2.966
TARABA_DG1_And_DG2_1713323700_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-17 02:15:00,2024-04-17 02:30:00,1713323700,126.55,227.46,0.0,0.0,8681.28,7919.51,-838.64,-583.91,0.002,0.0,2.947
TARABA_DG1_And_DG2_1713324600_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-17 02:30:00,2024-04-17 02:45:00,1713324600,126.55,227.46,0.0,0.0,8681.28,7919.51,-838.64,-583.91,0.001,0.0,3.204
TARABA_DG1_And_DG2_1713325500_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-17 02:45:00,2024-04-17 03:00:00,1713325500,126.55,227.46,0.0,0.0,8681.28,7919.51,-838.64,-583.91,0.004,0.0,3.054
TARABA_DG1_And_DG2_1713326400_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-17 03:00:00,2024-04-17 03:15:00,1713326400,126.55,227.46,0.0,0.0,8681.28,7919.51,-838.64,-583.91,0.002,0.0,2.943
