key,start,end,epoch,tankl1,tankl2,deltal1,deltal2,hrs1,hrs2,deltahrs1,deltahrs2,GB1_kwh,GB2_kwh,GB3_kwh
TARABA_DG1_And_DG2_1711238400_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-23 23:00:00,2024-03-23 23:15:00,1711238400,48.25,144.38,0.0,0.75,8441.86,7803.44,-599.22,-467.84,0.0,0.0,0.0
TARABA_DG1_And_DG2_1711239300_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-23 23:15:00,2024-03-23 23:30:00,1711239300,48.25,142.12,0.0,2.26,8442.11,7803.44,-599.47,-467.84,0.0,0.0,0.0
TARABA_DG1_And_DG2_1711240200_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-23 23:30:00,2024-03-23 23:45:00,1711240200,48.25,141.75,0.0,0.37,8442.36,7803.44,-599.72,-467.84,0.0,0.0,0.0
TARABA_DG1_And_DG2_1711241100_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-23 23:45:00,2024-03-24 00:00:00,1711241100,48.25,139.49,0.0,2.26,8442.61,7803.44,-599.97,-467.84,0.0,0.0,0.0
TARABA_DG1_And_DG2_1711242000_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-24 00:00:00,2024-03-24 00:15:00,1711242000,48.25,139.12,0.0,0.37,8442.86,7803.44,-600.22,-467.84,0.0,0.0,0.0
TARABA_DG1_And_DG2_1711242900_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-24 00:15:00,2024-03-24 00:30:00,1711242900,48.25,137.24,0.0,1.88,8443.11,7803.44,-600.47,-467.84,0.0,0.0,0.0
TARABA_DG1_And_DG2_1711243800_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-24 00:30:00,2024-03-24 00:45:00,1711243800,48.25,136.11,0.0,1.13,8443.36,7803.44,-600.72,-467.84,0.0,0.0,0.0
TARABA_DG1_And_DG2_1711244700_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-24 00:45:00,2024-03-24 01:00:00,1711244700,48.25,134.61,0.0,1.5,8443.61,7803.44,-600.97,-467.84,0.0,0.0,0.0
TARABA_DG1_And_DG2_1711245600_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-24 01:00:00,2024-03-24 01:15:00,1711245600,48.25,133.85,0.0,0.76,8443.86,7803.44,-601.22,-467.84,0.0,0.0,0.0
TARABA_DG1_And_DG2_1711246500_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-24 01:15:00,2024-03-24 01:30:00,1711246500,48.25,133.1,0.0,0.75,8444.11,7803.44,-601.47,-467.84,0.0,0.0,0.0
TARABA_DG1_And_DG2_1711247400_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-24 01:30:00,2024-03-24 01:45:00,1711247400,48.25,131.6,0.0,1.5,8444.36,7803.44,-601.72,-467.84,0.0,0.0,0.0
TARABA_DG1_And_DG2_1711248300_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-24 01:45:00,2024-03-24 02:00:00,1711248300,48.25,130.09,0.0,1.13,8444.61,7803.44,-601.97,-467.84,0.0,0.0,0.0
TARABA_DG1_And_DG2_1711249200_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-24 02:00:00,2024-03-24 02:15:00,1711249200,48.25,128.97,0.0,1.5,8444.86,7803.44,-602.22,-467.84,0.0,0.0,0.0
TARABA_DG1_And_DG2_1711250100_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-24 02:15:00,2024-03-24 02:30:00,1711250100,48.25,128.21,0.0,0.76,8445.11,7803.44,-602.47,-467.84,0.0,0.0,0.0
TARABA_DG1_And_DG2_1711251000_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-24 02:30:00,2024-03-24 02:45:00,1711251000,48.25,126.71,0.0,1.5,8445.36,7803.44,-602.72,-467.84,0.0,0.0,0.0
TARABA_DG1_And_DG2_1711251900_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-24 02:45:00,2024-03-24 03:00:00,1711251900,48.25,124.83,0.0,1.88,8445.61,7803.44,-602.97,-467.84,0.0,0.0,0.0
TARABA_DG1_And_DG2_1711252800_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-24 03:00:00,2024-03-24 03:15:00,1711252800,48.25,124.08,0.0,0.75,8445.86,7803.44,-603.22,-467.84,0.0,0.0,0.0
TARABA_DG1_And_DG2_1711253700_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-24 03:15:00,2024-03-24 03:30:00,1711253700,48.25,123.33,0.0,0.75,8446.11,7803.44,-603.47,-467.84,0.0,0.0,0.0
TARABA_DG1_And_DG2_1711254600_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-24 03:30:00,2024-03-24 03:45:00,1711254600,48.25,121.45,0.0,1.88,8446.36,7803.44,-603.72,-467.84,0.0,0.0,0.0
TARABA_DG1_And_DG2_1711255500_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-24 03:45:00,2024-03-24 04:00:00,1711255500,48.25,120.32,0.0,1.13,8446.61,7803.44,-603.97,-467.84,0.0,0.0,0.0
TARABA_DG1_And_DG2_1711256400_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-24 04:00:00,2024-03-24 04:15:00,1711256400,48.25,118.44,0.0,1.5,8446.86,7803.44,-604.22,-467.84,0.0,0.0,0.0
TARABA_DG1_And_DG2_1711257300_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-24 04:15:00,2024-03-24 04:30:00,1711257300,48.25,118.44,0.0,0.38,8446.87,7803.44,-604.23,-467.84,0.0,0.0,0.0
TARABA_DG1_And_DG2_1711258200_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-24 04:30:00,2024-03-24 04:45:00,1711258200,48.25,118.44,0.0,0.0,8446.87,7803.44,-604.23,-467.84,0.0,0.0,0.0
TARABA_DG1_And_DG2_1711259100_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-24 04:45:00,2024-03-24 05:00:00,1711259100,48.25,118.44,0.0,0.0,8446.87,7803.44,-604.23,-467.84,0.0,0.0,0.0
TARABA_DG1_And_DG2_1711260000_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-24 05:00:00,2024-03-24 05:15:00,1711260000,48.25,118.44,0.0,0.0,8446.87,7803.44,-604.23,-467.84,0.0,0.0,0.0
TARABA_DG1_And_DG2_1711260900_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-24 05:15:00,2024-03-24 05:30:00,1711260900,48.25,118.44,0.0,0.0,8446.87,7803.44,-604.23,-467.84,0.0,0.0,0.0
TARABA_DG1_And_DG2_1711261800_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-24 05:30:00,2024-03-24 05:45:00,1711261800,48.25,118.44,0.0,0.0,8446.87,7803.44,-604.23,-467.84,0.0,0.0,0.0
TARABA_DG1_And_DG2_1711262700_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-24 05:45:00,2024-03-24 06:00:00,1711262700,48.25,118.44,0.0,0.0,8446.87,7803.44,-604.23,-467.84,0.0,0.0,0.0
TARABA_DG1_And_DG2_1711263600_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-24 06:00:00,2024-03-24 06:15:00,1711263600,48.25,118.44,0.0,0.0,8446.87,7803.44,-604.23,-467.84,0.0,0.0,0.0
TARABA_DG1_And_DG2_1711264500_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-24 06:15:00,2024-03-24 06:30:00,1711264500,48.25,118.44,0.0,0.0,8446.87,7803.44,-604.23,-467.84,0.0,0.0,0.0
TARABA_DG1_And_DG2_1711265400_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-24 06:30:00,2024-03-24 06:45:00,1711265400,48.25,118.44,0.0,0.0,8446.87,7803.44,-604.23,-467.84,0.0,0.0,0.0
TARABA_DG1_And_DG2_1711266300_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-24 06:45:00,2024-03-24 07:00:00,1711266300,48.25,118.44,0.0,0.0,8446.87,7803.44,-604.23,-467.84,0.0,0.0,0.0
