key,start,end,epoch,tankl1,tankl2,deltal1,deltal2,hrs1,hrs2,deltahrs1,deltahrs2,GB1_kwh,GB2_kwh,GB3_kwh
TARABA_DG1_And_DG2_1712707200_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-09 23:00:00,2024-04-09 23:15:00,1712707200,191.44,44.01,0.0,0.0,8629.07,7904.93,-786.43,-569.33,0.0,0.0,2.885
TARABA_DG1_And_DG2_1712708100_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-09 23:15:00,2024-04-09 23:30:00,1712708100,191.44,44.01,0.0,0.0,8629.07,7904.93,-786.43,-569.33,0.0,0.0,2.835
TARABA_DG1_And_DG2_1712709000_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-09 23:30:00,2024-04-09 23:45:00,1712709000,191.44,44.01,0.0,0.0,8629.07,7904.93,-786.43,-569.33,0.0,0.0,2.803
TARABA_DG1_And_DG2_1712709900_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-09 23:45:00,2024-04-10 00:00:00,1712709900,191.44,44.01,0.0,0.0,8629.07,7904.93,-786.43,-569.33,0.0,0.0,2.818
TARABA_DG1_And_DG2_1712710800_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-10 00:00:00,2024-04-10 00:15:00,1712710800,191.44,44.01,0.0,0.0,8629.07,7904.93,-786.43,-569.33,0.0,0.0,2.827
TARABA_DG1_And_DG2_1712711700_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-10 00:15:00,2024-04-10 00:30:00,1712711700,191.44,44.01,0.0,0.0,8629.07,7904.93,-786.43,-569.33,0.0,0.0,2.722
TARABA_DG1_And_DG2_1712712600_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-10 00:30:00,2024-04-10 00:45:00,1712712600,191.44,44.01,0.0,0.0,8629.07,7904.93,-786.43,-569.33,0.0,0.0,2.931
TARABA_DG1_And_DG2_1712713500_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-10 00:45:00,2024-04-10 01:00:00,1712713500,191.44,44.01,0.0,0.0,8629.07,7904.93,-786.43,-569.33,0.0,0.0,2.658
TARABA_DG1_And_DG2_1712714400_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-10 01:00:00,2024-04-10 01:15:00,1712714400,191.44,44.01,0.0,0.0,8629.07,7904.93,-786.43,-569.33,0.0,0.0,2.676
TARABA_DG1_And_DG2_1712715300_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-10 01:15:00,2024-04-10 01:30:00,1712715300,191.44,44.01,0.0,0.0,8629.07,7904.93,-786.43,-569.33,0.0,0.0,2.591
