key,start,end,epoch,tankl1,tankl2,deltal1,deltal2,hrs1,hrs2,deltahrs1,deltahrs2,GB1_kwh,GB2_kwh,GB3_kwh
TARABA_DG1_And_DG2_1711670400_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-28 23:00:00,2024-03-28 23:15:00,1711670400,244,41,0.0,0.0,8484.28,7823.95,-641.64,-488.35,0.119,4.548,0.126
TARABA_DG1_And_DG2_1711671300_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-28 23:15:00,2024-03-28 23:30:00,1711671300,244,41,0.0,0.0,8484.54,7823.95,-641.90,-488.35,0.119,4.441,0.126
TARABA_DG1_And_DG2_1711672200_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-28 23:30:00,2024-03-28 23:45:00,1711672200,244,41,0.0,0.0,8484.78,7823.95,-642.14,-488.35,0.119,4.394,0.126
TARABA_DG1_And_DG2_1711673100_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-28 23:45:00,2024-03-29 00:00:00,1711673100,244,41,0.0,0.0,8485.04,7823.95,-642.40,-488.35,0.119,4.424,0.126
TARABA_DG1_And_DG2_1711674000_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-29 00:00:00,2024-03-29 00:15:00,1711674000,244,41,0.0,0.0,8485.29,7823.95,-642.65,-488.35,0.119,4.457,0.126
TARABA_DG1_And_DG2_1711674900_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-29 00:15:00,2024-03-29 00:30:00,1711674900,244,41,0.0,0.0,8485.53,7823.95,-642.89,-488.35,0.119,4.288,0.168
TARABA_DG1_And_DG2_1711675800_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-29 00:30:00,2024-03-29 00:45:00,1711675800,244,41,0.0,0.0,8485.53,7823.95,-642.89,-488.35,0.108,0.026,4.568
TARABA_DG1_And_DG2_1711676700_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-29 00:45:00,2024-03-29 01:00:00,1711676700,244,41,0.0,0.0,8485.53,7823.95,-642.89,-488.35,0.108,0.028,4.748
TARABA_DG1_And_DG2_1711677600_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-29 01:00:00,2024-03-29 01:15:00,1711677600,244,41,0.0,0.0,8485.53,7823.95,-642.89,-488.35,0.108,0.023,4.834
TARABA_DG1_And_DG2_1711678500_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-29 01:15:00,2024-03-29 01:30:00,1711678500,244,41,0.0,0.0,8485.53,7823.95,-642.89,-488.35,0.108,0.019,4.801
TARABA_DG1_And_DG2_1711679400_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-29 01:30:00,2024-03-29 01:45:00,1711679400,244,41,0.0,0.0,8485.53,7823.95,-642.89,-488.35,0.108,0.02,5.077
TARABA_DG1_And_DG2_1711680300_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-29 01:45:00,2024-03-29 02:00:00,1711680300,244,41,0.0,0.0,8485.53,7823.95,-642.89,-488.35,0.108,0.025,4.766
TARABA_DG1_And_DG2_1711681200_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-29 02:00:00,2024-03-29 02:15:00,1711681200,244,41,0.0,0.0,8485.53,7823.95,-642.89,-488.35,0.107,0.06,4.936
TARABA_DG1_And_DG2_1711682100_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-29 02:15:00,2024-03-29 02:30:00,1711682100,244,41,0.0,0.0,8485.53,7823.95,-642.89,-488.35,0.106,0.019,4.88
TARABA_DG1_And_DG2_1711683000_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-29 02:30:00,2024-03-29 02:45:00,1711683000,244,41,0.0,0.0,8485.53,7823.95,-642.89,-488.35,0.106,0.019,4.847
TARABA_DG1_And_DG2_1711683900_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-29 02:45:00,2024-03-29 03:00:00,1711683900,244,41,0.0,0.0,8485.53,7823.95,-642.89,-488.35,0.106,0.015,4.736
TARABA_DG1_And_DG2_1711684800_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-29 03:00:00,2024-03-29 03:15:00,1711684800,244,41,0.0,0.0,8485.53,7823.95,-642.89,-488.35,0.106,0.015,4.653
TARABA_DG1_And_DG2_1711685700_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-29 03:15:00,2024-03-29 03:30:00,1711685700,244,41,0.0,0.0,8485.53,7823.95,-642.89,-488.35,0.106,0.011,4.686
TARABA_DG1_And_DG2_1711686600_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-29 03:30:00,2024-03-29 03:45:00,1711686600,244,41,0.0,0.0,8485.53,7823.95,-642.89,-488.35,0.106,0.011,4.443
TARABA_DG1_And_DG2_1711687500_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-29 03:45:00,2024-03-29 04:00:00,1711687500,244,41,0.0,0.0,8485.53,7823.95,-642.89,-488.35,0.106,0.01,4.631
TARABA_DG1_And_DG2_1711688400_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-29 04:00:00,2024-03-29 04:15:00,1711688400,244,41,0.0,0.0,8485.53,7823.95,-642.89,-488.35,0.106,0.009,4.492
TARABA_DG1_And_DG2_1711689300_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-29 04:15:00,2024-03-29 04:30:00,1711689300,244,41,0.0,0.0,8485.53,7823.95,-642.89,-488.35,0.106,0.01,4.485
TARABA_DG1_And_DG2_1711690200_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-29 04:30:00,2024-03-29 04:45:00,1711690200,244,41,0.0,0.0,8485.53,7823.95,-642.89,-488.35,0.106,0.04,4.251
TARABA_DG1_And_DG2_1711691100_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-29 04:45:00,2024-03-29 05:00:00,1711691100,244,41,0.0,0.0,8485.53,7823.95,-642.89,-488.35,0.106,0.031,4.427
TARABA_DG1_And_DG2_1711692000_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-29 05:00:00,2024-03-29 05:15:00,1711692000,243.28,51.15,0.0,0.0,8485.6,7823.99,-642.96,-488.39,0.079,0.025,4.945
TARABA_DG1_And_DG2_1711692900_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-29 05:15:00,2024-03-29 05:30:00,1711692900,231.68,60.55,27.5,0.0,8485.6,7824.24,-642.96,-488.64,1.839,0.0,1.406
TARABA_DG1_And_DG2_1711693800_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-29 05:30:00,2024-03-29 05:45:00,1711693800,236.57,60.55,3.53,0.0,8485.6,7824.49,-642.96,-488.89,4.509,0.036,0.053
TARABA_DG1_And_DG2_1711694700_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-29 05:45:00,2024-03-29 06:00:00,1711694700,232.76,60.55,3.81,0.0,8485.6,7824.74,-642.96,-489.14,4.54,0.075,0.129
TARABA_DG1_And_DG2_1711695600_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-29 06:00:00,2024-03-29 06:15:00,1711695600,234.58,60.55,4.89,0.0,8485.6,7824.99,-642.96,-489.39,4.182,0.08,0.129
TARABA_DG1_And_DG2_1711696500_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-29 06:15:00,2024-03-29 06:30:00,1711696500,230.95,60.55,5.43,0.0,8485.6,7825.24,-642.96,-489.64,4.505,0.082,0.129
TARABA_DG1_And_DG2_1711697400_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-29 06:30:00,2024-03-29 06:45:00,1711697400,227.69,60.55,6.52,0.0,8485.6,7825.49,-642.96,-489.89,4.488,0.082,0.129
TARABA_DG1_And_DG2_1711698300_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-29 06:45:00,2024-03-29 07:00:00,1711698300,225.88,60.55,2.17,0.0,8485.6,7825.74,-642.96,-490.14,4.471,0.082,0.129
TARABA_DG1_And_DG2_1711699200_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-29 07:00:00,2024-03-29 07:15:00,1711699200,225.51,60.55,1.81,0.0,8485.6,7825.99,-642.96,-490.39,4.559,0.082,0.129
TARABA_DG1_And_DG2_1711700100_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-29 07:15:00,2024-03-29 07:30:00,1711700100,223.34,60.55,2.9,0.0,8485.6,7826.24,-642.96,-490.64,4.424,0.082,0.129
TARABA_DG1_And_DG2_1711701000_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-29 07:30:00,2024-03-29 07:45:00,1711701000,220.08,60.55,3.26,0.0,8485.6,7826.49,-642.96,-490.89,4.42,0.082,0.129
TARABA_DG1_And_DG2_1711701900_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-29 07:45:00,2024-03-29 08:00:00,1711701900,218.99,60.55,5.07,0.0,8485.6,7826.74,-642.96,-491.14,4.368,0.082,0.129
TARABA_DG1_And_DG2_1711702800_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-29 08:00:00,2024-03-29 08:15:00,1711702800,217.54,60.55,3.26,0.0,8485.6,7826.99,-642.96,-491.39,4.46,0.082,0.129
TARABA_DG1_And_DG2_1711703700_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-29 08:15:00,2024-03-29 08:30:00,1711703700,215.72,60.55,1.81,0.0,8485.6,7827.24,-642.96,-491.64,4.462,0.099,0.149
TARABA_DG1_And_DG2_1711704600_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-29 08:30:00,2024-03-29 08:45:00,1711704600,213.55,60.55,2.17,0.0,8485.6,7827.49,-642.96,-491.89,4.451,0.106,0.156
TARABA_DG1_And_DG2_1711705500_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-29 08:45:00,2024-03-29 09:00:00,1711705500,211.01,60.55,2.54,0.0,8485.6,7827.74,-642.96,-492.14,4.52,0.105,0.155
TARABA_DG1_And_DG2_1711706400_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-29 09:00:00,2024-03-29 09:15:00,1711706400,210.65,60.55,0.0,0.0,8485.6,7827.99,-642.96,-492.39,4.69,0.107,0.157
TARABA_DG1_And_DG2_1711707300_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-29 09:15:00,2024-03-29 09:30:00,1711707300,210.65,60.55,0.36,0.0,8485.6,7828.03,-642.96,-492.43,0.772,0.084,4.779
TARABA_DG1_And_DG2_1711708200_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-29 09:30:00,2024-03-29 09:45:00,1711708200,210.65,60.55,0.0,0.0,8485.6,7828.03,-642.96,-492.43,0.127,0.086,6.416
TARABA_DG1_And_DG2_1711709100_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-29 09:45:00,2024-03-29 10:00:00,1711709100,210.65,60.55,0.0,0.0,8485.6,7828.03,-642.96,-492.43,0.127,0.087,5.096
TARABA_DG1_And_DG2_1711710000_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-29 10:00:00,2024-03-29 10:15:00,1711710000,210.65,60.55,0.0,0.0,8485.6,7828.03,-642.96,-492.43,0.127,0.088,4.891
TARABA_DG1_And_DG2_1711710900_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-29 10:15:00,2024-03-29 10:30:00,1711710900,210.65,60.55,0.0,0.0,8485.6,7828.03,-642.96,-492.43,0.127,0.087,4.949
TARABA_DG1_And_DG2_1711711800_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-29 10:30:00,2024-03-29 10:45:00,1711711800,210.65,60.55,0.0,0.0,8485.6,7828.03,-642.96,-492.43,0.127,0.087,4.919
TARABA_DG1_And_DG2_1711712700_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-29 10:45:00,2024-03-29 11:00:00,1711712700,210.65,60.55,0.0,0.0,8485.6,7828.03,-642.96,-492.43,0.127,0.088,5.053
TARABA_DG1_And_DG2_1711713600_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-29 11:00:00,2024-03-29 11:15:00,1711713600,210.65,60.55,0.0,0.0,8485.6,7828.03,-642.96,-492.43,0.127,0.09,5.04
TARABA_DG1_And_DG2_1711714500_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-29 11:15:00,2024-03-29 11:30:00,1711714500,210.65,60.55,0.0,0.0,8485.6,7828.03,-642.96,-492.43,0.127,0.09,5.014
