key,start,end,epoch,tankl1,tankl2,deltal1,deltal2,hrs1,hrs2,deltahrs1,deltahrs2,GB1_kwh,GB2_kwh
CALABAR_DG1_And_DG2_1700784000_GEN-00980B76_GRID-00980A9C,2023-11-23 23:00:00,2023-11-23 23:15:00,1700784000,34.99,21.00,0.0,0.45,14,973.30,-14,-973.30,0.261,0.0
CALABAR_DG1_And_DG2_1700784900_GEN-00980B76_GRID-00980A9C,2023-11-23 23:15:00,2023-11-23 23:30:00,1700784900,34.99,20.35,0.0,0.65,14,973.30,-14,-973.30,0.262,0.0
CALABAR_DG1_And_DG2_1700785800_GEN-00980B76_GRID-00980A9C,2023-11-23 23:30:00,2023-11-23 23:45:00,1700785800,34.99,19.70,0.0,0.73,14,973.30,-14,-973.30,0.254,0.0
CALABAR_DG1_And_DG2_1700786700_GEN-00980B76_GRID-00980A9C,2023-11-23 23:45:00,2023-11-24 00:00:00,1700786700,34.99,19.61,0.0,0.09,14,973.30,-14,-973.30,0.013,0.406
CALABAR_DG1_And_DG2_1700787600_GEN-00980B76_GRID-00980A9C,2023-11-24 00:00:00,2023-11-24 00:15:00,1700787600,34.99,19.61,0.0,0.0,14,973.30,-14,-973.30,0.003,0.461
CALABAR_DG1_And_DG2_1700788500_GEN-00980B76_GRID-00980A9C,2023-11-24 00:15:00,2023-11-24 00:30:00,1700788500,34.99,19.61,0.0,0.0,14,973.30,-14,-973.30,0.004,0.484
CALABAR_DG1_And_DG2_1700789400_GEN-00980B76_GRID-00980A9C,2023-11-24 00:30:00,2023-11-24 00:45:00,1700789400,34.99,19.61,0.0,0.0,14,973.30,-14,-973.30,0.003,0.485
CALABAR_DG1_And_DG2_1700790300_GEN-00980B76_GRID-00980A9C,2023-11-24 00:45:00,2023-11-24 01:00:00,1700790300,34.99,19.61,0.0,0.0,14,973.30,-14,-973.30,0.002,0.493
CALABAR_DG1_And_DG2_1700791200_GEN-00980B76_GRID-00980A9C,2023-11-24 01:00:00,2023-11-24 01:15:00,1700791200,34.99,19.61,0.0,0.0,14,973.30,-14,-973.30,0.004,0.487
CALABAR_DG1_And_DG2_1700792100_GEN-00980B76_GRID-00980A9C,2023-11-24 01:15:00,2023-11-24 01:30:00,1700792100,34.99,19.61,0.0,0.0,14,973.30,-14,-973.30,0.004,0.463
