key,start,end,epoch,tankl1,tankl2,deltal1,deltal2,hrs1,hrs2,deltahrs1,deltahrs2,GB1_kwh,GB2_kwh,GB3_kwh
TARABA_DG1_And_DG2_1714608000_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-01 23:00:00,2024-05-01 23:15:00,1714608000,41,135.73,0.0,1.13,8826.42,7975.41,-983.78,-639.81,0.457,2.451,0.184
TARABA_DG1_And_DG2_1714608900_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-01 23:15:00,2024-05-01 23:30:00,1714608900,41,133.85,0.0,1.88,8826.67,7975.41,-984.03,-639.81,0.431,2.486,0.184
TARABA_DG1_And_DG2_1714609800_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-01 23:30:00,2024-05-01 23:45:00,1714609800,41,132.73,0.0,1.12,8826.93,7975.41,-984.29,-639.81,0.425,2.655,0.184
TARABA_DG1_And_DG2_1714610700_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-01 23:45:00,2024-05-02 00:00:00,1714610700,41,130.85,0.0,1.88,8827.17,7975.41,-984.53,-639.81,0.422,2.455,0.184
TARABA_DG1_And_DG2_1714611600_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-02 00:00:00,2024-05-02 00:15:00,1714611600,41,128.59,0.0,1.88,8827.42,7975.41,-984.78,-639.81,0.423,2.18,0.184
TARABA_DG1_And_DG2_1714612500_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-02 00:15:00,2024-05-02 00:30:00,1714612500,41,128.21,0.0,0.38,8827.67,7975.41,-985.03,-639.81,0.42,2.132,0.184
TARABA_DG1_And_DG2_1714613400_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-02 00:30:00,2024-05-02 00:45:00,1714613400,41,127.09,0.0,1.13,8827.92,7975.41,-985.28,-639.81,0.419,2.112,0.184
TARABA_DG1_And_DG2_1714614300_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-02 00:45:00,2024-05-02 01:00:00,1714614300,41,125.21,0.0,2.25,8828.17,7975.41,-985.53,-639.81,0.422,2.122,0.184
TARABA_DG1_And_DG2_1714615200_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-02 01:00:00,2024-05-02 01:15:00,1714615200,41,123.7,0.0,1.50,8828.42,7975.41,-985.78,-639.81,0.437,2.117,0.184
TARABA_DG1_And_DG2_1714616100_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-02 01:15:00,2024-05-02 01:30:00,1714616100,41,121.82,0.0,1.88,8828.67,7975.41,-986.03,-639.81,1.299,2.191,0.184
TARABA_DG1_And_DG2_1714617000_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-02 01:30:00,2024-05-02 01:45:00,1714617000,41,121.07,0.0,0.37,8828.92,7975.41,-986.28,-639.81,2.779,2.172,0.184
TARABA_DG1_And_DG2_1714617900_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-02 01:45:00,2024-05-02 02:00:00,1714617900,41,119.57,0.0,1.88,8829.17,7975.41,-986.53,-639.81,2.496,2.133,0.184
TARABA_DG1_And_DG2_1714618800_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-02 02:00:00,2024-05-02 02:15:00,1714618800,41,118.06,0.0,1.50,8829.4,7975.41,-986.76,-639.81,2.398,2.241,0.184
