key,start,end,epoch,tankl1,tankl2,deltal1,deltal2,hrs1,hrs2,deltahrs1,deltahrs2,GB1_kwh,GB2_kwh
CALABAR_DG1_And_DG2_1709424000_GEN-00980B76_GRID-00980A9C,2024-03-02 23:00:00,2024-03-02 23:15:00,1709424000,36.36,30.52,0.0,0.73,15764.53,14487.84,-15749.53,-14229.55,0.228,0.051
CALABAR_DG1_And_DG2_1709424900_GEN-00980B76_GRID-00980A9C,2024-03-02 23:15:00,2024-03-02 23:30:00,1709424900,36.36,30.05,0.0,0.38,15764.53,14488.09,-15749.53,-14229.80,0.232,0.057
CALABAR_DG1_And_DG2_1709425800_GEN-00980B76_GRID-00980A9C,2024-03-02 23:30:00,2024-03-02 23:45:00,1709425800,36.36,29.4,0.0,0.73,15764.53,14488.34,-15749.53,-14230.05,0.238,0.057
CALABAR_DG1_And_DG2_1709426700_GEN-00980B76_GRID-00980A9C,2024-03-02 23:45:00,2024-03-03 00:00:00,1709426700,36.36,28.84,0.0,0.47,15764.53,14488.59,-15749.53,-14230.30,0.234,0.06
CALABAR_DG1_And_DG2_1709427600_GEN-00980B76_GRID-00980A9C,2024-03-03 00:00:00,2024-03-03 00:15:00,1709427600,36.36,28.28,0.0,0.64,15764.53,14488.84,-15749.53,-14230.55,0.226,0.063
CALABAR_DG1_And_DG2_1709428500_GEN-00980B76_GRID-00980A9C,2024-03-03 00:15:00,2024-03-03 00:30:00,1709428500,36.36,27.72,0.0,0.47,15764.53,14489.09,-15749.53,-14230.80,0.218,0.059
CALABAR_DG1_And_DG2_1709429400_GEN-00980B76_GRID-00980A9C,2024-03-03 00:30:00,2024-03-03 00:45:00,1709429400,36.36,27.16,0.0,0.64,15764.53,14489.34,-15749.53,-14231.05,0.24,0.057
CALABAR_DG1_And_DG2_1709430300_GEN-00980B76_GRID-00980A9C,2024-03-03 00:45:00,2024-03-03 01:00:00,1709430300,36.36,26.6,0.0,0.47,15764.53,14489.59,-15749.53,-14231.30,0.221,0.061
CALABAR_DG1_And_DG2_1709431200_GEN-00980B76_GRID-00980A9C,2024-03-03 01:00:00,2024-03-03 01:15:00,1709431200,36.36,26.04,0.0,0.64,15764.53,14489.84,-15749.53,-14231.55,0.235,0.06
CALABAR_DG1_And_DG2_1709432100_GEN-00980B76_GRID-00980A9C,2024-03-03 01:15:00,2024-03-03 01:30:00,1709432100,36.36,25.39,0.0,0.55,15764.53,14490.09,-15749.53,-14231.80,0.229,0.059
