key,start,end,epoch,tankl1,tankl2,deltal1,deltal2,hrs1,hrs2,deltahrs1,deltahrs2,GB1_kwh,GB2_kwh,GB3_kwh
TARABA_DG1_And_DG2_1714953600_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-05 23:00:00,2024-05-05 23:15:00,1714953600,41,156.79,0.0,1.5,8922.4,7975.41,-1079.76,-639.81,0.0,0.0,0.0
TARABA_DG1_And_DG2_1714954500_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-05 23:15:00,2024-05-05 23:30:00,1714954500,41,155.28,0.0,1.88,8922.65,7975.41,-1080.01,-639.81,0.0,0.0,0.0
TARABA_DG1_And_DG2_1714955400_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-05 23:30:00,2024-05-05 23:45:00,1714955400,41,153.03,0.0,2.25,8922.9,7975.41,-1080.26,-639.81,0.0,0.0,0.0
TARABA_DG1_And_DG2_1714956300_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-05 23:45:00,2024-05-06 00:00:00,1714956300,41,152.65,0.0,0.38,8923.15,7975.41,-1080.51,-639.81,0.0,0.0,0.0
TARABA_DG1_And_DG2_1714957200_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-06 00:00:00,2024-05-06 00:15:00,1714957200,41,151.52,0.0,1.13,8923.4,7975.41,-1080.76,-639.81,0.0,0.0,0.0
TARABA_DG1_And_DG2_1714958100_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-06 00:15:00,2024-05-06 00:30:00,1714958100,41,150.77,0.0,0.75,8923.65,7975.41,-1081.01,-639.81,0.0,0.0,0.0
TARABA_DG1_And_DG2_1714959000_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-06 00:30:00,2024-05-06 00:45:00,1714959000,41,149.64,0.0,1.13,8923.9,7975.41,-1081.26,-639.81,0.0,0.0,0.0
TARABA_DG1_And_DG2_1714959900_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-06 00:45:00,2024-05-06 01:00:00,1714959900,41,147.76,0.0,1.88,8924.15,7975.41,-1081.51,-639.81,0.0,0.0,0.0
TARABA_DG1_And_DG2_1714960800_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-06 01:00:00,2024-05-06 01:15:00,1714960800,41,147.39,0.0,0.37,8924.4,7975.41,-1081.76,-639.81,0.0,0.0,0.0
TARABA_DG1_And_DG2_1714961700_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-06 01:15:00,2024-05-06 01:30:00,1714961700,41,144.76,0.0,2.63,8924.65,7975.41,-1082.01,-639.81,0.0,0.0,0.0
TARABA_DG1_And_DG2_1714962600_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-06 01:30:00,2024-05-06 01:45:00,1714962600,41,144.38,0.0,0.38,8924.9,7975.41,-1082.26,-639.81,0.0,0.0,0.0
TARABA_DG1_And_DG2_1714963500_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-06 01:45:00,2024-05-06 02:00:00,1714963500,41,143.25,0.0,1.13,8925.15,7975.41,-1082.51,-639.81,0.0,0.0,0.0
TARABA_DG1_And_DG2_1714964400_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-06 02:00:00,2024-05-06 02:15:00,1714964400,41,142.5,0.0,0.75,8925.4,7975.41,-1082.76,-639.81,0.0,0.0,0.0
TARABA_DG1_And_DG2_1714965300_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-06 02:15:00,2024-05-06 02:30:00,1714965300,41,140.24,0.0,1.88,8925.65,7975.41,-1083.01,-639.81,0.0,0.0,0.0
TARABA_DG1_And_DG2_1714966200_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-06 02:30:00,2024-05-06 02:45:00,1714966200,41,138.74,0.0,1.88,8925.9,7975.41,-1083.26,-639.81,0.0,0.0,0.0
TARABA_DG1_And_DG2_1714967100_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-06 02:45:00,2024-05-06 03:00:00,1714967100,41,137.61,0.0,1.13,8926.15,7975.41,-1083.51,-639.81,0.0,0.0,0.0
TARABA_DG1_And_DG2_1714968000_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-06 03:00:00,2024-05-06 03:15:00,1714968000,41,136.49,0.0,1.12,8926.4,7975.41,-1083.76,-639.81,0.0,0.0,0.0
TARABA_DG1_And_DG2_1714968900_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-06 03:15:00,2024-05-06 03:30:00,1714968900,41,134.98,0.0,1.13,8926.65,7975.41,-1084.01,-639.81,0.0,0.0,0.0
TARABA_DG1_And_DG2_1714969800_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-06 03:30:00,2024-05-06 03:45:00,1714969800,41,133.48,0.0,1.88,8926.9,7975.41,-1084.26,-639.81,0.0,0.0,0.0
TARABA_DG1_And_DG2_1714970700_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-06 03:45:00,2024-05-06 04:00:00,1714970700,41,133.48,0.0,0.0,8927.15,7975.41,-1084.51,-639.81,0.0,0.0,0.0
TARABA_DG1_And_DG2_1714971600_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-06 04:00:00,2024-05-06 04:15:00,1714971600,41,131.97,0.0,1.50,8927.4,7975.41,-1084.76,-639.81,0.0,0.0,0.0
TARABA_DG1_And_DG2_1714972500_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-06 04:15:00,2024-05-06 04:30:00,1714972500,41,129.72,0.0,2.25,8927.65,7975.41,-1085.01,-639.81,0.0,0.0,0.0
TARABA_DG1_And_DG2_1714973400_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-06 04:30:00,2024-05-06 04:45:00,1714973400,41,128.97,0.0,0.75,8927.9,7975.41,-1085.26,-639.81,0.0,0.0,0.0
TARABA_DG1_And_DG2_1714974300_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-06 04:45:00,2024-05-06 05:00:00,1714974300,41,127.84,0.0,1.13,8928.15,7975.41,-1085.51,-639.81,0.0,0.0,0.0
TARABA_DG1_And_DG2_1714975200_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-06 05:00:00,2024-05-06 05:15:00,1714975200,41,126.34,0.0,1.5,8928.4,7975.41,-1085.76,-639.81,0.0,0.0,0.0
TARABA_DG1_And_DG2_1714976100_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-06 05:15:00,2024-05-06 05:30:00,1714976100,41,124.46,0.0,1.88,8928.65,7975.41,-1086.01,-639.81,0.0,0.0,0.0
TARABA_DG1_And_DG2_1714977000_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-06 05:30:00,2024-05-06 05:45:00,1714977000,41,159.79,0.0,0.38,8928.91,7975.41,-1086.27,-639.81,0.0,0.0,0.0
TARABA_DG1_And_DG2_1714977900_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-06 05:45:00,2024-05-06 06:00:00,1714977900,41,186.86,0.0,1.5,8929.16,7975.41,-1086.52,-639.81,0.0,0.0,0.0
TARABA_DG1_And_DG2_1714978800_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-06 06:00:00,2024-05-06 06:15:00,1714978800,41,184.98,0.0,1.88,8929.41,7975.41,-1086.77,-639.81,0.0,0.0,0.0
TARABA_DG1_And_DG2_1714979700_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-06 06:15:00,2024-05-06 06:30:00,1714979700,41,183.1,0.0,1.88,8929.66,7975.41,-1087.02,-639.81,0.0,0.0,0.0
TARABA_DG1_And_DG2_1714980600_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-06 06:30:00,2024-05-06 06:45:00,1714980600,41,181.22,0.0,1.88,8929.91,7975.41,-1087.27,-639.81,0.0,0.0,0.0
TARABA_DG1_And_DG2_1714981500_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-06 06:45:00,2024-05-06 07:00:00,1714981500,41,178.59,0.0,2.63,8930.16,7975.41,-1087.52,-639.81,0.0,0.0,0.0
TARABA_DG1_And_DG2_1714982400_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-06 07:00:00,2024-05-06 07:15:00,1714982400,41,177.09,0.0,0.38,8930.41,7975.41,-1087.77,-639.81,0.0,0.0,0.0
