key,start,end,epoch,tankl1,tankl2,deltal1,deltal2,hrs1,hrs2,deltahrs1,deltahrs2,GB1_kwh,GB2_kwh,GB3_kwh
TARABA_DG1_And_DG2_1714780800_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-03 23:00:00,2024-05-03 23:15:00,1714780800,41,168.06,0.0,1.88,8874.4,7975.41,-1031.76,-639.81,1.664,0.0,0.0
TARABA_DG1_And_DG2_1714781700_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-03 23:15:00,2024-05-03 23:30:00,1714781700,41,167.31,0.0,0.75,8874.65,7975.41,-1032.01,-639.81,1.664,0.0,0.0
TARABA_DG1_And_DG2_1714782600_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-03 23:30:00,2024-05-03 23:45:00,1714782600,41,165.06,0.0,2.25,8874.9,7975.41,-1032.26,-639.81,1.625,0.0,0.0
TARABA_DG1_And_DG2_1714783500_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-03 23:45:00,2024-05-04 00:00:00,1714783500,41,163.18,0.0,1.88,8875.15,7975.41,-1032.51,-639.81,1.398,0.0,0.0
TARABA_DG1_And_DG2_1714784400_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-04 00:00:00,2024-05-04 00:15:00,1714784400,41,163.18,0.0,0.0,8875.4,7975.41,-1032.76,-639.81,0.57,0.0,0.0
TARABA_DG1_And_DG2_1714785300_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-04 00:15:00,2024-05-04 00:30:00,1714785300,41,161.3,0.0,1.88,8875.65,7975.41,-1033.01,-639.81,0.776,0.0,0.0
TARABA_DG1_And_DG2_1714786200_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-04 00:30:00,2024-05-04 00:45:00,1714786200,41,160.54,0.0,0.76,8875.9,7975.41,-1033.26,-639.81,0.533,0.0,0.0
TARABA_DG1_And_DG2_1714787100_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-04 00:45:00,2024-05-04 01:00:00,1714787100,41,159.04,0.0,1.5,8876.15,7975.41,-1033.51,-639.81,0.0,0.0,0.0
TARABA_DG1_And_DG2_1714788000_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-04 01:00:00,2024-05-04 01:15:00,1714788000,41,157.54,0.0,1.5,8876.4,7975.41,-1033.76,-639.81,0.0,0.0,0.0
TARABA_DG1_And_DG2_1714788900_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-04 01:15:00,2024-05-04 01:30:00,1714788900,41,156.03,0.0,1.50,8876.65,7975.41,-1034.01,-639.81,0.033,0.0,0.0
TARABA_DG1_And_DG2_1714789800_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-04 01:30:00,2024-05-04 01:45:00,1714789800,41,154.15,0.0,1.88,8876.9,7975.41,-1034.26,-639.81,0.779,0.0,0.0
