key,start,end,epoch,tankl1,tankl2,deltal1,deltal2,hrs1,hrs2,deltahrs1,deltahrs2,GB1_kwh,GB2_kwh,GB3_kwh
TARABA_DG1_And_DG2_1711584000_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-27 23:00:00,2024-03-27 23:15:00,1711584000,244,153.03,0.0,1.13,8470.12,7823.95,-627.48,-488.35,0.123,3.965,0.127
TARABA_DG1_And_DG2_1711584900_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-27 23:15:00,2024-03-27 23:30:00,1711584900,244,151.9,0.0,1.88,8470.37,7823.95,-627.73,-488.35,0.123,3.851,0.127
TARABA_DG1_And_DG2_1711585800_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-27 23:30:00,2024-03-27 23:45:00,1711585800,244,150.77,0.0,1.13,8470.42,7823.95,-627.78,-488.35,0.125,1.141,2.955
TARABA_DG1_And_DG2_1711586700_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-27 23:45:00,2024-03-28 00:00:00,1711586700,244,150.77,0.0,0.0,8470.42,7823.95,-627.78,-488.35,0.125,0.063,4.322
TARABA_DG1_And_DG2_1711587600_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-28 00:00:00,2024-03-28 00:15:00,1711587600,244,150.77,0.0,0.0,8470.42,7823.95,-627.78,-488.35,0.125,0.058,4.191
TARABA_DG1_And_DG2_1711588500_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-28 00:15:00,2024-03-28 00:30:00,1711588500,244,150.77,0.0,0.0,8470.42,7823.95,-627.78,-488.35,0.125,0.056,4.223
TARABA_DG1_And_DG2_1711589400_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-28 00:30:00,2024-03-28 00:45:00,1711589400,244,150.77,0.0,0.0,8470.42,7823.95,-627.78,-488.35,0.125,0.055,4.305
TARABA_DG1_And_DG2_1711590300_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-28 00:45:00,2024-03-28 01:00:00,1711590300,244,150.77,0.0,0.0,8470.42,7823.95,-627.78,-488.35,0.125,0.06,4.262
TARABA_DG1_And_DG2_1711591200_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-28 01:00:00,2024-03-28 01:15:00,1711591200,244,150.77,0.0,0.0,8470.42,7823.95,-627.78,-488.35,0.125,0.061,4.503
TARABA_DG1_And_DG2_1711592100_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-28 01:15:00,2024-03-28 01:30:00,1711592100,244,150.77,0.0,0.0,8470.42,7823.95,-627.78,-488.35,0.125,0.061,4.321
TARABA_DG1_And_DG2_1711593000_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-28 01:30:00,2024-03-28 01:45:00,1711593000,244,150.77,0.0,0.0,8470.42,7823.95,-627.78,-488.35,0.125,0.061,4.343
TARABA_DG1_And_DG2_1711593900_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-28 01:45:00,2024-03-28 02:00:00,1711593900,244,150.77,0.0,0.0,8470.42,7823.95,-627.78,-488.35,0.125,0.061,4.27
TARABA_DG1_And_DG2_1711594800_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-28 02:00:00,2024-03-28 02:15:00,1711594800,244,150.77,0.0,0.0,8470.42,7823.95,-627.78,-488.35,0.125,0.059,4.209
TARABA_DG1_And_DG2_1711595700_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-28 02:15:00,2024-03-28 02:30:00,1711595700,244,150.77,0.0,0.0,8470.42,7823.95,-627.78,-488.35,0.125,0.06,4.208
TARABA_DG1_And_DG2_1711596600_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-28 02:30:00,2024-03-28 02:45:00,1711596600,244,150.77,0.0,0.0,8470.42,7823.95,-627.78,-488.35,0.125,0.061,4.276
TARABA_DG1_And_DG2_1711597500_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-28 02:45:00,2024-03-28 03:00:00,1711597500,244,150.77,0.0,0.0,8470.42,7823.95,-627.78,-488.35,0.125,0.059,4.374
TARABA_DG1_And_DG2_1711598400_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-28 03:00:00,2024-03-28 03:15:00,1711598400,244,150.77,0.0,0.0,8470.42,7823.95,-627.78,-488.35,0.125,0.06,4.253
