key,start,end,epoch,tankl1,tankl2,deltal1,deltal2,hrs1,hrs2,deltahrs1,deltahrs2,GB1_kwh,GB2_kwh,GB3_kwh
TARABA_DG1_And_DG2_1715472000_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-11 23:00:00,2024-05-11 23:15:00,1715472000,54.05,128.21,0.0,0.0,8968.28,7975.41,-1125.64,-639.81,2.12,0.0,0.034
TARABA_DG1_And_DG2_1715472900_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-11 23:15:00,2024-05-11 23:30:00,1715472900,54.05,128.21,0.0,0.0,8968.28,7975.41,-1125.64,-639.81,2.074,0.0,0.029
TARABA_DG1_And_DG2_1715473800_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-11 23:30:00,2024-05-11 23:45:00,1715473800,54.05,128.21,0.0,0.0,8968.28,7975.41,-1125.64,-639.81,2.071,0.0,0.029
TARABA_DG1_And_DG2_1715474700_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-11 23:45:00,2024-05-12 00:00:00,1715474700,54.05,128.21,0.0,0.0,8968.28,7975.41,-1125.64,-639.81,2.122,0.0,0.032
TARABA_DG1_And_DG2_1715475600_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-12 00:00:00,2024-05-12 00:15:00,1715475600,54.05,128.21,0.0,0.0,8968.28,7975.41,-1125.64,-639.81,2.053,0.0,0.033
TARABA_DG1_And_DG2_1715476500_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-12 00:15:00,2024-05-12 00:30:00,1715476500,54.05,128.21,0.0,0.0,8968.28,7975.41,-1125.64,-639.81,2.062,0.0,0.03
TARABA_DG1_And_DG2_1715477400_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-12 00:30:00,2024-05-12 00:45:00,1715477400,54.05,128.21,0.0,0.0,8968.28,7975.41,-1125.64,-639.81,2.084,0.0,0.033
TARABA_DG1_And_DG2_1715478300_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-12 00:45:00,2024-05-12 01:00:00,1715478300,54.05,128.21,0.0,0.0,8968.28,7975.41,-1125.64,-639.81,2.148,0.0,0.029
TARABA_DG1_And_DG2_1715479200_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-12 01:00:00,2024-05-12 01:15:00,1715479200,54.05,128.21,0.0,0.0,8968.28,7975.41,-1125.64,-639.81,2.179,0.0,0.037
TARABA_DG1_And_DG2_1715480100_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-12 01:15:00,2024-05-12 01:30:00,1715480100,54.05,128.21,0.0,0.0,8968.28,7975.41,-1125.64,-639.81,2.21,0.0,0.041
TARABA_DG1_And_DG2_1715481000_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-12 01:30:00,2024-05-12 01:45:00,1715481000,54.05,128.21,0.0,0.0,8968.28,7975.41,-1125.64,-639.81,2.068,0.0,0.034
TARABA_DG1_And_DG2_1715481900_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-12 01:45:00,2024-05-12 02:00:00,1715481900,54.05,128.21,0.0,0.0,8968.28,7975.41,-1125.64,-639.81,2.053,0.0,0.037
TARABA_DG1_And_DG2_1715482800_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-12 02:00:00,2024-05-12 02:15:00,1715482800,54.05,128.21,0.0,0.0,8968.28,7975.41,-1125.64,-639.81,2.08,0.0,0.038
TARABA_DG1_And_DG2_1715483700_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-12 02:15:00,2024-05-12 02:30:00,1715483700,54.05,128.21,0.0,0.0,8968.28,7975.41,-1125.64,-639.81,2.053,0.0,0.039
TARABA_DG1_And_DG2_1715484600_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-12 02:30:00,2024-05-12 02:45:00,1715484600,54.05,128.21,0.0,0.0,8968.28,7975.41,-1125.64,-639.81,2.06,0.0,0.035
TARABA_DG1_And_DG2_1715485500_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-12 02:45:00,2024-05-12 03:00:00,1715485500,54.05,128.21,0.0,0.0,8968.28,7975.41,-1125.64,-639.81,2.05,0.0,0.035
TARABA_DG1_And_DG2_1715486400_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-12 03:00:00,2024-05-12 03:15:00,1715486400,54.05,128.21,0.0,0.0,8968.28,7975.41,-1125.64,-639.81,2.042,0.0,0.041
TARABA_DG1_And_DG2_1715487300_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-12 03:15:00,2024-05-12 03:30:00,1715487300,54.05,128.21,0.0,0.0,8968.28,7975.41,-1125.64,-639.81,2.053,0.0,0.034
TARABA_DG1_And_DG2_1715488200_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-12 03:30:00,2024-05-12 03:45:00,1715488200,54.05,128.21,0.0,0.0,8968.28,7975.41,-1125.64,-639.81,1.987,0.0,0.033
TARABA_DG1_And_DG2_1715489100_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-12 03:45:00,2024-05-12 04:00:00,1715489100,54.05,128.21,0.0,0.0,8968.28,7975.41,-1125.64,-639.81,1.959,0.0,0.029
TARABA_DG1_And_DG2_1715490000_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-12 04:00:00,2024-05-12 04:15:00,1715490000,54.05,128.21,0.0,0.0,8968.28,7975.41,-1125.64,-639.81,1.332,0.0,1.488
TARABA_DG1_And_DG2_1715490900_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-12 04:15:00,2024-05-12 04:30:00,1715490900,54.05,128.21,0.0,0.0,8968.28,7975.41,-1125.64,-639.81,1.379,0.0,1.404
TARABA_DG1_And_DG2_1715491800_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-12 04:30:00,2024-05-12 04:45:00,1715491800,54.05,128.21,0.0,0.0,8968.28,7975.41,-1125.64,-639.81,1.376,0.0,1.459
TARABA_DG1_And_DG2_1715492700_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-12 04:45:00,2024-05-12 05:00:00,1715492700,54.05,128.21,0.0,0.0,8968.28,7975.41,-1125.64,-639.81,1.374,0.0,1.329
TARABA_DG1_And_DG2_1715493600_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-12 05:00:00,2024-05-12 05:15:00,1715493600,54.05,128.21,0.0,0.0,8968.28,7975.41,-1125.64,-639.81,1.363,0.0,1.352
TARABA_DG1_And_DG2_1715494500_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-12 05:15:00,2024-05-12 05:30:00,1715494500,54.05,128.21,0.0,0.0,8968.28,7975.41,-1125.64,-639.81,1.357,0.0,1.603
TARABA_DG1_And_DG2_1715495400_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-12 05:30:00,2024-05-12 05:45:00,1715495400,54.05,128.21,0.0,0.0,8968.28,7975.41,-1125.64,-639.81,1.318,0.0,1.589
TARABA_DG1_And_DG2_1715496300_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-12 05:45:00,2024-05-12 06:00:00,1715496300,54.05,128.21,0.0,0.0,8968.28,7975.41,-1125.64,-639.81,1.418,0.004,1.441
TARABA_DG1_And_DG2_1715497200_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-12 06:00:00,2024-05-12 06:15:00,1715497200,54.05,128.21,0.0,0.0,8968.28,7975.41,-1125.64,-639.81,1.997,0.01,0.168
TARABA_DG1_And_DG2_1715498100_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-12 06:15:00,2024-05-12 06:30:00,1715498100,54.05,128.21,0.0,0.0,8968.28,7975.41,-1125.64,-639.81,2.136,0.015,0.094
TARABA_DG1_And_DG2_1715499000_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-12 06:30:00,2024-05-12 06:45:00,1715499000,54.05,128.21,0.0,0.0,8968.28,7975.41,-1125.64,-639.81,2.028,0.001,0.094
TARABA_DG1_And_DG2_1715499900_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-12 06:45:00,2024-05-12 07:00:00,1715499900,54.05,128.21,0.0,0.0,8968.28,7975.41,-1125.64,-639.81,2.136,0.0,0.094
TARABA_DG1_And_DG2_1715500800_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-12 07:00:00,2024-05-12 07:15:00,1715500800,54.05,128.21,0.0,0.0,8968.28,7975.41,-1125.64,-639.81,2.068,0.012,0.095
TARABA_DG1_And_DG2_1715501700_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-12 07:15:00,2024-05-12 07:30:00,1715501700,54.05,128.21,0.0,0.0,8968.28,7975.41,-1125.64,-639.81,2.023,0.001,0.121
TARABA_DG1_And_DG2_1715502600_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-12 07:30:00,2024-05-12 07:45:00,1715502600,54.05,128.21,0.0,0.0,8968.28,7975.41,-1125.64,-639.81,1.692,0.026,1.351
TARABA_DG1_And_DG2_1715503500_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-12 07:45:00,2024-05-12 08:00:00,1715503500,54.05,128.21,0.0,0.0,8968.28,7975.41,-1125.64,-639.81,1.817,0.029,1.786
TARABA_DG1_And_DG2_1715504400_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-12 08:00:00,2024-05-12 08:15:00,1715504400,54.05,128.21,0.0,0.0,8968.28,7975.41,-1125.64,-639.81,1.807,0.026,1.515
TARABA_DG1_And_DG2_1715505300_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-12 08:15:00,2024-05-12 08:30:00,1715505300,54.05,128.21,0.0,0.0,8968.28,7975.41,-1125.64,-639.81,2.08,0.019,0.085
TARABA_DG1_And_DG2_1715506200_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-12 08:30:00,2024-05-12 08:45:00,1715506200,54.05,128.21,0.0,0.0,8968.28,7975.41,-1125.64,-639.81,1.835,0.012,0.666
TARABA_DG1_And_DG2_1715507100_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-12 08:45:00,2024-05-12 09:00:00,1715507100,54.05,128.21,0.0,0.0,8968.28,7975.41,-1125.64,-639.81,1.817,0.035,1.781
TARABA_DG1_And_DG2_1715508000_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-12 09:00:00,2024-05-12 09:15:00,1715508000,54.05,128.21,0.0,0.0,8968.28,7975.41,-1125.64,-639.81,1.808,0.031,2.087
TARABA_DG1_And_DG2_1715508900_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-12 09:15:00,2024-05-12 09:30:00,1715508900,54.05,128.21,0.0,0.0,8968.28,7975.41,-1125.64,-639.81,1.782,0.027,2.245
TARABA_DG1_And_DG2_1715509800_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-12 09:30:00,2024-05-12 09:45:00,1715509800,54.05,128.21,0.0,0.0,8968.28,7975.41,-1125.64,-639.81,1.793,0.027,2.244
TARABA_DG1_And_DG2_1715510700_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-12 09:45:00,2024-05-12 10:00:00,1715510700,54.05,128.21,0.0,0.0,8968.28,7975.41,-1125.64,-639.81,1.731,0.024,2.221
TARABA_DG1_And_DG2_1715511600_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-12 10:00:00,2024-05-12 10:15:00,1715511600,54.05,128.21,0.0,0.0,8968.28,7975.41,-1125.64,-639.81,1.799,0.026,2.329
TARABA_DG1_And_DG2_1715512500_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-12 10:15:00,2024-05-12 10:30:00,1715512500,54.05,128.21,0.0,0.0,8968.28,7975.41,-1125.64,-639.81,1.805,0.026,2.284
TARABA_DG1_And_DG2_1715513400_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-12 10:30:00,2024-05-12 10:45:00,1715513400,54.05,128.21,0.0,0.0,8968.28,7975.41,-1125.64,-639.81,2.189,0.007,0.667
TARABA_DG1_And_DG2_1715514300_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-12 10:45:00,2024-05-12 11:00:00,1715514300,54.05,128.21,0.0,0.0,8968.28,7975.41,-1125.64,-639.81,2.364,0.0,0.078
TARABA_DG1_And_DG2_1715515200_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-12 11:00:00,2024-05-12 11:15:00,1715515200,54.05,128.21,0.0,0.0,8968.28,7975.41,-1125.64,-639.81,2.507,0.0,0.082
TARABA_DG1_And_DG2_1715516100_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-12 11:15:00,2024-05-12 11:30:00,1715516100,54.05,128.21,0.0,0.0,8968.28,7975.41,-1125.64,-639.81,2.561,0.0,0.084
TARABA_DG1_And_DG2_1715517000_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-12 11:30:00,2024-05-12 11:45:00,1715517000,54.05,128.21,0.0,0.0,8968.28,7975.41,-1125.64,-639.81,2.558,0.0,0.08
TARABA_DG1_And_DG2_1715517900_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-12 11:45:00,2024-05-12 12:00:00,1715517900,54.05,128.21,0.0,0.0,8968.28,7975.41,-1125.64,-639.81,2.329,0.0,0.07
TARABA_DG1_And_DG2_1715518800_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-12 12:00:00,2024-05-12 12:15:00,1715518800,54.05,128.21,0.0,0.0,8968.28,7975.41,-1125.64,-639.81,2.523,0.002,0.074
TARABA_DG1_And_DG2_1715519700_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-12 12:15:00,2024-05-12 12:30:00,1715519700,54.05,128.21,0.0,0.0,8968.28,7975.41,-1125.64,-639.81,2.38,0.001,0.069
TARABA_DG1_And_DG2_1715520600_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-12 12:30:00,2024-05-12 12:45:00,1715520600,54.05,128.21,0.0,0.0,8968.28,7975.41,-1125.64,-639.81,2.741,0.0,0.086
TARABA_DG1_And_DG2_1715521500_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-12 12:45:00,2024-05-12 13:00:00,1715521500,54.05,128.21,0.0,0.0,8968.28,7975.41,-1125.64,-639.81,2.597,0.008,0.086
TARABA_DG1_And_DG2_1715522400_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-12 13:00:00,2024-05-12 13:15:00,1715522400,54.05,128.21,0.0,0.0,8968.28,7975.41,-1125.64,-639.81,2.571,0.008,0.086
TARABA_DG1_And_DG2_1715523300_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-12 13:15:00,2024-05-12 13:30:00,1715523300,54.05,128.21,0.0,0.0,8968.28,7975.41,-1125.64,-639.81,2.544,0.033,0.083
TARABA_DG1_And_DG2_1715524200_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-12 13:30:00,2024-05-12 13:45:00,1715524200,54.05,128.21,0.0,0.0,8968.28,7975.41,-1125.64,-639.81,2.541,0.015,0.082
TARABA_DG1_And_DG2_1715525100_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-12 13:45:00,2024-05-12 14:00:00,1715525100,54.05,128.21,0.0,0.0,8968.28,7975.41,-1125.64,-639.81,2.577,0.0,0.085
TARABA_DG1_And_DG2_1715526000_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-12 14:00:00,2024-05-12 14:15:00,1715526000,54.05,128.21,0.0,0.0,8968.28,7975.41,-1125.64,-639.81,2.554,0.018,0.085
TARABA_DG1_And_DG2_1715526900_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-12 14:15:00,2024-05-12 14:30:00,1715526900,54.05,128.21,0.0,0.0,8968.28,7975.41,-1125.64,-639.81,2.609,0.016,0.068
TARABA_DG1_And_DG2_1715527800_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-12 14:30:00,2024-05-12 14:45:00,1715527800,54.05,128.21,0.0,0.0,8968.28,7975.41,-1125.64,-639.81,2.413,0.008,0.082
TARABA_DG1_And_DG2_1715528700_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-12 14:45:00,2024-05-12 15:00:00,1715528700,54.05,128.21,0.0,0.0,8968.28,7975.41,-1125.64,-639.81,2.199,0.01,0.521
TARABA_DG1_And_DG2_1715529600_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-12 15:00:00,2024-05-12 15:15:00,1715529600,54.05,128.21,0.0,0.0,8968.28,7975.41,-1125.64,-639.81,1.734,0.024,2.277
TARABA_DG1_And_DG2_1715530500_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-12 15:15:00,2024-05-12 15:30:00,1715530500,54.05,128.21,0.0,0.0,8968.28,7975.41,-1125.64,-639.81,1.784,0.026,2.147
TARABA_DG1_And_DG2_1715531400_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-12 15:30:00,2024-05-12 15:45:00,1715531400,54.05,128.21,0.0,0.0,8968.28,7975.41,-1125.64,-639.81,1.772,0.026,2.195
TARABA_DG1_And_DG2_1715532300_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-12 15:45:00,2024-05-12 16:00:00,1715532300,54.05,128.21,0.0,0.0,8968.28,7975.41,-1125.64,-639.81,1.748,0.025,2.22
TARABA_DG1_And_DG2_1715533200_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-12 16:00:00,2024-05-12 16:15:00,1715533200,54.05,128.21,0.0,0.0,8968.28,7975.41,-1125.64,-639.81,1.728,0.024,2.228
TARABA_DG1_And_DG2_1715534100_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-12 16:15:00,2024-05-12 16:30:00,1715534100,54.05,128.21,0.0,0.0,8968.28,7975.41,-1125.64,-639.81,1.76,0.025,2.328
TARABA_DG1_And_DG2_1715535000_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-12 16:30:00,2024-05-12 16:45:00,1715535000,54.05,128.21,0.0,0.0,8968.28,7975.41,-1125.64,-639.81,1.752,0.027,2.137
TARABA_DG1_And_DG2_1715535900_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-12 16:45:00,2024-05-12 17:00:00,1715535900,54.05,128.21,0.0,0.0,8968.28,7975.41,-1125.64,-639.81,1.667,0.023,2.274
TARABA_DG1_And_DG2_1715536800_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-12 17:00:00,2024-05-12 17:15:00,1715536800,54.05,128.21,0.0,0.0,8968.28,7975.41,-1125.64,-639.81,1.65,0.023,2.31
TARABA_DG1_And_DG2_1715537700_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-12 17:15:00,2024-05-12 17:30:00,1715537700,54.05,128.21,0.0,0.0,8968.28,7975.41,-1125.64,-639.81,1.659,0.023,2.25
TARABA_DG1_And_DG2_1715538600_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-12 17:30:00,2024-05-12 17:45:00,1715538600,54.05,128.21,0.0,0.0,8968.28,7975.41,-1125.64,-639.81,1.655,0.021,2.082
TARABA_DG1_And_DG2_1715539500_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-12 17:45:00,2024-05-12 18:00:00,1715539500,54.05,128.21,0.0,0.0,8968.28,7975.41,-1125.64,-639.81,1.652,0.024,2.125
TARABA_DG1_And_DG2_1715540400_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-12 18:00:00,2024-05-12 18:15:00,1715540400,54.05,128.21,0.0,0.0,8968.28,7975.41,-1125.64,-639.81,1.652,0.023,2.089
