key,start,end,epoch,tankl1,tankl2,deltal1,deltal2,hrs1,hrs2,deltahrs1,deltahrs2,GB1_kwh,GB2_kwh,GB3_kwh
TARABA_DG1_And_DG2_1711065600_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-21 23:00:00,2024-03-21 23:15:00,1711065600,107.7,98.14,1.44,0.0,8428.33,7786.86,-585.69,-451.26,0.0,0.0,0.0
TARABA_DG1_And_DG2_1711066500_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-21 23:15:00,2024-03-21 23:30:00,1711066500,106.25,98.14,1.45,0.0,8428.33,7787.11,-585.69,-451.51,0.0,0.0,0.0
TARABA_DG1_And_DG2_1711067400_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-21 23:30:00,2024-03-21 23:45:00,1711067400,105.16,98.14,1.08,0.0,8428.33,7787.36,-585.69,-451.76,0.0,0.0,0.0
TARABA_DG1_And_DG2_1711068300_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-21 23:45:00,2024-03-22 00:00:00,1711068300,103.71,98.14,1.44,0.0,8428.33,7787.61,-585.69,-452.01,0.0,0.0,0.0
TARABA_DG1_And_DG2_1711069200_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-22 00:00:00,2024-03-22 00:15:00,1711069200,102.26,98.14,1.44,0.0,8428.33,7787.86,-585.69,-452.26,0.0,0.0,0.0
TARABA_DG1_And_DG2_1711070100_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-22 00:15:00,2024-03-22 00:30:00,1711070100,101.9,98.14,0.36,0.0,8428.33,7788.11,-585.69,-452.51,0.0,0.0,0.0
TARABA_DG1_And_DG2_1711071000_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-22 00:30:00,2024-03-22 00:45:00,1711071000,100.45,98.14,1.44,0.0,8428.33,7788.36,-585.69,-452.76,0.0,0.0,0.0
TARABA_DG1_And_DG2_1711071900_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-22 00:45:00,2024-03-22 01:00:00,1711071900,99,98.14,1.08,0.0,8428.33,7788.61,-585.69,-453.01,0.0,0.0,0.0
TARABA_DG1_And_DG2_1711072800_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-22 01:00:00,2024-03-22 01:15:00,1711072800,97.91,98.14,1.44,0.0,8428.33,7788.86,-585.69,-453.26,0.0,0.0,0.0
TARABA_DG1_And_DG2_1711073700_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-22 01:15:00,2024-03-22 01:30:00,1711073700,97.55,98.14,0.36,0.0,8428.33,7788.9,-585.69,-453.3,0.0,0.0,0.0
TARABA_DG1_And_DG2_1711074600_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-03-22 01:30:00,2024-03-22 01:45:00,1711074600,97.55,98.14,0.0,0.0,8428.33,7788.9,-585.69,-453.3,0.0,0.0,0.0
