key,start,end,epoch,tankl1,tankl2,deltal1,deltal2,hrs1,hrs2,deltahrs1,deltahrs2,GB1_kwh,GB2_kwh,GB3_kwh
TARABA_DG1_And_DG2_1713139200_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-14 23:00:00,2024-04-14 23:15:00,1713139200,110.96,42.5,0.0,0.0,8658.78,7919.44,-816.14,-583.84,0.0,0.0,0.0
TARABA_DG1_And_DG2_1713140100_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-14 23:15:00,2024-04-14 23:30:00,1713140100,110.96,42.5,0.0,0.0,8658.78,7919.44,-816.14,-583.84,0.0,0.0,0.0
TARABA_DG1_And_DG2_1713141000_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-14 23:30:00,2024-04-14 23:45:00,1713141000,110.96,42.5,0.0,0.0,8658.78,7919.44,-816.14,-583.84,0.0,0.0,0.0
TARABA_DG1_And_DG2_1713141900_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-14 23:45:00,2024-04-15 00:00:00,1713141900,110.96,42.5,0.0,0.0,8658.78,7919.44,-816.14,-583.84,0.0,0.0,0.0
TARABA_DG1_And_DG2_1713142800_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-15 00:00:00,2024-04-15 00:15:00,1713142800,110.96,42.5,0.0,0.0,8658.78,7919.44,-816.14,-583.84,0.0,0.0,0.0
TARABA_DG1_And_DG2_1713143700_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-15 00:15:00,2024-04-15 00:30:00,1713143700,110.96,42.5,0.0,0.0,8658.78,7919.44,-816.14,-583.84,0.0,0.0,0.0
TARABA_DG1_And_DG2_1713144600_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-15 00:30:00,2024-04-15 00:45:00,1713144600,110.96,42.5,0.0,0.0,8658.78,7919.44,-816.14,-583.84,0.0,0.0,0.0
TARABA_DG1_And_DG2_1713145500_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-15 00:45:00,2024-04-15 01:00:00,1713145500,110.96,42.5,0.0,0.0,8658.78,7919.44,-816.14,-583.84,0.0,0.0,0.0
TARABA_DG1_And_DG2_1713146400_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-15 01:00:00,2024-04-15 01:15:00,1713146400,110.96,42.5,0.0,0.0,8658.78,7919.44,-816.14,-583.84,0.0,0.0,0.0
TARABA_DG1_And_DG2_1713147300_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-15 01:15:00,2024-04-15 01:30:00,1713147300,110.96,42.5,0.0,0.0,8658.78,7919.44,-816.14,-583.84,0.0,0.0,0.0
TARABA_DG1_And_DG2_1713148200_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-15 01:30:00,2024-04-15 01:45:00,1713148200,110.96,42.5,0.0,0.0,8658.78,7919.44,-816.14,-583.84,0.0,0.0,0.0
TARABA_DG1_And_DG2_1713149100_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-15 01:45:00,2024-04-15 02:00:00,1713149100,110.96,42.5,0.0,0.0,8658.78,7919.44,-816.14,-583.84,0.0,0.0,0.003
TARABA_DG1_And_DG2_1713150000_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-15 02:00:00,2024-04-15 02:15:00,1713150000,110.96,42.5,0.0,0.0,8658.78,7919.44,-816.14,-583.84,0.0,0.0,0.04
TARABA_DG1_And_DG2_1713150900_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-15 02:15:00,2024-04-15 02:30:00,1713150900,110.96,42.5,0.0,0.0,8658.78,7919.44,-816.14,-583.84,0.0,0.0,0.0
TARABA_DG1_And_DG2_1713151800_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-15 02:30:00,2024-04-15 02:45:00,1713151800,110.96,42.5,0.0,0.0,8658.78,7919.44,-816.14,-583.84,0.0,0.0,0.0
TARABA_DG1_And_DG2_1713152700_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-15 02:45:00,2024-04-15 03:00:00,1713152700,110.96,42.5,0.0,0.0,8658.78,7919.44,-816.14,-583.84,0.0,0.0,0.0
