key,start,end,epoch,tankl1,tankl2,deltal1,deltal2,hrs1,hrs2,deltahrs1,deltahrs2,GB1_kwh,GB2_kwh,GB3_kwh
TARABA_DG1_And_DG2_1715126400_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-07 23:00:00,2024-05-07 23:15:00,1715126400,41,127.84,0.0,1.5,8955.77,7975.41,-1113.13,-639.81,1.185,1.919,0.003
TARABA_DG1_And_DG2_1715127300_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-07 23:15:00,2024-05-07 23:30:00,1715127300,41,127.09,0.0,0.75,8956.02,7975.41,-1113.38,-639.81,1.166,1.832,0.001
TARABA_DG1_And_DG2_1715128200_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-07 23:30:00,2024-05-07 23:45:00,1715128200,41,125.21,0.0,1.88,8956.27,7975.41,-1113.63,-639.81,1.163,1.839,0.001
TARABA_DG1_And_DG2_1715129100_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-07 23:45:00,2024-05-08 00:00:00,1715129100,41,124.08,0.0,1.13,8956.52,7975.41,-1113.88,-639.81,1.166,1.874,0.001
TARABA_DG1_And_DG2_1715130000_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-08 00:00:00,2024-05-08 00:15:00,1715130000,41,122.95,0.0,1.13,8956.77,7975.41,-1114.13,-639.81,1.182,1.935,0.003
TARABA_DG1_And_DG2_1715130900_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-08 00:15:00,2024-05-08 00:30:00,1715130900,41,122.2,0.0,0.75,8957.02,7975.41,-1114.38,-639.81,1.174,1.886,0.002
TARABA_DG1_And_DG2_1715131800_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-08 00:30:00,2024-05-08 00:45:00,1715131800,41,119.94,0.0,2.26,8957.27,7975.41,-1114.63,-639.81,1.16,1.863,0.001
TARABA_DG1_And_DG2_1715132700_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-08 00:45:00,2024-05-08 01:00:00,1715132700,41,118.82,0.0,1.12,8957.52,7975.41,-1114.88,-639.81,1.179,1.913,0.003
TARABA_DG1_And_DG2_1715133600_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-08 01:00:00,2024-05-08 01:15:00,1715133600,41,117.31,0.0,1.13,8957.77,7975.41,-1115.13,-639.81,1.188,1.957,0.004
TARABA_DG1_And_DG2_1715134500_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-08 01:15:00,2024-05-08 01:30:00,1715134500,41,115.43,0.0,1.88,8958.02,7975.41,-1115.38,-639.81,1.171,1.933,0.003
TARABA_DG1_And_DG2_1715135400_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-08 01:30:00,2024-05-08 01:45:00,1715135400,41,115.06,0.0,0.75,8958.27,7975.41,-1115.63,-639.81,1.161,1.907,0.001
TARABA_DG1_And_DG2_1715136300_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-08 01:45:00,2024-05-08 02:00:00,1715136300,41,113.18,0.0,1.88,8958.52,7975.41,-1115.88,-639.81,1.151,1.967,0.001
TARABA_DG1_And_DG2_1715137200_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-08 02:00:00,2024-05-08 02:15:00,1715137200,41,111.67,0.0,1.50,8958.77,7975.41,-1116.13,-639.81,1.156,1.993,0.002
TARABA_DG1_And_DG2_1715138100_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-08 02:15:00,2024-05-08 02:30:00,1715138100,41,110.92,0.0,0.75,8959.02,7975.41,-1116.38,-639.81,1.137,1.879,0.0
TARABA_DG1_And_DG2_1715139000_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-08 02:30:00,2024-05-08 02:45:00,1715139000,41,109.79,0.0,1.13,8959.27,7975.41,-1116.63,-639.81,1.124,1.845,0.0
