key,start,end,epoch,tankl1,tankl2,deltal1,deltal2,hrs1,hrs2,deltahrs1,deltahrs2,GB1_kwh,GB2_kwh,GB3_kwh
TARABA_DG1_And_DG2_1715040000_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-06 23:00:00,2024-05-06 23:15:00,1715040000,41,117.69,0.0,1.5,8939.94,7975.41,-1097.30,-639.81,0.97,1.573,0.0
TARABA_DG1_And_DG2_1715040900_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-06 23:15:00,2024-05-06 23:30:00,1715040900,41,116.94,0.0,0.75,8940.18,7975.41,-1097.54,-639.81,0.971,1.611,0.0
TARABA_DG1_And_DG2_1715041800_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-06 23:30:00,2024-05-06 23:45:00,1715041800,41,115.06,0.0,1.88,8940.44,7975.41,-1097.80,-639.81,0.967,1.621,0.0
TARABA_DG1_And_DG2_1715042700_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-06 23:45:00,2024-05-07 00:00:00,1715042700,41,113.55,0.0,1.50,8940.68,7975.41,-1098.04,-639.81,0.973,1.585,0.0
TARABA_DG1_And_DG2_1715043600_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-07 00:00:00,2024-05-07 00:15:00,1715043600,41,112.8,0.0,0.75,8940.94,7975.41,-1098.30,-639.81,1.006,1.667,0.0
TARABA_DG1_And_DG2_1715044500_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-07 00:15:00,2024-05-07 00:30:00,1715044500,41,111.3,0.0,1.5,8941.18,7975.41,-1098.54,-639.81,0.98,1.556,0.0
TARABA_DG1_And_DG2_1715045400_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-07 00:30:00,2024-05-07 00:45:00,1715045400,41,110.17,0.0,1.13,8941.44,7975.41,-1098.80,-639.81,1.026,1.855,0.0
TARABA_DG1_And_DG2_1715046300_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-07 00:45:00,2024-05-07 01:00:00,1715046300,41,108.67,0.0,1.13,8941.68,7975.41,-1099.04,-639.81,1.02,1.779,0.0
TARABA_DG1_And_DG2_1715047200_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-07 01:00:00,2024-05-07 01:15:00,1715047200,41,107.54,0.0,1.5,8941.94,7975.41,-1099.30,-639.81,1.005,1.695,0.0
TARABA_DG1_And_DG2_1715048100_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-07 01:15:00,2024-05-07 01:30:00,1715048100,41,106.41,0.0,1.13,8942.18,7975.41,-1099.54,-639.81,0.985,1.65,0.0
TARABA_DG1_And_DG2_1715049000_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-07 01:30:00,2024-05-07 01:45:00,1715049000,41,104.91,0.0,1.5,8942.44,7975.41,-1099.80,-639.81,0.996,1.543,0.0
TARABA_DG1_And_DG2_1715049900_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-07 01:45:00,2024-05-07 02:00:00,1715049900,41,103.78,0.0,1.13,8942.68,7975.41,-1100.04,-639.81,0.998,1.566,0.0
TARABA_DG1_And_DG2_1715050800_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-07 02:00:00,2024-05-07 02:15:00,1715050800,41,102.65,0.0,1.13,8942.94,7975.41,-1100.30,-639.81,1.006,1.623,0.0
TARABA_DG1_And_DG2_1715051700_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-07 02:15:00,2024-05-07 02:30:00,1715051700,41,100.77,0.0,1.13,8943.19,7975.41,-1100.55,-639.81,1.006,1.532,0.0
TARABA_DG1_And_DG2_1715052600_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-07 02:30:00,2024-05-07 02:45:00,1715052600,41,99.64,0.0,1.5,8943.44,7975.41,-1100.80,-639.81,0.995,1.503,0.0
TARABA_DG1_And_DG2_1715053500_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-07 02:45:00,2024-05-07 03:00:00,1715053500,41,98.52,0.0,1.5,8943.69,7975.41,-1101.05,-639.81,0.979,1.413,0.0
TARABA_DG1_And_DG2_1715054400_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-05-07 03:00:00,2024-05-07 03:15:00,1715054400,41,97.39,0.0,1.13,8943.94,7975.41,-1101.30,-639.81,0.985,1.504,0.0
