key,start,end,epoch,tankl1,tankl2,deltal1,deltal2,hrs1,hrs2,deltahrs1,deltahrs2,GB1_kwh,GB2_kwh,GB3_kwh
TARABA_DG1_And_DG2_1713398400_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-17 23:00:00,2024-04-17 23:15:00,1713398400,126.55,169.19,0.0,1.13,8688.74,7919.51,-846.10,-583.91,0.0,1.912,0.0
TARABA_DG1_And_DG2_1713399300_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-17 23:15:00,2024-04-17 23:30:00,1713399300,126.55,167.69,0.0,1.5,8688.99,7919.51,-846.35,-583.91,0.0,2.02,0.0
TARABA_DG1_And_DG2_1713400200_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-17 23:30:00,2024-04-17 23:45:00,1713400200,126.55,166.18,0.0,1.50,8689.24,7919.51,-846.60,-583.91,0.0,2.21,0.0
TARABA_DG1_And_DG2_1713401100_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-17 23:45:00,2024-04-18 00:00:00,1713401100,126.55,164.3,0.0,1.88,8689.49,7919.51,-846.85,-583.91,0.0,2.332,0.0
TARABA_DG1_And_DG2_1713402000_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-18 00:00:00,2024-04-18 00:15:00,1713402000,126.55,163.18,0.0,1.12,8689.74,7919.51,-847.10,-583.91,0.0,2.685,0.0
TARABA_DG1_And_DG2_1713402900_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-18 00:15:00,2024-04-18 00:30:00,1713402900,126.55,162.05,0.0,1.13,8689.99,7919.51,-847.35,-583.91,0.0,2.565,0.0
TARABA_DG1_And_DG2_1713403800_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-18 00:30:00,2024-04-18 00:45:00,1713403800,126.55,160.54,0.0,1.50,8690.24,7919.51,-847.60,-583.91,0.0,2.594,0.0
TARABA_DG1_And_DG2_1713404700_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-18 00:45:00,2024-04-18 01:00:00,1713404700,126.55,159.04,0.0,1.5,8690.49,7919.51,-847.85,-583.91,0.0,2.535,0.0
TARABA_DG1_And_DG2_1713405600_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-18 01:00:00,2024-04-18 01:15:00,1713405600,126.55,156.79,0.0,2.25,8690.74,7919.51,-848.10,-583.91,0.0,2.506,0.0
TARABA_DG1_And_DG2_1713406500_GEN1-00980B7A_GEN2-00980B77_GRID-00980AA1,2024-04-18 01:15:00,2024-04-18 01:30:00,1713406500,126.55,155.28,0.0,1.51,8690.99,7919.51,-848.35,-583.91,0.0,2.531,0.0
