key,start,end,epoch,tankl1,tankl2,deltal1,deltal2,hrs1,hrs2,deltahrs1,deltahrs2
OGOJA_GUEST_HOUSE_1696113900,2023-09-30T22:45:00,2023-09-30T22:46:00,1696113900,149.27,173.68,0.0,0.0,20676.92,8976.47,0.0,0.0
OGOJA_GUEST_HOUSE_1696113960,2023-09-30T22:46:00,2023-09-30T22:47:00,1696113960,148.92,173.68,0.35000000000002274,0.0,20676.94,8976.47,-0.020000000000436557,0.0
OGOJA_GUEST_HOUSE_1696114020,2023-09-30T22:47:00,2023-09-30T22:48:00,1696114020,148.2,173.68,0.7199999999999989,0.0,20676.95,8976.47,-0.030000000002473826,0.0
OGOJA_GUEST_HOUSE_1696114080,2023-09-30T22:48:00,2023-09-30T22:49:00,1696114080,147.84,173.68,0.3599999999999852,0.0,20676.97,8976.47,-0.05000000000291038,0.0
OGOJA_GUEST_HOUSE_1696114140,2023-09-30T22:49:00,2023-09-30T22:50:00,1696114140,146.42,173.68,1.420000000000016,0.0,20676.98,8976.47,-0.06000000000130967,0.0
OGOJA_GUEST_HOUSE_1696114200,2023-09-30T22:50:00,2023-09-30T22:51:00,1696114200,145.35,173.68,1.0699999999999932,0.0,20677.0,8976.47,-0.08000000000174623,0.0
OGOJA_GUEST_HOUSE_1696114260,2023-09-30T22:51:00,2023-09-30T22:52:00,1696114260,144.99,173.68,0.3599999999999852,0.0,20677.02,8976.47,-0.10000000000218279,0.0
OGOJA_GUEST_HOUSE_1696114320,2023-09-30T22:52:00,2023-09-30T22:53:00,1696114320,143.92,173.68,1.0700000000000216,0.0,20677.04,8976.47,-0.12000000000261934,0.0
OGOJA_GUEST_HOUSE_1696114380,2023-09-30T22:53:00,2023-09-30T22:54:00,1696114380,143.92,173.68,0.0,0.0,20677.05,8976.47,-0.13000000000101863,0.0
OGOJA_GUEST_HOUSE_1696114440,2023-09-30T22:54:00,2023-09-30T22:55:00,1696114440,143.92,173.68,0.0,0.0,20677.07,8976.47,-0.1500000000014552,0.0
