key,start,end,epoch,tankl1,tankl2,deltal1,deltal2,hrs1,hrs2,deltahrs1,deltahrs2
TARABA_DG1_And_DG2_1694213100,2023-09-08T22:45:00,2023-09-08T22:46:00,1694213100,41.0,148.89,0.0,0.0,6970.2,6594.98,0.0,0.0
TARABA_DG1_And_DG2_1694213160,2023-09-08T22:46:00,2023-09-08T22:47:00,1694213160,41.0,148.89,0.0,0.0,6970.22,6594.98,-0.020000000000436557,0.0
TARABA_DG1_And_DG2_1694213220,2023-09-08T22:47:00,2023-09-08T22:48:00,1694213220,41.0,148.89,0.0,0.0,6970.23,6594.98,-0.02999999999974534,0.0
TARABA_DG1_And_DG2_1694213280,2023-09-08T22:48:00,2023-09-08T22:49:00,1694213280,41.0,148.89,0.0,0.0,6970.25,6594.98,-0.0500000000001819,0.0
TARABA_DG1_And_DG2_1694213340,2023-09-08T22:49:00,2023-09-08T22:50:00,1694213340,41.0,148.89,0.0,0.0,6970.27,6594.98,-0.07000000000061846,0.0
TARABA_DG1_And_DG2_1694213400,2023-09-08T22:50:00,2023-09-08T22:51:00,1694213400,41.0,148.89,0.0,0.0,6970.28,6594.98,-0.07999999999992724,0.0
TARABA_DG1_And_DG2_1694213460,2023-09-08T22:51:00,2023-09-08T22:52:00,1694213460,41.0,148.89,0.0,0.0,6970.3,6594.98,-0.1000000000003638,0.0
TARABA_DG1_And_DG2_1694213520,2023-09-08T22:52:00,2023-09-08T22:53:00,1694213520,41.0,148.89,0.0,0.0,6970.32,6594.98,-0.11999999999989086,0.0
TARABA_DG1_And_DG2_1694213580,2023-09-08T22:53:00,2023-09-08T22:54:00,1694213580,41.0,148.89,0.0,0.0,6970.33,6594.98,-0.13000000000010914,0.0
TARABA_DG1_And_DG2_1694213640,2023-09-08T22:54:00,2023-09-08T22:55:00,1694213640,41.0,148.14,0.0,0.75,6970.35,6594.98,-0.1500000000005457,0.0
TARABA_DG1_And_DG2_1694213700,2023-09-08T22:55:00,2023-09-08T22:56:00,1694213700,41.0,147.76,0.0,0.37999999999999545,6970.37,6594.98,-0.17000000000007276,0.0
TARABA_DG1_And_DG2_1694213760,2023-09-08T22:56:00,2023-09-08T22:57:00,1694213760,41.0,147.39,0.0,0.37000000000000455,6970.38,6594.98,-0.18000000000029104,0.0
TARABA_DG1_And_DG2_1694213820,2023-09-08T22:57:00,2023-09-08T22:58:00,1694213820,41.0,147.39,0.0,0.0,6970.4,6594.98,-0.1999999999998181,0.0
TARABA_DG1_And_DG2_1694213880,2023-09-08T22:58:00,2023-09-08T22:59:00,1694213880,41.0,147.39,0.0,0.0,6970.42,6594.98,-0.22000000000025466,0.0
TARABA_DG1_And_DG2_1694213940,2023-09-08T22:59:00,2023-09-08T23:00:00,1694213940,41.0,147.39,0.0,0.0,6970.43,6594.98,-0.23000000000047294,0.0
TARABA_DG1_And_DG2_1694214000,2023-09-08T23:00:00,2023-09-08T23:01:00,1694214000,41.0,147.39,0.0,0.0,6970.45,6594.98,-0.25,0.0
TARABA_DG1_And_DG2_1694214060,2023-09-08T23:01:00,2023-09-08T23:02:00,1694214060,41.0,147.39,0.0,0.0,6970.47,6594.98,-0.27000000000043656,0.0
TARABA_DG1_And_DG2_1694214120,2023-09-08T23:02:00,2023-09-08T23:03:00,1694214120,41.0,147.39,0.0,0.0,6970.48,6594.98,-0.27999999999974534,0.0
TARABA_DG1_And_DG2_1694214180,2023-09-08T23:03:00,2023-09-08T23:04:00,1694214180,41.0,147.01,0.0,0.37999999999999545,6970.5,6594.98,-0.3000000000001819,0.0
TARABA_DG1_And_DG2_1694214240,2023-09-08T23:04:00,2023-09-08T23:05:00,1694214240,41.0,147.01,0.0,0.0,6970.52,6594.98,-0.32000000000061846,0.0
TARABA_DG1_And_DG2_1694214300,2023-09-08T23:05:00,2023-09-08T23:06:00,1694214300,41.0,147.01,0.0,0.0,6970.53,6594.98,-0.32999999999992724,0.0
TARABA_DG1_And_DG2_1694214360,2023-09-08T23:06:00,2023-09-08T23:07:00,1694214360,41.0,146.26,0.0,0.75,6970.55,6594.98,-0.3500000000003638,0.0
TARABA_DG1_And_DG2_1694214420,2023-09-08T23:07:00,2023-09-08T23:08:00,1694214420,41.0,145.88,0.0,0.37999999999999545,6970.57,6594.98,-0.36999999999989086,0.0
TARABA_DG1_And_DG2_1694214480,2023-09-08T23:08:00,2023-09-08T23:09:00,1694214480,41.0,145.88,0.0,0.0,6970.58,6594.98,-0.38000000000010914,0.0
TARABA_DG1_And_DG2_1694214540,2023-09-08T23:09:00,2023-09-08T23:10:00,1694214540,41.0,145.88,0.0,0.0,6970.6,6594.98,-0.4000000000005457,0.0
TARABA_DG1_And_DG2_1694214600,2023-09-08T23:10:00,2023-09-08T23:11:00,1694214600,41.0,145.88,0.0,0.0,6970.62,6594.98,-0.42000000000007276,0.0
TARABA_DG1_And_DG2_1694214660,2023-09-08T23:11:00,2023-09-08T23:12:00,1694214660,41.0,145.88,0.0,0.0,6970.63,6594.98,-0.43000000000029104,0.0
TARABA_DG1_And_DG2_1694214720,2023-09-08T23:12:00,2023-09-08T23:13:00,1694214720,41.0,145.88,0.0,0.0,6970.65,6594.98,-0.4499999999998181,0.0
TARABA_DG1_And_DG2_1694214780,2023-09-08T23:13:00,2023-09-08T23:14:00,1694214780,41.0,145.51,0.0,0.37000000000000455,6970.67,6594.98,-0.47000000000025466,0.0
TARABA_DG1_And_DG2_1694214840,2023-09-08T23:14:00,2023-09-08T23:15:00,1694214840,41.0,145.51,0.0,0.0,6970.68,6594.98,-0.48000000000047294,0.0
TARABA_DG1_And_DG2_1694214900,2023-09-08T23:15:00,2023-09-08T23:16:00,1694214900,41.0,145.51,0.0,0.0,6970.7,6594.98,-0.5,0.0
TARABA_DG1_And_DG2_1694214960,2023-09-08T23:16:00,2023-09-08T23:17:00,1694214960,41.0,145.51,0.0,0.0,6970.72,6594.98,-0.5200000000004366,0.0
TARABA_DG1_And_DG2_1694215020,2023-09-08T23:17:00,2023-09-08T23:18:00,1694215020,41.0,145.51,0.0,0.0,6970.73,6594.98,-0.5299999999997453,0.0
TARABA_DG1_And_DG2_1694215080,2023-09-08T23:18:00,2023-09-08T23:19:00,1694215080,41.0,145.51,0.0,0.0,6970.75,6594.98,-0.5500000000001819,0.0
TARABA_DG1_And_DG2_1694215140,2023-09-08T23:19:00,2023-09-08T23:20:00,1694215140,41.0,145.51,0.0,0.0,6970.77,6594.98,-0.5700000000006185,0.0
TARABA_DG1_And_DG2_1694215200,2023-09-08T23:20:00,2023-09-08T23:21:00,1694215200,41.0,144.38,0.0,1.1299999999999955,6970.78,6594.98,-0.5799999999999272,0.0
TARABA_DG1_And_DG2_1694215260,2023-09-08T23:21:00,2023-09-08T23:22:00,1694215260,41.0,144.0,0.0,0.37999999999999545,6970.8,6594.98,-0.6000000000003638,0.0
TARABA_DG1_And_DG2_1694215320,2023-09-08T23:22:00,2023-09-08T23:23:00,1694215320,41.0,144.0,0.0,0.0,6970.82,6594.98,-0.6199999999998909,0.0
TARABA_DG1_And_DG2_1694215380,2023-09-08T23:23:00,2023-09-08T23:24:00,1694215380,41.0,144.0,0.0,0.0,6970.83,6594.98,-0.6300000000001091,0.0
TARABA_DG1_And_DG2_1694215440,2023-09-08T23:24:00,2023-09-08T23:25:00,1694215440,41.0,144.0,0.0,0.0,6970.85,6594.98,-0.6500000000005457,0.0
TARABA_DG1_And_DG2_1694215500,2023-09-08T23:25:00,2023-09-08T23:26:00,1694215500,41.0,144.0,0.0,0.0,6970.87,6594.98,-0.6700000000000728,0.0
TARABA_DG1_And_DG2_1694215560,2023-09-08T23:26:00,2023-09-08T23:27:00,1694215560,41.0,144.0,0.0,0.0,6970.88,6594.98,-0.680000000000291,0.0
TARABA_DG1_And_DG2_1694215620,2023-09-08T23:27:00,2023-09-08T23:28:00,1694215620,41.0,144.0,0.0,0.0,6970.9,6594.98,-0.6999999999998181,0.0
TARABA_DG1_And_DG2_1694215680,2023-09-08T23:28:00,2023-09-08T23:29:00,1694215680,41.0,144.0,0.0,0.0,6970.92,6594.98,-0.7200000000002547,0.0
TARABA_DG1_And_DG2_1694215740,2023-09-08T23:29:00,2023-09-08T23:30:00,1694215740,41.0,144.0,0.0,0.0,6970.93,6594.98,-0.7300000000004729,0.0
TARABA_DG1_And_DG2_1694215800,2023-09-08T23:30:00,2023-09-08T23:31:00,1694215800,41.0,144.0,0.0,0.0,6970.95,6594.98,-0.75,0.0
TARABA_DG1_And_DG2_1694215860,2023-09-08T23:31:00,2023-09-08T23:32:00,1694215860,41.0,144.0,0.0,0.0,6970.97,6594.98,-0.7700000000004366,0.0
TARABA_DG1_And_DG2_1694215920,2023-09-08T23:32:00,2023-09-08T23:33:00,1694215920,41.0,143.25,0.0,0.75,6970.98,6594.98,-0.7799999999997453,0.0
TARABA_DG1_And_DG2_1694215980,2023-09-08T23:33:00,2023-09-08T23:34:00,1694215980,41.0,143.25,0.0,0.0,6971.0,6594.98,-0.8000000000001819,0.0
TARABA_DG1_And_DG2_1694216040,2023-09-08T23:34:00,2023-09-08T23:35:00,1694216040,41.0,142.5,0.0,0.75,6971.02,6594.98,-0.8200000000006185,0.0
TARABA_DG1_And_DG2_1694216100,2023-09-08T23:35:00,2023-09-08T23:36:00,1694216100,41.0,142.5,0.0,0.0,6971.03,6594.98,-0.8299999999999272,0.0
TARABA_DG1_And_DG2_1694216160,2023-09-08T23:36:00,2023-09-08T23:37:00,1694216160,41.0,142.5,0.0,0.0,6971.05,6594.98,-0.8500000000003638,0.0
TARABA_DG1_And_DG2_1694216220,2023-09-08T23:37:00,2023-09-08T23:38:00,1694216220,41.0,142.5,0.0,0.0,6971.07,6594.98,-0.8699999999998909,0.0
TARABA_DG1_And_DG2_1694216280,2023-09-08T23:38:00,2023-09-08T23:39:00,1694216280,41.0,142.5,0.0,0.0,6971.08,6594.98,-0.8800000000001091,0.0
TARABA_DG1_And_DG2_1694216340,2023-09-08T23:39:00,2023-09-08T23:40:00,1694216340,41.0,142.5,0.0,0.0,6971.1,6594.98,-0.9000000000005457,0.0
TARABA_DG1_And_DG2_1694216400,2023-09-08T23:40:00,2023-09-08T23:41:00,1694216400,41.0,142.5,0.0,0.0,6971.12,6594.98,-0.9200000000000728,0.0
TARABA_DG1_And_DG2_1694216460,2023-09-08T23:41:00,2023-09-08T23:42:00,1694216460,41.0,142.12,0.0,0.37999999999999545,6971.13,6594.98,-0.930000000000291,0.0
TARABA_DG1_And_DG2_1694216520,2023-09-08T23:42:00,2023-09-08T23:43:00,1694216520,41.0,142.12,0.0,0.0,6971.15,6594.98,-0.9499999999998181,0.0
TARABA_DG1_And_DG2_1694216580,2023-09-08T23:43:00,2023-09-08T23:44:00,1694216580,41.0,142.12,0.0,0.0,6971.17,6594.98,-0.9700000000002547,0.0
TARABA_DG1_And_DG2_1694216640,2023-09-08T23:44:00,2023-09-08T23:45:00,1694216640,41.0,142.12,0.0,0.0,6971.18,6594.98,-0.9800000000004729,0.0
TARABA_DG1_And_DG2_1694216700,2023-09-08T23:45:00,2023-09-08T23:46:00,1694216700,41.0,142.12,0.0,0.0,6971.2,6594.98,-1.0,0.0
TARABA_DG1_And_DG2_1694216760,2023-09-08T23:46:00,2023-09-08T23:47:00,1694216760,41.0,142.12,0.0,0.0,6971.22,6594.98,-1.0200000000004366,0.0
TARABA_DG1_And_DG2_1694216820,2023-09-08T23:47:00,2023-09-08T23:48:00,1694216820,41.0,141.75,0.0,0.37000000000000455,6971.23,6594.98,-1.0299999999997453,0.0
